geneset,S01,S02,S03,S04,S05,S06,S07,S08,S09,S10,S11,S12,S13,S14,S15,S16,S17,S18,S19,S20,S21,S22,S23,S24
KEGG_GRAFT_VERSUS_HOST_DISEASE,0.180880001914891,-0.0678117960331013,0.117676416729127,0.248338560667182,0.211117801467073,0.247782690128915,0.27358811234949,0.270216674614762,0.347986689481202,-0.0543588880985493,0.407816891358691,0.27418654517477,-0.319833269013604,-0.348989899383598,-0.13272632020496,-0.195045725797526,-0.467100599965404,-0.15158617387507,0.0361799588086288,-0.196663633524029,-0.18647441026127,-0.0273465809659549,-0.187344511436971,-0.207408150861335
KEGG_PROGESTERONE_MEDIATED_OOCYTE_MATURATION,0.322779723440032,-0.0645253662078457,0.0900354624368218,0.110014791305316,0.197445199009178,0.0470670575352156,0.169648653608628,0.330542670727021,0.0622508968282289,0.334476477704165,0.230140194357496,0.276925811849603,-0.133297572654061,-0.0436802828989241,-0.354523847360686,-0.258453225561551,-0.300791819899629,-0.16408535314383,-0.147447815111649,-0.0769907837965883,-0.0333577943106958,-0.264375218610093,-0.0536409326247269,-0.324042221014835
KEGG_VIBRIO_CHOLERAE_INFECTION,-0.344714816201915,-0.20384473343713,-0.231605506726992,-0.363042298193403,-0.261065975837318,-0.0607219154686062,-0.176804344637494,0.0729247580712129,-0.401197388073206,-0.142135268394599,0.019958927530577,-0.324843192158622,0.042927050388215,0.433265421847202,0.208741742910036,0.27023352191369,0.130833125748215,0.383010599764162,0.261924070806699,0.246292278933861,0.225282331837023,-0.110011672542202,0.169956305526448,0.237513635423846
KEGG_ANTIGEN_PROCESSING_AND_PRESENTATION,0.241324399660779,0.0360493178658734,0.11942143154372,0.204400135267517,0.14930357298172,-0.0411622436254817,0.168357799120972,0.157409087498807,0.217618782933499,0.0904664044370408,0.0161197171937388,0.160399957128693,-0.133472237956101,-0.206213985940305,-0.0587304402179523,-0.0735978108338534,-0.344303010925237,0.0478914413497538,-0.165805353617473,-0.149526902212762,-0.145516372775307,-0.127580930065482,-0.0825347715077856,-0.205969767509852
KEGG_CHRONIC_MYELOID_LEUKEMIA,0.0960653336553141,0.0876112602156221,0.303705957721843,0.0308259356218034,0.292485851299759,0.205124234699955,-0.0437689999153164,0.309605360856817,0.166153060177308,0.271940987494297,0.0810381582049867,0.218342863780281,0.0353802921683705,-0.0370940387815289,-0.327176034467752,-0.302710548628399,-0.251201660201948,-0.296827036420839,-0.0769330845916881,-0.358543943440782,0.0742706509569502,-0.261488317867478,-0.26201226285875,-0.137971629135482
KEGG_TYPE_I_DIABETES_MELLITUS,0.241817865665305,-0.0413191381949455,0.065396341584114,0.151311083463289,0.321547024996426,0.312394167256369,0.155988000651947,0.157449409148555,0.27093532870946,-0.123428592981267,0.274573413671334,0.37498601616945,-0.336309831429045,-0.260600789211524,-0.247115908588173,-0.219227267824439,-0.331165227945183,0.0799301661835642,-0.112158644226695,-0.149462221785477,-0.0309062626973041,-0.0942984955803056,-0.166827469048021,-0.202539006436609
KEGG_AUTOIMMUNE_THYROID_DISEASE,0.283034759832969,-0.000819607595553024,0.095786615134885,0.287344926542332,0.11016047149842,0.0382301571666927,0.35471210098014,0.070847957728939,0.255058484527509,0.0970708615782716,0.320609347491964,0.30934530210541,-0.186823345736715,-0.302406367076023,-0.305605387303952,-0.14005094267816,-0.394834962210056,-0.0317292221231979,-0.134990392586011,-0.12081627867725,-0.116382938976124,0.160392799060721,-0.160286144466503,-0.390657755667251
KEGG_ASTHMA,0.285187669291467,0.0601971902389916,0.310618204752561,0.402641995167081,0.302751311587741,0.309052686132965,0.233840526181188,-0.0931539206846318,0.346426262259245,-0.0743861569061358,-0.0249549360685759,0.352012382898907,-0.247874600903448,-0.372275143823049,-0.193631825176683,-0.256759472470238,-0.385729725180295,-0.0469934752618196,-0.227337018053444,-0.16864973505161,-0.319978932369364,0.0724518613035526,0.0271920889349251,-0.364510132150819
KEGG_PANCREATIC_CANCER,0.293193291034471,0.0405992668660989,0.205531182457158,0.0335377362794142,0.224844320480964,-0.0444614112301738,0.109758440582224,0.325839704552971,0.0981118067640093,0.327567346373764,-0.103029621178295,0.189523714703076,-0.161357216216878,-0.0985087809230482,-0.25562528921779,-0.0924848667012141,-0.24866010127467,0.00319118948819777,-0.00258047721853219,-0.294858521301657,-0.0665955571502672,-0.200209674712946,-0.262907014851891,-0.135134214046379
KEGG_P53_SIGNALING_PATHWAY,0.0359892835700969,-0.0639231881930337,0.19063486705176,0.30887035656048,0.253834542530569,0.219113860727927,0.195045162784409,0.172054207188696,0.0817440393814647,0.382850679059131,-0.0146492069185424,0.161300108888889,0.0907122776717628,-0.0617902102195304,0.0069126420691264,-0.337278743106928,-0.238932353620512,-0.284728385467439,-0.00157469091250109,-0.298301931299815,-0.244737735696791,-0.186763420012165,-0.285741280774744,0.0121267474738511
