logFC,AveExpr,t,P.Value,adj.P.Val,B,geneset
0.351786468090166,-0.00763240039402731,6.36806291506826,1.27112908384295e-06,1.57620006396526e-05,4.2889633048174,KEGG_CHRONIC_MYELOID_LEUKEMIA
0.352694323227437,0.00379041506461775,6.25128068406368,1.69316129217407e-06,1.96830000215235e-05,3.99771349709373,KEGG_TYPE_I_DIABETES_MELLITUS
0.362131026286042,0.00404960160631077,6.20034842070786,1.91955662517859e-06,2.10022077813657e-05,3.87028932981828,KEGG_AUTOIMMUNE_THYROID_DISEASE
0.407860777087758,-0.00307762063964534,6.02031111032597,2.99777907074547e-06,3.09770503977032e-05,3.41801795747334,KEGG_ASTHMA
0.29306219181773,-0.00477978110172471,5.67341814373458,7.13931092460652e-06,6.98900964198322e-05,2.53935444615442,KEGG_PANCREATIC_CANCER
0.312746816377294,0.00386531786400674,5.40707696298011,1.3995577126283e-05,0.000130158867274432,1.85953396446202,KEGG_P53_SIGNALING_PATHWAY
0.199202911130141,0.000976228770082809,5.34430798454188,1.64137623858775e-05,0.000145379038274915,1.69882271712904,KEGG_UBIQUITIN_MEDIATED_PROTEOLYSIS
0.246715992919668,-0.00715670995951516,5.30958482254569,1.79285750622491e-05,0.000151577952799015,1.60985327564572,KEGG_VIRAL_MYOCARDITIS
-0.306461009344025,-0.000842377432550132,-5.23846799741034,2.14864401253448e-05,0.000173759907100615,1.42750579872572,KEGG_EPITHELIAL_CELL_SIGNALING_IN_HELICOBACTER_PYLORI_INFECTION
0.178024828983661,0.000262646983442108,4.94584375817009,4.5376924354311e-05,0.00035167116374591,0.676017607692245,KEGG_WNT_SIGNALING_PATHWAY
0.278014821801043,-0.00778729942268922,4.45411929411127,0.000160206690432696,0.00119193777681926,-0.585409021905706,KEGG_GLIOMA
0.251502103371745,-0.00336007841570374,4.04737946768369,0.00045372814826186,0.00324590136833484,-1.61851285210194,KEGG_BLADDER_CANCER
0.127417291793401,-0.00428314940444873,3.93459577749742,0.000604605827713709,0.00416506236869444,-1.90186004874875,KEGG_PATHWAYS_IN_CANCER
0.208430715416595,-0.00870136592367985,3.8845447643719,0.000686528577015697,0.00456051126160427,-2.02703833756286,KEGG_LONG_TERM_POTENTIATION
0.584676071023537,0.0125318124632432,3.80947977363281,0.000830303394566893,0.00532539418584283,-2.21405732504968,KEGG_ABC_TRANSPORTERS
0.219636060366162,-0.00329827700510095,3.78966750397202,0.000872953879406792,0.00541231405232211,-2.26326555198004,KEGG_ADHERENS_JUNCTION
0.177103253207574,0.00421927887474304,3.68361469248197,0.00114056526266941,0.00684339157601643,-2.5255009303971,KEGG_HEMATOPOIETIC_CELL_LINEAGE
0.193182708875282,-0.00813467441233753,3.57339399957096,0.00150374325953065,0.00874050769602188,-2.79576282106576,KEGG_COLORECTAL_CANCER
0.240658240495901,-0.0063306057968299,3.4461537072132,0.00206455703306587,0.0113423028221062,-3.10450568341208,KEGG_THYROID_CANCER
0.182097301348628,0.00220012839443356,3.44444564962986,0.00207332417178286,0.0113423028221062,-3.10862460389902,KEGG_PROSTATE_CANCER
0.140231967057946,-0.00285848774540427,3.30738811201518,0.00290818821396445,0.0154549430799253,-3.43673310290691,KEGG_NEUROTROPHIN_SIGNALING_PATHWAY
0.183191529137121,0.00375803415481925,3.21979926701137,0.00360359005680899,0.0186185486268464,-3.64375929543748,KEGG_SMALL_CELL_LUNG_CANCER
0.127434544404492,-0.00111166274044715,3.14848178435179,0.00428590158412731,0.0215453430985859,-3.81066220165587,KEGG_CELL_ADHESION_MOLECULES_CAMS
0.193182181333933,-0.00631980904444827,3.13499942032224,0.00442817321492096,0.0216747425782973,-3.84203875414293,KEGG_PRIMARY_IMMUNODEFICIENCY
0.141607145829526,-0.00439634562076287,3.05574201466284,0.00536082501248608,0.0255670115980105,-4.02530716414011,KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY
0.112068043571181,-0.00486753715660691,3.01643411379704,0.00589058179072401,0.0273912053268666,-4.11542407343854,KEGG_JAK_STAT_SIGNALING_PATHWAY
-0.108653002561414,0.00132168167390456,-2.93561472090173,0.0071412542648786,0.0323969095918883,-4.29901056001959,KEGG_LYSOSOME
0.131048519583192,-0.00114122116463099,2.82021582087968,0.0093723022763595,0.0415059100810207,-4.55694717261293,KEGG_T_CELL_RECEPTOR_SIGNALING_PATHWAY
-0.336574038338163,0.00190960560404816,-2.71973954786853,0.0118381526202068,0.0512068927292668,-4.77721459976391,KEGG_LINOLEIC_ACID_METABOLISM
0.16110254727238,0.00314094509310842,2.69363412326809,0.0125724040143108,0.0531469806059502,-4.8337494546257,KEGG_INTESTINAL_IMMUNE_NETWORK_FOR_IGA_PRODUCTION
0.150152167464831,-0.00959470835736646,2.54154117027263,0.0177724286103802,0.0734593715895713,-5.1570749568715,KEGG_MELANOMA
0.178647926632673,0.0177639058465473,2.46871938239071,0.0209164548068333,0.0845752303058912,-5.30802655198763,KEGG_CIRCADIAN_RHYTHM_MAMMAL
0.103123574130061,0.00164627722989228,2.39959250204365,0.0243698080587924,0.0964422191262846,-5.44886766482942,KEGG_AMYOTROPHIC_LATERAL_SCLEROSIS_ALS
-0.229767468916557,0.00190873939842306,-2.30980412789483,0.029638152285921,0.113053661737231,-5.6280761914421,KEGG_FATTY_ACID_METABOLISM
-0.227101419870746,-0.0156860924595722,-2.30754918103649,0.029782953898518,0.113053661737231,-5.63252092180261,KEGG_VALINE_LEUCINE_AND_ISOLEUCINE_DEGRADATION
0.120574012012634,-0.00379364661450758,2.25682151009865,0.0332157740709193,0.12356267954382,-5.73176692966242,KEGG_NOD_LIKE_RECEPTOR_SIGNALING_PATHWAY
-0.367071858440114,-0.000367879121915901,-2.15705694355316,0.0410337215043491,0.144558397901291,-5.92268207213238,KEGG_ALPHA_LINOLENIC_ACID_METABOLISM
0.118624832623053,0.00119713684769574,2.1542162862048,0.0412788128670083,0.144558397901291,-5.9280329705528,KEGG_MELANOGENESIS
0.123740907197786,-0.00703678497479587,2.15369206620166,0.0413241860965643,0.144558397901291,-5.92901991039095,KEGG_ACUTE_MYELOID_LEUKEMIA
-0.165435401318462,-0.0106080420827804,-2.14630252875118,0.0419685671326328,0.144558397901291,-5.94291464096104,KEGG_ARACHIDONIC_ACID_METABOLISM
-0.383141218196571,-0.00469642046901058,-2.06638629849207,0.049535486616451,0.167520009284725,-6.09107315827542,KEGG_ETHER_LIPID_METABOLISM
0.106665732297339,0.00480400569642692,2.05650010104599,0.0505515273598332,0.167903287302303,-6.10912851762065,KEGG_NOTCH_SIGNALING_PATHWAY
0.114565882469385,-0.00736153668652099,2.02053032232403,0.0544063907457867,0.175330834152286,-6.17430325051317,KEGG_RENAL_CELL_CARCINOMA
-0.173407539879855,0.000474067227845783,-2.01812654497012,0.0546730558109279,0.175330834152286,-6.17862955472729,KEGG_SULFUR_METABOLISM
-0.148486757403447,0.0183192436290833,-2.00031596211612,0.0566851963880017,0.178702483528277,-6.2105700371284,KEGG_GLYCOSPHINGOLIPID_BIOSYNTHESIS_LACTO_AND_NEOLACTO_SERIES
-0.240734989925932,-0.0218489038593446,-1.98884775502446,0.058015191283083,0.179847092977557,-6.23102876298631,KEGG_BETA_ALANINE_METABOLISM
-0.139844525304333,0.00114638405723193,-1.96925726066112,0.0603509102630124,0.184020808342956,-6.26578057128312,KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_HEPARAN_SULFATE
0.155397921487977,-0.0145597617663898,1.94204606607992,0.063732385531527,0.191197156594581,-6.3136353695151,KEGG_NON_SMALL_CELL_LUNG_CANCER
-0.160979546607666,-0.00255103671964635,-1.92493148032261,0.0659433332189856,0.194689840932243,-6.34348387429431,KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_CHONDROITIN_SULFATE
-0.299365637427889,-0.00581517055001338,-1.86570595255409,0.074120092021347,0.215192828355508,-6.44526194693545,KEGG_LIMONENE_AND_PINENE_DEGRADATION
-0.177868336664207,-0.00443299347864894,-1.85830216764594,0.0752017948554195,0.215192828355508,-6.4578179843302,KEGG_BUTANOATE_METABOLISM
0.0890975848944545,-0.00600042235665345,1.74996626536031,0.0926607598837006,0.261134868763156,-6.63718218920405,KEGG_ERBB_SIGNALING_PATHWAY
-0.186070862325894,-0.00225340147311674,-1.74124577155133,0.0942058583454373,0.261526711227632,-6.65125857961595,KEGG_GLYCEROPHOSPHOLIPID_METABOLISM
-0.257380370167305,-0.029130384150651,-1.69563084720415,0.102649606021314,0.280776863528887,-6.72399097045636,KEGG_PROPANOATE_METABOLISM
-0.299567762905525,0.0254685763727319,-1.58451278615383,0.125922018272605,0.339441962300065,-6.89471408738765,KEGG_AMINO_SUGAR_AND_NUCLEOTIDE_SUGAR_METABOLISM
0.0778537544123635,-0.00689379545565845,1.54516437712208,0.135147343516323,0.357822775038088,-6.95291859433908,KEGG_RIG_I_LIKE_RECEPTOR_SIGNALING_PATHWAY
0.0855797441132479,0.000102907348050996,1.5392194221075,0.136588263589808,0.357822775038088,-6.96160800665935,KEGG_DNA_REPLICATION
0.158899060507645,-0.00119035214888434,1.53044729641214,0.13873739692821,0.358404942064542,-6.97437933948534,KEGG_PRIMARY_BILE_ACID_BIOSYNTHESIS
-0.17268038174411,0.000201040488590941,-1.46500417749925,0.155656074618331,0.396603149027527,-7.06774328602689,KEGG_STARCH_AND_SUCROSE_METABOLISM
-0.133757101864228,-0.0012802208955237,-1.44944313374784,0.159914842477306,0.398305258086783,-7.08944105306107,KEGG_TERPENOID_BACKBONE_BIOSYNTHESIS
-0.279492929400299,-0.0117339346183164,-1.44307333885258,0.161684918019812,0.398305258086783,-7.09826662879629,KEGG_COMPLEMENT_AND_COAGULATION_CASCADES
-0.168825724421939,0.00549399280799969,-1.43927319384017,0.162748385024707,0.398305258086783,-7.10351625826428,KEGG_GALACTOSE_METABOLISM
0.0440301489628293,0.00108325830965302,1.40800580484592,0.171712525865372,0.412966252173429,-7.14626506073311,KEGG_CYTOKINE_CYTOKINE_RECEPTOR_INTERACTION
0.120781767067471,-0.0159101040084991,1.40301378354432,0.173179396072728,0.412966252173429,-7.15301638080683,KEGG_RENIN_ANGIOTENSIN_SYSTEM
0.0736320166398354,0.00163380611558541,1.30268028081183,0.204815624699647,0.482224129039676,-7.28433628183325,KEGG_GAP_JUNCTION
0.0544537022676961,-0.00191993331888126,1.2709591655176,0.215697736661752,0.501497237738574,-7.32409452793708,KEGG_AXON_GUIDANCE
-0.113581345978205,0.00458575109188073,-1.2454098617425,0.224779861981509,0.515861519288494,-7.3554924172885,KEGG_ALANINE_ASPARTATE_AND_GLUTAMATE_METABOLISM
0.0657607750102633,0.00622411530815664,1.23812252426015,0.227422820331487,0.515861519288494,-7.36434507490192,KEGG_PATHOGENIC_ESCHERICHIA_COLI_INFECTION
-0.206545265863745,-0.0175123919930807,-1.22509653894941,0.232205564309249,0.520364276644823,-7.38005478898439,KEGG_ASCORBATE_AND_ALDARATE_METABOLISM
0.131427029169073,0.000398564616029749,1.20116962496691,0.241187685031099,0.534058445426006,-7.40852788677308,KEGG_FOLATE_BIOSYNTHESIS
-0.152328211447206,-0.0109638704985453,-1.18584641520672,0.247074996352995,0.540658227313612,-7.42650038234819,KEGG_TAURINE_AND_HYPOTAURINE_METABOLISM
0.0505979523108558,-0.00207458632452044,1.16594486562411,0.25488004581411,0.551252192109587,-7.44953545982483,KEGG_APOPTOSIS
-0.0937799147112983,0.00152061983931667,-1.1377233733891,0.26625805616002,0.560349932916132,-7.481601506215,KEGG_PROXIMAL_TUBULE_BICARBONATE_RECLAMATION
-0.098509213399557,-0.0273906143731975,-1.13087922391249,0.269072551070347,0.560349932916132,-7.48927163274662,KEGG_GLYCOSPHINGOLIPID_BIOSYNTHESIS_GLOBO_SERIES
-0.099495602861958,0.00439447731994214,-1.1290675457801,0.269821179639251,0.560349932916132,-7.49129497576352,KEGG_CITRATE_CYCLE_TCA_CYCLE
-0.0400400603923588,0.00378045974841297,-1.12589196568168,0.271137064314258,0.560349932916132,-7.49483451832068,KEGG_NEUROACTIVE_LIGAND_RECEPTOR_INTERACTION
0.124946180760317,-0.0106135217352668,1.10356801538652,0.280519473736777,0.573369473791654,-7.51946298107223,KEGG_NON_HOMOLOGOUS_END_JOINING
-0.123619402879258,0.00932332358440832,-1.08958069263551,0.286516257903875,0.579261130110007,-7.53466670352567,KEGG_GLYCOLYSIS_GLUCONEOGENESIS
0.0518714779189518,-0.00734101230903121,1.05504992546801,0.301712659926826,0.603425319853651,-7.57144521171403,KEGG_B_CELL_RECEPTOR_SIGNALING_PATHWAY
-0.0537043188974075,0.00279805750013144,-1.02928599221444,0.313416332431247,0.620164232257573,-7.59818147061577,KEGG_PURINE_METABOLISM
0.0480207804066968,-0.00123000870882818,0.996358331527755,0.328831113181998,0.63753221117629,-7.63146814614782,KEGG_SYSTEMIC_LUPUS_ERYTHEMATOSUS
0.0642274491735961,-0.00918387926327545,0.995900880822029,0.329048883187763,0.63753221117629,-7.63192356728897,KEGG_TYPE_II_DIABETES_MELLITUS
0.0574946990423364,0.00140300167388783,0.949721462580212,0.351543827836754,0.666848528883765,-7.67690219107822,KEGG_BASE_EXCISION_REPAIR
-0.117047739996644,0.0205842653877636,-0.948239885081264,0.35228230096806,0.666848528883765,-7.67831246600453,KEGG_PORPHYRIN_AND_CHLOROPHYLL_METABOLISM
-0.0779837657406848,-0.00625103207023249,-0.93779254529959,0.357519228659554,0.666848528883765,-7.68819890616031,KEGG_PANTOTHENATE_AND_COA_BIOSYNTHESIS
-0.119933585790547,-0.0108856517374166,-0.9358063382097,0.358520714453637,0.666848528883765,-7.69006695004611,KEGG_DRUG_METABOLISM_OTHER_ENZYMES
0.0389693141450724,-0.00250067009723778,0.895404893287535,0.379297933556646,0.698509065757783,-7.72726229560499,KEGG_FOCAL_ADHESION
-0.0440180563542201,0.00285704972018216,-0.873214134243763,0.391038468394367,0.713070148248552,-7.74703806058642,KEGG_PYRIMIDINE_METABOLISM
-0.173755406822848,-0.000218801137169586,-0.844369838578766,0.406645656181533,0.715929450228165,-7.77204554158862,KEGG_RETINOL_METABOLISM
-0.0462990731477129,0.00468187056147918,-0.836126826164902,0.411177453655503,0.715929450228165,-7.77904658280056,KEGG_ARRHYTHMOGENIC_RIGHT_VENTRICULAR_CARDIOMYOPATHY_ARVC
-0.0534443453963319,-0.00435838541781622,-0.835934969986356,0.41128330927277,0.715929450228165,-7.77920875990524,KEGG_SPHINGOLIPID_METABOLISM
0.0365659155184923,-0.00432553520312707,0.833422277003688,0.41267125985293,0.715929450228165,-7.78132950831712,KEGG_TIGHT_JUNCTION
-0.0472493498338754,0.014611911958367,-0.830420274048127,0.4143333542273,0.715929450228165,-7.78385533283601,KEGG_MISMATCH_REPAIR
-0.0717372878404616,-0.00117925609912071,-0.827955813765212,0.415700971100225,0.715929450228165,-7.7859224408119,KEGG_GLYCOSAMINOGLYCAN_DEGRADATION
0.0238140961053796,-0.00133158203372264,0.798220393764859,0.432424507436316,0.737849088068517,-7.81040481749235,KEGG_OLFACTORY_TRANSDUCTION
-0.0752409960738262,0.00523737117794051,-0.779125181572357,0.443379049802325,0.737849088068517,-7.82567845876611,KEGG_TYROSINE_METABOLISM
0.0292639274060041,0.000159628608909298,0.769310392730399,0.449074579403763,0.737849088068517,-7.8333920771135,KEGG_ENDOCYTOSIS
0.0590359794692323,-0.00612043304062148,0.768805459156475,0.449368781044526,0.737849088068517,-7.83378639446576,KEGG_BASAL_TRANSCRIPTION_FACTORS
0.0509381308709938,0.00344075172547714,0.765713444766855,0.451172887204338,0.737849088068517,-7.83619565765621,KEGG_FC_GAMMA_R_MEDIATED_PHAGOCYTOSIS
0.0434245669596726,0.0027135850326209,0.759599001886791,0.454753290008752,0.737849088068517,-7.84093271136542,KEGG_ADIPOCYTOKINE_SIGNALING_PATHWAY
0.0311313566261766,-0.00154728891004227,0.757141632733712,0.456197016816556,0.737849088068517,-7.84282630866653,KEGG_CALCIUM_SIGNALING_PATHWAY
-0.0649927324767046,0.00191391950643736,-0.734243541709218,0.469780859210472,0.74690040885223,-7.8601892781213,KEGG_RNA_POLYMERASE
0.0502890104338577,-0.00164580019792655,0.731451794529244,0.471453111989099,0.74690040885223,-7.86227130811199,KEGG_NICOTINATE_AND_NICOTINAMIDE_METABOLISM
-0.13837903113698,-0.0117967107030915,-0.727476951298286,0.473840044325608,0.74690040885223,-7.86522256679204,KEGG_GLYCEROLIPID_METABOLISM
-0.0495464001231915,0.00120371808607647,-0.70795046655899,0.485667853393294,0.759111098581115,-7.8794968004564,KEGG_FC_EPSILON_RI_SIGNALING_PATHWAY
-0.041072105477521,0.000818918187435434,-0.680387503788541,0.502648965780001,0.776116792391965,-7.89901078289314,KEGG_N_GLYCAN_BIOSYNTHESIS
-0.106875896800593,-0.00970128743993856,-0.676784420124855,0.504893182147461,0.776116792391965,-7.9015065849629,KEGG_PENTOSE_AND_GLUCURONATE_INTERCONVERSIONS
-0.039207576350464,0.00443870479169157,-0.6302965463036,0.534345242207418,0.808516142113113,-7.93256049196125,KEGG_TASTE_TRANSDUCTION
0.0505188770493397,0.00974774907541253,0.62525367687492,0.537594717930898,0.808516142113113,-7.93580069306777,KEGG_PROTEIN_EXPORT
0.0409439348091325,0.00431931219848807,0.623061208912183,0.539010761408742,0.808516142113113,-7.93720155992195,KEGG_REGULATION_OF_AUTOPHAGY
0.0389675591099359,-0.000326888835400775,0.606503677905947,0.549768493830996,0.818055518820522,-7.94762685943867,KEGG_MTOR_SIGNALING_PATHWAY
0.116812248704994,-0.00460168289076374,0.586532179466167,0.562892333448267,0.824028685694551,-7.95983901850142,KEGG_GLYCINE_SERINE_AND_THREONINE_METABOLISM
-0.0609707384153911,0.0219273133402749,-0.568111305518879,0.575138025348519,0.824028685694551,-7.97075044550357,KEGG_PENTOSE_PHOSPHATE_PATHWAY
0.041802751105818,-0.0126307754927724,0.560956569071215,0.579930138533403,0.824028685694551,-7.97489706709325,KEGG_ENDOMETRIAL_CANCER
-0.0481451191834129,0.0171481199518516,-0.552048743504037,0.585924100057108,0.824028685694551,-7.97998811863352,KEGG_GLYOXYLATE_AND_DICARBOXYLATE_METABOLISM
-0.0249727738217351,-0.00587742251366525,-0.548307964187007,0.588450298813,0.824028685694551,-7.98210237307696,KEGG_REGULATION_OF_ACTIN_CYTOSKELETON
-0.0442567328613117,-0.0155364075892833,-0.540572778518968,0.593690863194975,0.824028685694551,-7.9864297307373,KEGG_TRYPTOPHAN_METABOLISM
0.0403204596696947,-0.00240625743996316,0.539154339104173,0.594654308788963,0.824028685694551,-7.98721674738738,KEGG_HOMOLOGOUS_RECOMBINATION
-0.0422086455508551,0.000748754834418808,-0.534352347914195,0.597921582221575,0.824028685694551,-7.98986612553016,KEGG_GLYCOSYLPHOSPHATIDYLINOSITOL_GPI_ANCHOR_BIOSYNTHESIS
-0.0251994025244392,-0.00391361018549028,-0.533979459822776,0.598175657243095,0.824028685694551,-7.9900708884327,KEGG_HEDGEHOG_SIGNALING_PATHWAY
-0.0469521797626466,-0.00767255508230494,-0.532079263650391,0.599471203266225,0.824028685694551,-7.9911121682768,KEGG_HISTIDINE_METABOLISM
-0.058831266386662,-0.00591244090068506,-0.520993590417839,0.60705614555419,0.824028685694551,-7.99711462080832,KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_KERATAN_SULFATE
-0.0491484653249045,0.0131821246114936,-0.508684429699738,0.615531177696517,0.824028685694551,-8.00363468833182,KEGG_GLYCOSPHINGOLIPID_BIOSYNTHESIS_GANGLIO_SERIES
-0.0582419870198149,0.0174490324683063,-0.496541436513869,0.623945533245852,0.824028685694551,-8.00991715750519,KEGG_PHENYLALANINE_METABOLISM
-0.0551212739483695,0.0053020373635919,-0.493822282381469,0.625836961319328,0.824028685694551,-8.01130359580279,KEGG_SELENOAMINO_ACID_METABOLISM
-0.0210880589166239,-0.000703267930426983,-0.487271680883713,0.63040425766225,0.824028685694551,-8.01461295582238,KEGG_SPLICEOSOME
-0.0976972068809165,0.0217677506314884,-0.483666403550127,0.632924408336908,0.824028685694551,-8.01641584818066,KEGG_CYSTEINE_AND_METHIONINE_METABOLISM
-0.0268330088770954,0.000556587310197345,-0.476475375805643,0.637964578578949,0.824028685694551,-8.01997263218728,KEGG_VASCULAR_SMOOTH_MUSCLE_CONTRACTION
-0.0437848731784438,0.00672857415712635,-0.469502608965691,0.642868809770465,0.824028685694551,-8.02337151491841,KEGG_BIOSYNTHESIS_OF_UNSATURATED_FATTY_ACIDS
0.0195062101995322,0.00101699876575623,0.466946783288984,0.644670591008261,0.824028685694551,-8.0246050306752,KEGG_CHEMOKINE_SIGNALING_PATHWAY
-0.0948537816049522,-0.0109746717076044,-0.463780507617827,0.646905798768995,0.824028685694551,-8.02612399426208,KEGG_DRUG_METABOLISM_CYTOCHROME_P450
-0.0532747892009199,-0.0140963480063594,-0.450363923406363,0.656414528378269,0.824028685694551,-8.03244763177561,KEGG_STEROID_HORMONE_BIOSYNTHESIS
-0.0349497152449395,-0.00118534091924209,-0.448329479169508,0.657861627955223,0.824028685694551,-8.03339058835894,KEGG_VEGF_SIGNALING_PATHWAY
0.0533222973722012,-0.00470613891102261,0.447704197441223,0.658306664779397,0.824028685694551,-8.03367956016539,KEGG_RIBOFLAVIN_METABOLISM
-0.0203520193873649,0.00135855910933255,-0.425359903836169,0.674293313330709,0.824028685694551,-8.04374528551427,KEGG_PROTEASOME
-0.0247074695973198,-0.00643124130777107,-0.425226046935556,0.674389565764075,0.824028685694551,-8.04380405667773,KEGG_PPAR_SIGNALING_PATHWAY
-0.0436926589183245,-0.0137805496043747,-0.421897386702994,0.676784921332372,0.824028685694551,-8.04525967447388,KEGG_ONE_CARBON_POOL_BY_FOLATE
-0.0788257955094194,-0.00519008046578864,-0.415466405388171,0.681422588606996,0.824028685694551,-8.04803999582852,KEGG_METABOLISM_OF_XENOBIOTICS_BY_CYTOCHROME_P450
-0.0318622456081808,-0.00216507756624924,-0.413658849075495,0.682728413910934,0.824028685694551,-8.04881388056111,KEGG_LONG_TERM_DEPRESSION
0.0790010540842974,-0.00274724683156875,0.408212553280435,0.686669047996898,0.824028685694551,-8.05112553073946,KEGG_SNARE_INTERACTIONS_IN_VESICULAR_TRANSPORT
-0.0456359462618403,-0.01243110048486,-0.403434752193843,0.690133466779087,0.824028685694551,-8.05312855476077,KEGG_STEROID_BIOSYNTHESIS
0.0813711170648144,0.0135360676360939,0.401810282166533,0.691312959835627,0.824028685694551,-8.05380428953717,KEGG_AMINOACYL_TRNA_BIOSYNTHESIS
-0.0180293500284147,0.00207713331701482,-0.390740361753215,0.699371660456396,0.824028685694551,-8.05833740761974,KEGG_ECM_RECEPTOR_INTERACTION
0.0376821973844901,-0.0212553330535603,0.386626032520941,0.70237607432264,0.824028685694551,-8.0599903435229,KEGG_DORSO_VENTRAL_AXIS_FORMATION
-0.0215655488903202,-0.00849096139083207,-0.378327845932211,0.708450683189393,0.824028685694551,-8.06327155303683,KEGG_CYTOSOLIC_DNA_SENSING_PATHWAY
-0.0191416180220107,0.00168368619028177,-0.377794382478567,0.708841880167356,0.824028685694551,-8.06348008461083,KEGG_BASAL_CELL_CARCINOMA
0.0745383603230591,-0.0364323415139403,0.362532063583025,0.720068156306576,0.83187998182002,-8.06932290212349,KEGG_INOSITOL_PHOSPHATE_METABOLISM
-0.0266644449522005,0.00501238917740984,-0.340697470905522,0.736240249606789,0.845312879178166,-8.07726721427257,KEGG_O_GLYCAN_BIOSYNTHESIS
-0.031419642606204,0.0103499272608448,-0.330500788494542,0.743835843610877,0.84879427553143,-8.08080979774737,KEGG_PRION_DISEASES
-0.0208454089206499,0.00631836677503746,-0.319528261993896,0.752039030798087,0.852922315417342,-8.08450274760655,KEGG_NUCLEOTIDE_EXCISION_REPAIR
0.0108569311046426,0.00139734463878789,0.308195099780673,0.760543177312736,0.857339581697994,-8.08818725520854,KEGG_MAPK_SIGNALING_PATHWAY
0.0270987397685482,-0.00137739805418198,0.287797658544818,0.775926004277798,0.865955162416104,-8.09448590273352,KEGG_NITROGEN_METABOLISM
-0.0105807969387009,-0.0064645992909397,-0.28572115928328,0.777497377008007,0.865955162416104,-8.0951031060572,KEGG_INSULIN_SIGNALING_PATHWAY
-0.0514271674890242,0.0177069617140808,-0.267434896473004,0.791376400305456,0.870970674915857,-8.10034660960247,KEGG_GLUTATHIONE_METABOLISM
0.0544215926511541,-0.00144052404959467,0.262982172849435,0.794766817913677,0.870970674915857,-8.10157123338141,KEGG_VASOPRESSIN_REGULATED_WATER_REABSORPTION
0.0242939527452457,0.000499891549836761,0.256927117317414,0.799383895525153,0.870970674915857,-8.10320373636067,KEGG_OTHER_GLYCAN_DEGRADATION
-0.0106844816933671,-0.001968322181424,-0.250116952410868,0.804585664412235,0.870970674915857,-8.1049946312754,KEGG_LEUKOCYTE_TRANSENDOTHELIAL_MIGRATION
0.0151206360737274,0.00236651491314353,0.249033950039326,0.805413742395308,0.870970674915857,-8.10527502186017,KEGG_GNRH_SIGNALING_PATHWAY
-0.0452776697407433,0.00542482262045827,-0.240329034152322,0.812077979874296,0.873101180674098,-8.10748475790263,KEGG_RIBOSOME
-0.0192189887939027,-0.00142075613183819,-0.23277010008619,0.8178766604482,0.874281947375661,-8.10934011227617,KEGG_MATURITY_ONSET_DIABETES_OF_THE_YOUNG
