"cell_type","sample","ssgsea_score","group","cell_type_label","immunity_class"
"CD56dim_natural_killer_cell","S05",0.128097430945123,"Case","CD56dim natural killer cell","Innate"
"CD56dim_natural_killer_cell","S06",0.0948210207878425,"Case","CD56dim natural killer cell","Innate"
"CD56dim_natural_killer_cell","S07",-0.0251926350442577,"Case","CD56dim natural killer cell","Innate"
"CD56dim_natural_killer_cell","S08",0.0461596290136824,"Case","CD56dim natural killer cell","Innate"
"CD56dim_natural_killer_cell","S09",0.0926654644162807,"Case","CD56dim natural killer cell","Innate"
"CD56dim_natural_killer_cell","S10",0.238561210285986,"Case","CD56dim natural killer cell","Innate"
"CD56dim_natural_killer_cell","S11",-0.102452572431384,"Case","CD56dim natural killer cell","Innate"
"CD56dim_natural_killer_cell","S12",0.0614483283160452,"Case","CD56dim natural killer cell","Innate"
"CD56dim_natural_killer_cell","S13",0.138580172655856,"Control","CD56dim natural killer cell","Innate"
"CD56dim_natural_killer_cell","S14",0.034164038295814,"Control","CD56dim natural killer cell","Innate"
"CD56dim_natural_killer_cell","S15",0.190014380084137,"Control","CD56dim natural killer cell","Innate"
"CD56dim_natural_killer_cell","S16",0.0897100615904336,"Control","CD56dim natural killer cell","Innate"
"CD56dim_natural_killer_cell","S17",-0.032829441117063,"Control","CD56dim natural killer cell","Innate"
"CD56dim_natural_killer_cell","S18",-0.00403425462708664,"Control","CD56dim natural killer cell","Innate"
"CD56dim_natural_killer_cell","S19",0.129904233758038,"Control","CD56dim natural killer cell","Innate"
"CD56dim_natural_killer_cell","S20",0.0796065798263301,"Control","CD56dim natural killer cell","Innate"
"CD56dim_natural_killer_cell","S21",0.125224725237326,"Control","CD56dim natural killer cell","Innate"
"CD56dim_natural_killer_cell","S22",0.129230656058665,"Control","CD56dim natural killer cell","Innate"
"CD56dim_natural_killer_cell","S23",0.10749252727278,"Control","CD56dim natural killer cell","Innate"
"CD56dim_natural_killer_cell","S24",0.228445946173929,"Control","CD56dim natural killer cell","Innate"
"Central_memory_CD4_T_cell","S01",0.39460384285709,"Case","Central memory CD4 T cell","Adaptive"
"Central_memory_CD4_T_cell","S02",0.322486351524505,"Case","Central memory CD4 T cell","Adaptive"
"Central_memory_CD4_T_cell","S03",0.374238580925407,"Case","Central memory CD4 T cell","Adaptive"
"Central_memory_CD4_T_cell","S04",0.325139944096651,"Case","Central memory CD4 T cell","Adaptive"
"Central_memory_CD4_T_cell","S05",0.299556855508289,"Case","Central memory CD4 T cell","Adaptive"
"Central_memory_CD4_T_cell","S06",0.450370087640652,"Case","Central memory CD4 T cell","Adaptive"
"Central_memory_CD4_T_cell","S07",0.413740956776075,"Case","Central memory CD4 T cell","Adaptive"
"Central_memory_CD4_T_cell","S08",0.329049593729285,"Case","Central memory CD4 T cell","Adaptive"
"Central_memory_CD4_T_cell","S09",0.376869753914657,"Case","Central memory CD4 T cell","Adaptive"
"Central_memory_CD4_T_cell","S10",0.553214278898335,"Case","Central memory CD4 T cell","Adaptive"
"Central_memory_CD4_T_cell","S11",0.3736725121921,"Case","Central memory CD4 T cell","Adaptive"
"Central_memory_CD4_T_cell","S12",0.378580756181123,"Case","Central memory CD4 T cell","Adaptive"
"Central_memory_CD4_T_cell","S13",0.301132704471692,"Control","Central memory CD4 T cell","Adaptive"
"Central_memory_CD4_T_cell","S14",0.38703520557739,"Control","Central memory CD4 T cell","Adaptive"
"Central_memory_CD4_T_cell","S15",0.355907956220444,"Control","Central memory CD4 T cell","Adaptive"
"Central_memory_CD4_T_cell","S16",0.490202461855795,"Control","Central memory CD4 T cell","Adaptive"
"Central_memory_CD4_T_cell","S17",0.354481841757897,"Control","Central memory CD4 T cell","Adaptive"
"Central_memory_CD4_T_cell","S18",0.381371708291092,"Control","Central memory CD4 T cell","Adaptive"
"Central_memory_CD4_T_cell","S19",0.251949772022781,"Control","Central memory CD4 T cell","Adaptive"
"Central_memory_CD4_T_cell","S20",0.354856420284955,"Control","Central memory CD4 T cell","Adaptive"
"Central_memory_CD4_T_cell","S21",0.35575214245409,"Control","Central memory CD4 T cell","Adaptive"
"Central_memory_CD4_T_cell","S22",0.333667061551267,"Control","Central memory CD4 T cell","Adaptive"
"Central_memory_CD4_T_cell","S23",0.403553521061197,"Control","Central memory CD4 T cell","Adaptive"
"Central_memory_CD4_T_cell","S24",0.282975106739927,"Control","Central memory CD4 T cell","Adaptive"
"Central_memory_CD8_T_cell","S01",-0.0267365248038332,"Case","Central memory CD8 T cell","Adaptive"
"Central_memory_CD8_T_cell","S02",-0.00107131561548159,"Case","Central memory CD8 T cell","Adaptive"
"Central_memory_CD8_T_cell","S03",0.0190345792662431,"Case","Central memory CD8 T cell","Adaptive"
"Central_memory_CD8_T_cell","S04",0.116843955465134,"Case","Central memory CD8 T cell","Adaptive"
"Central_memory_CD8_T_cell","S05",0.0111469551186468,"Case","Central memory CD8 T cell","Adaptive"
"Central_memory_CD8_T_cell","S06",0.00854817605531125,"Case","Central memory CD8 T cell","Adaptive"
"Central_memory_CD8_T_cell","S07",0.0953768107926005,"Case","Central memory CD8 T cell","Adaptive"
"Central_memory_CD8_T_cell","S08",-0.00333537271338467,"Case","Central memory CD8 T cell","Adaptive"
"Central_memory_CD8_T_cell","S09",-0.10513303373321,"Case","Central memory CD8 T cell","Adaptive"
"Central_memory_CD8_T_cell","S10",0.0454523730844166,"Case","Central memory CD8 T cell","Adaptive"
"Central_memory_CD8_T_cell","S11",0.113548639377238,"Case","Central memory CD8 T cell","Adaptive"
"Central_memory_CD8_T_cell","S12",0.11150347575037,"Case","Central memory CD8 T cell","Adaptive"
"Central_memory_CD8_T_cell","S13",0.0338624543207026,"Control","Central memory CD8 T cell","Adaptive"
"Central_memory_CD8_T_cell","S14",-0.0510778058589001,"Control","Central memory CD8 T cell","Adaptive"
"Central_memory_CD8_T_cell","S15",-0.0224395946038833,"Control","Central memory CD8 T cell","Adaptive"
"Central_memory_CD8_T_cell","S16",0.121402509739859,"Control","Central memory CD8 T cell","Adaptive"
"Central_memory_CD8_T_cell","S17",-0.0189531340354318,"Control","Central memory CD8 T cell","Adaptive"
"Central_memory_CD8_T_cell","S18",0.0387392981497962,"Control","Central memory CD8 T cell","Adaptive"
"Central_memory_CD8_T_cell","S19",0.0659657328648972,"Control","Central memory CD8 T cell","Adaptive"
"Central_memory_CD8_T_cell","S20",0.0467195419042704,"Control","Central memory CD8 T cell","Adaptive"
"Central_memory_CD8_T_cell","S21",0.0342056498871121,"Control","Central memory CD8 T cell","Adaptive"
"Central_memory_CD8_T_cell","S22",0.00606291116855742,"Control","Central memory CD8 T cell","Adaptive"
"Central_memory_CD8_T_cell","S23",0.0582052524490115,"Control","Central memory CD8 T cell","Adaptive"
"Central_memory_CD8_T_cell","S24",0.000372537871334379,"Control","Central memory CD8 T cell","Adaptive"
"Effector_memeory_CD4_T_cell","S01",0.243521808403689,"Case","Effector memeory CD4 T cell","Adaptive"
"Effector_memeory_CD4_T_cell","S02",0.152833179052234,"Case","Effector memeory CD4 T cell","Adaptive"
"Effector_memeory_CD4_T_cell","S03",0.158782529912453,"Case","Effector memeory CD4 T cell","Adaptive"
"Effector_memeory_CD4_T_cell","S04",0.231785343180072,"Case","Effector memeory CD4 T cell","Adaptive"
"Effector_memeory_CD4_T_cell","S05",0.173100569470723,"Case","Effector memeory CD4 T cell","Adaptive"
"Effector_memeory_CD4_T_cell","S06",0.254164893429729,"Case","Effector memeory CD4 T cell","Adaptive"
"Effector_memeory_CD4_T_cell","S07",0.158874495904048,"Case","Effector memeory CD4 T cell","Adaptive"
"Effector_memeory_CD4_T_cell","S08",0.241954422017275,"Case","Effector memeory CD4 T cell","Adaptive"
"Effector_memeory_CD4_T_cell","S09",0.295408000475589,"Case","Effector memeory CD4 T cell","Adaptive"
"Effector_memeory_CD4_T_cell","S10",0.139309595265754,"Case","Effector memeory CD4 T cell","Adaptive"
"Effector_memeory_CD4_T_cell","S11",0.1421524906891,"Case","Effector memeory CD4 T cell","Adaptive"
"Effector_memeory_CD4_T_cell","S12",0.118993001556985,"Case","Effector memeory CD4 T cell","Adaptive"
"Effector_memeory_CD4_T_cell","S13",0.193530698828187,"Control","Effector memeory CD4 T cell","Adaptive"
"Effector_memeory_CD4_T_cell","S14",0.164201707797417,"Control","Effector memeory CD4 T cell","Adaptive"
"Effector_memeory_CD4_T_cell","S15",0.141282742871936,"Control","Effector memeory CD4 T cell","Adaptive"
"Effector_memeory_CD4_T_cell","S16",0.119235903973071,"Control","Effector memeory CD4 T cell","Adaptive"
"Effector_memeory_CD4_T_cell","S17",0.150176976158728,"Control","Effector memeory CD4 T cell","Adaptive"
"Effector_memeory_CD4_T_cell","S18",0.21210250126383,"Control","Effector memeory CD4 T cell","Adaptive"
"Effector_memeory_CD4_T_cell","S19",0.162411521737079,"Control","Effector memeory CD4 T cell","Adaptive"
"Effector_memeory_CD4_T_cell","S20",0.309899630316599,"Control","Effector memeory CD4 T cell","Adaptive"
"Effector_memeory_CD4_T_cell","S21",0.122605741742317,"Control","Effector memeory CD4 T cell","Adaptive"
"Effector_memeory_CD4_T_cell","S22",0.157587266079056,"Control","Effector memeory CD4 T cell","Adaptive"
"Effector_memeory_CD4_T_cell","S23",0.266061884171996,"Control","Effector memeory CD4 T cell","Adaptive"
"Effector_memeory_CD4_T_cell","S24",0.16174800540515,"Control","Effector memeory CD4 T cell","Adaptive"
"Effector_memeory_CD8_T_cell","S01",0.263395828283048,"Case","Effector memeory CD8 T cell","Adaptive"
"Effector_memeory_CD8_T_cell","S02",0.27492071203869,"Case","Effector memeory CD8 T cell","Adaptive"
"Effector_memeory_CD8_T_cell","S03",0.2578580822043,"Case","Effector memeory CD8 T cell","Adaptive"
"Effector_memeory_CD8_T_cell","S04",0.393812010072739,"Case","Effector memeory CD8 T cell","Adaptive"
"Effector_memeory_CD8_T_cell","S05",0.370004560175868,"Case","Effector memeory CD8 T cell","Adaptive"
"Effector_memeory_CD8_T_cell","S06",0.355684410675779,"Case","Effector memeory CD8 T cell","Adaptive"
"Effector_memeory_CD8_T_cell","S07",0.157309601817605,"Case","Effector memeory CD8 T cell","Adaptive"
"Effector_memeory_CD8_T_cell","S08",0.334300616335687,"Case","Effector memeory CD8 T cell","Adaptive"
"Effector_memeory_CD8_T_cell","S09",0.217945946600193,"Case","Effector memeory CD8 T cell","Adaptive"
"Effector_memeory_CD8_T_cell","S10",0.301694528005228,"Case","Effector memeory CD8 T cell","Adaptive"
"Effector_memeory_CD8_T_cell","S11",0.174853503853341,"Case","Effector memeory CD8 T cell","Adaptive"
"Effector_memeory_CD8_T_cell","S12",0.296342803393037,"Case","Effector memeory CD8 T cell","Adaptive"
"Effector_memeory_CD8_T_cell","S13",0.189118463376093,"Control","Effector memeory CD8 T cell","Adaptive"
"Effector_memeory_CD8_T_cell","S14",0.279303093784379,"Control","Effector memeory CD8 T cell","Adaptive"
"Effector_memeory_CD8_T_cell","S15",0.212660672556184,"Control","Effector memeory CD8 T cell","Adaptive"
"Effector_memeory_CD8_T_cell","S16",0.266833168540071,"Control","Effector memeory CD8 T cell","Adaptive"
"Effector_memeory_CD8_T_cell","S17",0.0936976657715087,"Control","Effector memeory CD8 T cell","Adaptive"
"Effector_memeory_CD8_T_cell","S18",0.420875435162448,"Control","Effector memeory CD8 T cell","Adaptive"
"Effector_memeory_CD8_T_cell","S19",0.304271837604831,"Control","Effector memeory CD8 T cell","Adaptive"
"Effector_memeory_CD8_T_cell","S20",0.345340499524622,"Control","Effector memeory CD8 T cell","Adaptive"
"Effector_memeory_CD8_T_cell","S21",0.356626134556139,"Control","Effector memeory CD8 T cell","Adaptive"
"Effector_memeory_CD8_T_cell","S22",0.387275219692474,"Control","Effector memeory CD8 T cell","Adaptive"
"Effector_memeory_CD8_T_cell","S23",0.139860709329165,"Control","Effector memeory CD8 T cell","Adaptive"
"Effector_memeory_CD8_T_cell","S24",0.327221844660015,"Control","Effector memeory CD8 T cell","Adaptive"
"Eosinophil","S01",0.0354935509426996,"Case","Eosinophil","Innate"
"Eosinophil","S02",0.303029844889513,"Case","Eosinophil","Innate"
"Eosinophil","S03",0.0544332517986029,"Case","Eosinophil","Innate"
"Eosinophil","S04",0.0893330419541305,"Case","Eosinophil","Innate"
"Eosinophil","S05",0.123991432555746,"Case","Eosinophil","Innate"
"Eosinophil","S06",0.0311347420228494,"Case","Eosinophil","Innate"
"Eosinophil","S07",0.148403278823588,"Case","Eosinophil","Innate"
"Eosinophil","S08",0.181943918060812,"Case","Eosinophil","Innate"
"Eosinophil","S09",0.053882194635475,"Case","Eosinophil","Innate"
"Eosinophil","S10",0.205812283608405,"Case","Eosinophil","Innate"
"Eosinophil","S11",0.132155214575454,"Case","Eosinophil","Innate"
"Eosinophil","S12",0.0798357459948687,"Case","Eosinophil","Innate"
"Eosinophil","S13",0.239055721798482,"Control","Eosinophil","Innate"
"Eosinophil","S14",-0.104022401393068,"Control","Eosinophil","Innate"
"Eosinophil","S15",0.0157732468507947,"Control","Eosinophil","Innate"
"Eosinophil","S16",0.162301803763396,"Control","Eosinophil","Innate"
"Eosinophil","S17",0.0893770779160356,"Control","Eosinophil","Innate"
"Eosinophil","S18",0.105249476734367,"Control","Eosinophil","Innate"
"Eosinophil","S19",0.0596994586061411,"Control","Eosinophil","Innate"
"Eosinophil","S20",0.173813667480095,"Control","Eosinophil","Innate"
"Eosinophil","S21",0.182980132695397,"Control","Eosinophil","Innate"
"Eosinophil","S22",0.204363443724988,"Control","Eosinophil","Innate"
"Eosinophil","S23",0.208876070564535,"Control","Eosinophil","Innate"
"Eosinophil","S24",0.0747221135445431,"Control","Eosinophil","Innate"
"Gamma_delta_T_cell","S01",0.0222936021406847,"Case","Gamma delta T cell","Adaptive"
"Gamma_delta_T_cell","S02",-0.0982965489466629,"Case","Gamma delta T cell","Adaptive"
"Gamma_delta_T_cell","S03",-0.0973479843062417,"Case","Gamma delta T cell","Adaptive"
"Gamma_delta_T_cell","S04",-0.0585598337207181,"Case","Gamma delta T cell","Adaptive"
"Gamma_delta_T_cell","S05",-0.0697322054271633,"Case","Gamma delta T cell","Adaptive"
"Gamma_delta_T_cell","S06",-0.0063102302064909,"Case","Gamma delta T cell","Adaptive"
"Gamma_delta_T_cell","S07",-0.114623169437122,"Case","Gamma delta T cell","Adaptive"
"Gamma_delta_T_cell","S08",-0.137184309200798,"Case","Gamma delta T cell","Adaptive"
"Gamma_delta_T_cell","S09",-0.125721353962387,"Case","Gamma delta T cell","Adaptive"
"Gamma_delta_T_cell","S10",-0.155255639522853,"Case","Gamma delta T cell","Adaptive"
"Gamma_delta_T_cell","S11",0.01723942194016,"Case","Gamma delta T cell","Adaptive"
"Gamma_delta_T_cell","S12",0.0285567062943564,"Case","Gamma delta T cell","Adaptive"
"Gamma_delta_T_cell","S13",-0.0739455125147644,"Control","Gamma delta T cell","Adaptive"
"Gamma_delta_T_cell","S14",-0.118307250643894,"Control","Gamma delta T cell","Adaptive"
"Gamma_delta_T_cell","S15",-0.164138262578714,"Control","Gamma delta T cell","Adaptive"
"Gamma_delta_T_cell","S16",-0.105476457290068,"Control","Gamma delta T cell","Adaptive"
"Gamma_delta_T_cell","S17",0.056698433441735,"Control","Gamma delta T cell","Adaptive"
"Gamma_delta_T_cell","S18",-0.0366876462594431,"Control","Gamma delta T cell","Adaptive"
"Gamma_delta_T_cell","S19",-0.0645179146350213,"Control","Gamma delta T cell","Adaptive"
"Gamma_delta_T_cell","S20",-0.160214265071462,"Control","Gamma delta T cell","Adaptive"
"Gamma_delta_T_cell","S21",-0.146133912349499,"Control","Gamma delta T cell","Adaptive"
"Gamma_delta_T_cell","S22",-0.0678820969242438,"Control","Gamma delta T cell","Adaptive"
"Gamma_delta_T_cell","S23",-0.120212469543927,"Control","Gamma delta T cell","Adaptive"
"Gamma_delta_T_cell","S24",-0.0915569712174417,"Control","Gamma delta T cell","Adaptive"
"Immature_B_cell","S01",0.375618304343174,"Case","Immature  B cell","Adaptive"
"Immature_B_cell","S02",0.231050182058709,"Case","Immature  B cell","Adaptive"
"Immature_B_cell","S03",0.2526407256198,"Case","Immature  B cell","Adaptive"
"Immature_B_cell","S04",0.213465810492633,"Case","Immature  B cell","Adaptive"
"Immature_B_cell","S05",0.274956241571029,"Case","Immature  B cell","Adaptive"
"Immature_B_cell","S06",0.270498562911282,"Case","Immature  B cell","Adaptive"
"Immature_B_cell","S07",0.465919086081907,"Case","Immature  B cell","Adaptive"
"Immature_B_cell","S08",0.325443184255122,"Case","Immature  B cell","Adaptive"
