"cell_type","Activated_B_cell","Activated_CD4_T_cell","Activated_CD8_T_cell","Activated_dendritic_cell","CD56bright_natural_killer_cell","CD56dim_natural_killer_cell","Central_memory_CD4_T_cell","Central_memory_CD8_T_cell","Effector_memeory_CD4_T_cell","Effector_memeory_CD8_T_cell","Eosinophil","Gamma_delta_T_cell","Immature_B_cell","Immature_dendritic_cell","Macrophage","Mast_cell","MDSC","Memory_B_cell","Monocyte","Natural_killer_cell","Natural_killer_T_cell","Neutrophil","Plasmacytoid_dendritic_cell","Regulatory_T_cell","T_follicular_helper_cell","Type_1_T_helper_cell","Type_17_T_helper_cell","Type_2_T_helper_cell"
"Gamma_delta_T_cell",0.274965241183178,0.728375161557555,0.557154407668968,0.593293333691541,0.414007022408584,0.143375375550181,0.590478316886841,0.519391149459146,0.830672343932235,0.840132984114933,0.24985580217174,0,0.368320488755627,0.916487043033781,0.301620370547842,0.618880997433181,0.805558637461203,0.974264060533253,0.0424242815621439,0.445296567042606,0.187971394522143,0.138675542669877,0.215073170098378,0.677268946842897,0.348755732723546,0.395370841976724,0.503592646217536,0.926095802025471
"Immature_B_cell",0.546239269258583,0.814955818977567,0.210383897873148,0.00906104862429222,0.802431971084489,0.299665174230172,0.743634201296803,0.802431971084489,0.641993229606789,0.977480201647716,0.370532806669943,0.368320488755627,0,0.346620502734979,0.913286577927015,0.610301978528462,0.616015882181566,0.650745646988916,0.485464332254182,0.485464332254182,0.462649091663677,0.216651697953286,0.814955818977568,0.906889617398975,0.868639046224615,0.450218884846371,0.704169714436088,0.10882666589447
"Immature_dendritic_cell",0.559898535790483,0.155619554462795,0.106892120439358,0.215073170098378,0.173974241903664,0.211939278787051,0.0329528957755272,0.662485385839334,0.777528188453155,0.00465933573439389,0.768242407223753,0.916487043033781,0.346620502734979,0,0.399985075450615,0.954977084649785,0.79618749952555,0.355207890410818,0.814955818977568,0.83697698406506,0.0592575096993988,0.185112053651326,0.598940434905596,0.774429575490579,0.530053886545385,0.868639046224614,0.327753483767048,0.196730722890254
"Macrophage",0.388505899741701,0.10593440216322,0.0533449624122526,0.954977084649785,0.843291375977688,0.445296567042606,0.559898535790483,0.342373326780921,0.393074993112294,0.338157248513176,0.293846871434855,0.301620370547842,0.913286577927015,0.399985075450615,0,0.0228330342053136,0.0800514675593281,0.416369995293556,0.493193122110666,0.0357631608988247,0.996782496725269,0.433116552649435,0.475254967674384,0.859117590321899,0.576489872088946,0.814955818977568,0.395370841976724,0.987130473464362
"Mast_cell",0.288099537665783,0.0522194608212962,0.527378541905856,0.562648741688316,0.725335122330957,0.498379469245611,0.327753483767048,0.677268946842897,0.241261766887954,0.106892120439358,0.437966901608239,0.618880997433181,0.610301978528462,0.954977084649785,0.0228330342053136,0,0.500982716328063,0.859117590321899,0.303583443917231,0.0505659156464259,0.630395070849354,0.488033799550724,0.27312047592983,0.299665174230172,0.0562411351652387,0.0848005760816749,0.811820606553415,0.683215269214805
"MDSC",0.843291375977688,0.455169720215427,0.329818617805517,0.524709619447843,0.689179925877578,0.535423732543619,0.142189914430047,0.987130473464362,0.271283599828682,0.557154407668968,0.903693217741265,0.805558637461203,0.616015882181566,0.79618749952555,0.0800514675593281,0.500982716328063,0,0.199711240158055,0.430702261720981,0.616015882181566,0.460148912728106,0.686195325298528,0.301620370547842,0.846452113399722,0.353049435242404,0.587669032951115,0.942132059403538,0.49061007074296
"Memory_B_cell",0.103099206111225,0.0151762844603597,0.78995514130984,0.731419179392403,0.258646240546009,0.435538105320614,0.701162984447183,0.814955818977567,0.519391149459146,0.23452757092162,0.447754151382415,0.974264060533253,0.650745646988916,0.355207890410818,0.416369995293556,0.859117590321899,0.199711240158055,0,0.482901692323719,0.381708968635058,0.193780635868557,0.805558637461203,0.554416387313346,0.538118178391148,0.916487043033783,0.118887084858405,0.192316976083001,0.799308243488264
"Monocyte",0.96140387277738,0.601772453267223,0.219831960169935,0.319571222288681,0.596114050669413,0.967832994170269,0.107856201192747,0.630395070849354,0.229558964194216,0.52204714632733,0.974264060533252,0.0424242815621439,0.485464332254182,0.814955818977568,0.493193122110666,0.303583443917231,0.430702261720981,0.482901692323719,0,0.72229910321282,0.342373326780921,0.137518029592144,0.92289170312162,0.179483442975508,0.290007427593871,0.153113647460901,0.92289170312162,0.24985580217174
"Natural_killer_cell",0.942132059403538,0.0872531045830989,0.025880265803652,0.808688197646913,0.372752777842713,0.223043218131794,0.964618166075928,0.639085931909078,0.783735252825447,0.827523795864859,0.338157248513176,0.445296567042606,0.485464332254182,0.83697698406506,0.0357631608988247,0.0505659156464259,0.616015882181566,0.381708968635058,0.72229910321282,0,0.644905639030735,0.346620502734979,0.948553017701785,0.92289170312162,0.559898535790483,0.0856122550865115,0.24985580217174,0.948553017701785
"Natural_killer_T_cell",0.519391149459146,0.0126652789256686,0.511462281884675,0.710196052195758,0.229558964194216,0.368320488755627,0.884546955655295,0.395370841976724,0.186537960757046,0.234527570921619,0.437966901608239,0.187971394522143,0.462649091663677,0.0592575096993988,0.996782496725269,0.630395070849354,0.460148912728106,0.193780635868557,0.342373326780921,0.644905639030735,0,0.190860890338981,0.919688767436627,0.23619938811608,0.348755732723546,0.110786832557134,0.859117590321899,0.447754151382415
"Neutrophil",0.0396517986761955,0.130718085603276,0.783735252825447,0.207296220362818,0.894112914575066,0.765153939200892,0.190860890338981,0.286199537203398,0.0897584560898227,0.774429575490579,0.204239259373489,0.138675542669877,0.216651697953286,0.185112053651326,0.433116552649435,0.488033799550724,0.686195325298528,0.805558637461203,0.137518029592144,0.346620502734979,0.190860890338981,0,0.535423732543619,0.226285533405481,0.874996622956686,0.874996622956686,0.372752777842713,0.317545252451291
"Plasmacytoid_dendritic_cell",0.241261766887955,0.865463192736338,0.196730722890254,0.138675542669877,0.0516636760657842,0.557154407668969,0.363918855929371,0.843291375977689,0.849615150032417,0.350898713076887,0.500982716328063,0.215073170098378,0.814955818977568,0.598940434905596,0.475254967674384,0.27312047592983,0.301620370547842,0.554416387313346,0.92289170312162,0.948553017701785,0.919688767436627,0.535423732543619,0,0.447754151382415,0.621751508867119,0.716239290501088,0.262217509521636,0.241261766887954
"Regulatory_T_cell",0.164617852700588,0.0623971595676504,0.932507297001515,0.627508580724048,0.215073170098378,0.66543254524543,0.506209233952854,0.17261549938272,0.480345902979367,0.437966901608239,0.112772790295697,0.677268946842897,0.906889617398975,0.774429575490579,0.859117590321899,0.299665174230172,0.846452113399722,0.538118178391148,0.179483442975508,0.92289170312162,0.23619938811608,0.226285533405481,0.447754151382415,0,0.958190162801107,0.113775493474803,0.830672343932235,0.462649091663677
"T_follicular_helper_cell",0.771334300511262,0.99356504210806,0.40230343183606,0.390786674546259,0.388505899741701,0.613156197740633,0.698160600678742,0.0856122550865115,0.179483442975508,0.75283518636882,0.548958788699276,0.348755732723546,0.868639046224615,0.530053886545385,0.576489872088946,0.0562411351652387,0.353049435242404,0.916487043033783,0.290007427593871,0.559898535790483,0.348755732723546,0.874996622956686,0.621751508867119,0.958190162801107,0,0.508832454326388,0.265820294159618,0.293846871434854
"Type_1_T_helper_cell",0.814955818977567,0.0249336713179229,0.29192320594524,0.527378541905857,0.942132059403538,0.935714596717917,0.455169720215426,0.987130473464362,0.701162984447183,0.406962551397157,0.0923172546101078,0.395370841976724,0.450218884846371,0.868639046224614,0.814955818977568,0.0848005760816749,0.587669032951115,0.118887084858405,0.153113647460901,0.0856122550865115,0.110786832557134,0.874996622956686,0.716239290501088,0.113775493474803,0.508832454326388,0,0.23452757092162,0.774429575490579
"Type_17_T_helper_cell",0.0725863821760811,0.692169031649987,0.906889617398975,0.215073170098378,0.945342125773634,0.53273562597001,0.948553017701785,0.293846871434855,0.849615150032418,0.590478316886841,0.455169720215427,0.503592646217536,0.704169714436088,0.327753483767048,0.395370841976724,0.811820606553415,0.942132059403538,0.192316976083001,0.92289170312162,0.24985580217174,0.859117590321899,0.372752777842713,0.262217509521636,0.830672343932235,0.265820294159618,0.23452757092162,0,0.762068939878124
"Type_2_T_helper_cell",0.271283599828682,0.948553017701785,0.548958788699276,0.325696171571422,0.414007022408584,0.379458498317382,0.22466048988774,0.393074993112294,0.416369995293556,0.070453616893757,0.498379469245611,0.926095802025471,0.10882666589447,0.196730722890254,0.987130473464362,0.683215269214805,0.49061007074296,0.799308243488264,0.24985580217174,0.948553017701785,0.447754151382415,0.317545252451291,0.241261766887954,0.462649091663677,0.293846871434854,0.774429575490579,0.762068939878124,0
