gene,t
HLA-DPB1,3.41923862630974
TTK,3.41726196782348
TICAM1,-3.40812041616186
STAT1,3.40754286872315
BUB3,3.39975538699145
ATP5F1C,-3.39632180156974
ARPP21,3.39390977012011
COX4I2,-3.39011422854523
LEFTY1,-3.37894056875458
CFTR,3.37242146290865
NDUFC2,-3.35889078645989
BTNL8,-3.34225257092009
TGFB3,3.33889751745568
SKP1,3.33090340846627
DBF4,3.31848941309012
TRAIP,-3.31316665174179
OR1D5,3.3109984224709
ATP5MG,-3.31081245210474
MT-ND2,-3.30715485962714
PTCD2,-3.30317841068956
DNAH1,3.28933139825429
GSTA4,3.28170462915081
NKG7,3.27541632995655
ATP6V0A1,-3.24829745979326
PTPN1,3.24112116320217
CKMT1A,3.23680523238287
ABCD1,3.23465677059866
CDC25A,3.2324941833147
PTPN2,3.21918039887931
SMC1B,3.20881513683973
ATP6V1F,-3.20480187968068
AUTS2,-3.20403079005165
YWHAE,3.20244198167783
NDUFB2,-3.19637853195263
ATP6V1D,-3.18734322043225
GLI2,3.18144948167503
ZNRF1,-3.17888311265875
ATP5PB,-3.17656962710263
TGFB2,3.17401413045807
MT-ND6,-3.16360184388516
NDUFS1,-3.16255329255621
GNAO1,-3.1609942993702
XAF1,-3.15637401680097
MAPK3,3.15293136601508
GBP4,3.15145640257237
ATP6V0C,-3.14893048003309
CETN3,3.1445307858233
NDUFS7,-3.13995336011335
DAP3,3.13125182030185
GPRC5C,-3.12814649595625
UQCR10,-3.12331705232148
HLA-DRB3,3.10471150741981
PROP1,3.10436151910009
MCM4,3.09285634715676
APOBEC3F,-3.09012913124397
CHEK2,3.09000301031377
PYDC1,-3.08996905754047
ABCC11,3.08815361344135
MDM2,3.08111842400784
GADD45B,3.07412219935966
MOCS2,-3.06990829774755
NDUFAB1,-3.06211947028837
HRH3,-3.04271572658778
GPR3,3.03588937327205
OR2B6,-3.03383291166525
GNG2,-3.03301986948937
PLK1,3.02918638334237
ABCD4,3.02772423871048
BIRC5,3.02324039084214
ATP6V0A4,-3.00775553499144
TRIM26,3.00738439756277
HLA-B,3.00652162512442
NPBWR1,3.00647808349298
ABCG5,3.00093349884759
ABCA3,2.99531939239498
ABCB5,2.99219887655278
ABCB10,2.98118548501435
RAPGEF6,-2.97036803833655
HLA-DQB1,2.96681361286218
RXFP2,-2.9636378741516
ATP6V1E1,-2.96329822617895
PSAP,2.9559289534119
H3C6,2.95494963181813
COX8C,-2.95069744599806
CHRND,-2.94943174539895
ABCC1,2.94444975229949
HLA-DQB2,2.94360988669173
ACP3,2.94257534126854
GPR15,-2.93741753962522
ADAM15,-2.92493876879438
RPTOR,2.92319578424618
CCNB1,2.92304024727756
TATDN2,2.92178582873898
NAMPT,-2.91222905336854
RB1,2.9060801008352
ATP4A,-2.88547043850853
SOCS1,2.87840945522666
ALDH5A1,-2.87612887816235
ABCC2,2.87424489097119
CIDEA,2.87056998645103
ATP6V1C1,-2.86059197812059
GDF7,2.85879285172708
PIAS4,-2.85552364449363
CACNA1S,-2.85128852882131
GGPS1,2.84997521874459
TMEM9B,2.84598108165647
ABCB9,2.84558802052343
ACVR1,2.84337475114143
SLK,2.84305919444735
TAP2,2.8415600426648
ALG6,2.83931573068795
ABCG8,2.83523251939847
UQCR10P1,-2.83518407487328
DTX2,-2.82971757132264
CUL1,2.82945631905954
TRIM3,2.82906781228459
PTH,-2.82092705310545
GTF2E2,2.82022577038493
PHKA2,-2.81810977060845
KLC4,-2.81568817355261
PTTG1,2.81130364063352
ABCA12,2.80840652367195
NR1I2,2.79981790730956
ABCB8,2.79640987725464
PAFAH1B1,-2.79014218275153
DUSP6,2.78343529053819
DGCR8,2.7805953496919
WDR90,2.77686554832174
COX7B,-2.77589792825673
TUBB2B,-2.77441719653086
KIF1B,-2.77170589236154
TCEA1,-2.77118903110878
PLA2G5,-2.77003609713542
TRIM34,2.76694971384497
MT-CO1,-2.76520863702828
TGFBR1,2.76199619427942
ATP5F1E,-2.7610193951055
KDR,2.75588508445065
MYL6,-2.75419717297526
FES,-2.7541007665418
PAOX,-2.75331589642229
ST3GAL3,-2.74845214849451
CDKN2C,2.74587584926887
UQCRH,-2.7418368183323
MMUT,-2.73729081886408
GINS3,-2.73683549316093
PPP2R2D,2.7365190752793
STEAP4,-2.73451730743338
FRMPD3,2.73389805028305
HAP1,-2.72224962991464
MT-ND3,-2.70331395818242
ZAP70,2.70212378509779
NDUFA10,-2.69776500351313
LAMB4,2.69400771926424
ASB18,-2.68857998520227
HYI,2.6873549404148
TCIRG1,-2.68723838154697
VAMP4,2.68208687457259
ARHGAP15,2.67655538125131
OR4B1,-2.67610658982442
MYO5A,2.67598253276253
OR4D10,-2.66748770754416
PQBP1,2.66442674043761
UQCRFS1,-2.66429768327208
CHST4,2.66344474625802
OR56A1,-2.66164433647771
DNTT,2.66079991727
CST3,2.65157612515064
ABCD3,2.65065439810314
S100A13,-2.6439266849891
TRIM6,2.63558981547099
CCT3,2.63454566120901
CRY2,2.63425651267623
NDUFB8,-2.63329860958713
FKBP4,2.62832661403783
HAS1,-2.62480345326117
PPAT,2.62107770308071
EFNB2,2.61636642616081
ANAPC7,2.61530734088873
ORC4,2.60893195031874
CD69,2.60824759275632
AKR1C4,2.60757333286424
CCNG1,2.60628869650613
SNRNP70,-2.60391449205356
CREBBP,2.59422527039413
SDHB,-2.59411719951331
IL2RB,2.59325692268168
ABCA13,2.59270355252769
RAB11FIP4,2.59238296582108
POLR2H,-2.58688579523587
PTPN11,2.58560742310738
CHMP4B,2.58403483953214
PRKDC,2.58314767235901
CDK6,2.58295005743138
OR2Y1,-2.58180284503462
PMPCA,2.57138421990109
NDUFS3,-2.57102999639352
ABCA7,2.56783439229368
SF3B4,-2.56552911895241
ABCC12,2.56262435612058
ATP5F1B,-2.55836510290183
FABP5,2.55617326614175
ABCB6,2.55398256149608
ABCA4,2.55292112616347
DUSP3,2.54798789847021
AUH,-2.54798550077511
GIT2,2.54604217216124
CKB,2.5451548930235
OASL,2.54290087233764
MCEE,-2.53490082970971
PANK2,2.53126407011938
HGS,2.52795606000107
IL13RA1,2.52577902688636
ELOVL2,2.5236386808017
ASB4,2.52062178028961
WBP11,-2.52013469845461
HS3ST3B1,-2.51908277612835
ABCC10,2.5179857380174
MT-ND5,-2.51741706244466
TRAF2,2.5171369348738
ABCG2,2.51576906477554
MAN2B2,2.51507022624226
OR5K2,2.51426567210956
FRMD4A,-2.51379694903486
ABCG1,2.49922984667676
SAMM50,2.49797667292422
FLT1,2.49742609809228
ABCC5,2.49681303013627
TSPAN7,2.49665709849139
FLOT1,-2.49629515680332
PDZD11,2.49189766962439
PPA2,-2.48292046953373
TRIM62,2.47860390424058
OR4K14,2.47067887290368
TUBB,2.46928645823487
DR1,-2.46865316370055
B2M,2.46517426747422
UGT8,2.4624960616985
SFN,2.45956346722513
ABCA10,2.45874025073544
CDH5,-2.45681337403446
TCP1,-2.45597591107502
VCAM1,2.45124254196845
PSMB5,2.45122869064388
TNFRSF1B,2.44302789665826
ALPK1,-2.44194493155112
NME1,2.43883543381506
MTREX,2.43735526894824
HS3ST1,-2.43608506336839
TAF5L,2.43569083434984
PROZ,2.43446932432085
NSD1,2.42941323733376
CAMK2D,2.4279308713226
PEMT,-2.42611763009625
CHIT1,-2.42579073750158
APOE,2.41970627357692
EXT1,2.4184263885407
CDC25B,2.4166894283518
OR2T29,2.41643465388424
MAPK13,2.41523446297988
TOP1,2.41513056231524
SPDYC,-2.41286429566227
SMC1A,2.41151942773195
HADHA,-2.41016064197733
NOD2,2.40812105313763
H3C2,2.40745494951148
ECHS1,-2.40550749965699
KIRREL3,2.39732391483151
ECI1,-2.39582748987122
ABCC9,2.39302293698094
FRS2,2.39236896406001
POLD3,-2.3920449096749
ATM,2.38893614045027
RHOBTB2,-2.38369348356943
OR4F6,-2.38333949625583
ACY1,-2.38258252164353
PROC,-2.38175437294183
CCKAR,-2.38072867850286
TDRD7,-2.37866428464659
LATS2,-2.37702809029038
POMC,-2.37403477073259
CYP26B1,-2.37249412457567
LCN2,2.37060909679621
ATP6V1B2,-2.36761207085042
CLEC6A,2.36721860134036
CYP7B1,2.36310330926648
NDUFB4,-2.3595887448328
PSMB10,-2.35734880802661
UBR2,-2.35389327487921
KRT31,2.35321006974686
SEPTIN5,-2.35314901058388
ARF1,-2.3506992686768
OR5L1,2.34660398775393
NECTIN4,2.34643462812527
PHLDA1,-2.34435573533421
MCM2,2.34164297912236
COX5B,-2.33893909586837
UBE2I,-2.33730017955029
EPHX2,2.33162808512854
CYP2B6,-2.33081748508189
CDK1,2.33063321901393
H2AC7,2.33019679990876
FCGR2A,-2.32981556806206
OR5M11,-2.32808771120011
ARHGEF1,-2.324414460745
SERPINB5,2.32404451226259
MYO9B,2.32072085956283
NDUFS4,-2.31443048356237
PRC1,-2.31216414802611
SLC7A11,-2.31195277837791
TREM1,2.31181002942545
ABCG4,2.31173874454834
UBE2T,-2.30849902638196
HOXD11,-2.30501154765804
SLC3A2,2.30443111059843
UXT,2.30180951286347
BDKRB1,-2.30015545697458
CLECL1,-2.29537184992479
MT-CYB,-2.29077299373931
RGS1,2.2903775762824
FBXW10,-2.29033640979575
ORMDL3,2.28812693264171
PRPS2,-2.28680137821628
B3GAT2,-2.28675052189958
ABCC8,2.28599524096423
IGKV1D-39,2.28554744024108
TPO,2.28253371804551
ENPP6,-2.28247485173961
RRP9,2.28226269558588
EPB41L3,2.28095149317169
HERC1,-2.28048821410918
PKMYT1,2.2800129078895
OPN3,-2.27277156787809
PRDX2,2.27203944683727
SPTB,2.27190071751426
TRIM68,2.27058126222743
ADH1A,-2.27007015337445
GDA,2.26945107827725
MLPH,2.26895760614105
NDUFA9,-2.26789814189924
CSRNP2,-2.26784855926086
ERCC3,-2.26782617916709
GCK,-2.26580647732789
RAD54L,2.26533943546776
ABCB4,2.26395931011529
LIFR,-2.26327601661526
UNC93B1,2.26227944279027
ABCA9,2.26081973872626
LIME1,2.25634781355205
RAB14,2.25530638433573
BTBD1,2.25440487163095
LRRK2,2.2521784989589
CDH2,-2.24769185251572
STAP1,2.24549433727929
PLXNB3,2.24314923062264
PPP3CC,2.24270470920132
KIR2DS3,2.24074066423818
FGF20,-2.23966194286001
SUCLG2P2,-2.23829563400274
ABCB7,2.23625121503928
CNBP,-2.23317524551557
OR1I1,-2.23278153062656
RRP8,-2.23056565769026
CCNL1,-2.22631415295118
ESAM,-2.22606315970854
COL11A1,-2.2229705302916
USP9Y,2.2215943830604
TAAR5,-2.21893817172453
UBE2W,2.21690594977047
H2AB1,2.21458474767068
ABCB1,2.21225643971549
DLG1,-2.20960584407181
SLC16A7,2.20852351309326
SHROOM1,-2.20784134955291
PTPN9,-2.2072803086908
PLA2G2A,-2.20460975867957
C1QA,-2.20444823403015
HIBCH,-2.20258349021459
ADAMTS12,2.20187075063555
BCL2L10,-2.20118104145685
DYRK1A,2.19946624109828
ISL1,-2.19804216073857
CMKLR1,2.19364689514315
SHE,2.19102143222883
RHOA,2.18954664364007
C11ORF75,2.1895361551458
PCNA,2.18922073291048
CSTF2,2.18778176171435
HVCN1,-2.18596278374102
CCNT1,-2.18572106267673
SSTR3,2.18401709532747
ITPR3,2.18281804858848
NKX2-5,-2.18266535452863
EIF4E2,-2.18119391056103
FUT3,-2.18024932103457
BCL10,2.17927805559455
KMT5C,2.17898520840181
XRCC5,-2.17795749775802
CD38,2.17734482350534
MC2R,-2.17515360568822
TRIM9,2.17432303947458
MTHFR,2.17138777328636
STAT4,2.17019468068345
TENM2,-2.16892876544188
ITGA2B,2.16651144572872
CORO1A,2.16332303527424
CFH,-2.16026949428966
HLA-DMB,-2.1600879549192
GPR137B,2.15988980853159
KANK2,-2.1598410717049
H3C1,2.15877065742664
WFS1,-2.15276118471984
IFIT3,-2.15210395072802
IL13,2.1520639984102
TCF7,2.15182229310517
PTPRM,-2.15027955999873
ADGRG1,2.14877203526869
DEFB106A,2.14815140760314
SMAD5,-2.14608850152295
DEFA3,2.14569480983865
GRK4,2.14556024255779
STAC,-2.14482133682194
OR5AK2,2.14335846534985
OR2C1,2.14173321761579
DAD1,-2.14046785608811
CCND3,2.14011404375216
COX6C,-2.14002554897024
DPEP3,-2.13976925777547
NDUFB9,-2.13799340469273
HEXB,-2.13678732785722
FNTA,-2.1365810868776
OR5F1,2.13554834202427
RUVBL1,2.13541707062254
GAPDH,-2.13534673171599
PRDM4,2.13236692185987
PLA2G2D,-2.13098115383675
WAS,2.12922442077179
AP1M1,-2.12890312865101
CASP3,-2.12416176023693
DHRS4L2,-2.12048540975128
NPHS1,2.11850859436069
OR1B1,2.11792598285509
UGDH,-2.11699610424533
SRF,2.11553224447852
H4C13,-2.11417249283955
COX11,-2.10733997972198
PLEKHO2,-2.10600088010578
LYAR,-2.1020726581899
GLRX2,-2.10170973972093
OPHN1,2.10096726249937
BAZ2A,-2.09841046396815
SGSH,2.09729420403469
ALOX5,-2.0939499286062
OR5P2,-2.09274770533803
ZFYVE9,2.0923513800548
C1QC,-2.09231714162226
C8G,-2.09220185195844
PPP1R14A,-2.0921280941779
FLOT2,2.09198144024206
CHRNA5,-2.09088803397324
BTN3A2,2.08797474123053
C1R,-2.08560048495412
GSN,2.08470492049109
MYB,-2.08201210061804
APOA2,-2.0814853464777
OCLN,2.08090498184864
SLC1A5,-2.08083752656703
TNFRSF21,2.07753769813216
ITIH3,-2.07745492845744
OR6B2,2.07284456757664
UPRT,2.07257382032461
MS4A2,-2.07110138421277
MYH3,2.070017312653
LDHD,2.0695993912918
CADM1,2.06926934552359
PITX2,2.06750126071836
GPC1,-2.06681537395214
EPHB4,-2.06678099850053
IDH3B,2.06424575407174
GRB2,-2.06269133846643
ELL2,2.06129097806894
GCNT4,2.06092956367561
MARK3,-2.06044622755362
PPP1CC,-2.06017893620832
PRODH,2.0529460120231
ATP2B2,2.04970980537672
CCT6B,2.04950753033535
ATP6V0D1,-2.04676990973789
ZEB2,-2.04524897418588
ALDH1L1,-2.04329530985157
KPNB1,-2.04311058867573
OR2D2,2.04253984240479
FAM27A,-2.04179577602303
GREM1,2.04112529348168
LRP6,-2.04022650932203
NPHP1,-2.03908228161085
CYP17A1,2.03825728396165
IMMP2L,2.03652711288428
PIGW,-2.03487428322772
ZPBP,2.03398986156174
ASIC2,-2.03280961822226
EIF4H,2.0317882968538
TRIP6,2.03152144130367
ATP5B,-2.02805719719535
GUCY1A1,2.02440120063913
CDHR1,2.02363356988378
NPFFR1,2.02361985801984
KIF18B,2.02320951142899
ALG8,2.02263363393012
RUNX1,2.02067749476055
PSMB7,2.01903074481437
SREBF2,-2.0187298768852
PEX16,-2.01854360234975
NDUFV2,-2.01803171324392
CD1A,2.01803116255934
SNCAIP,2.01557737747878
DEPDC1,2.01306225515758
LBR,-2.01229515880313
OR1S1,2.01125197238298
ARSG,2.00997658133844
HTR1F,2.00968138083933
PPAN,-2.00614794947423
RELN,-2.006080892792
PTGER4,-2.0055402328996
HCRTR2,2.00547660240224
PAX3,-2.0043841041474
NDUFC1,-2.00369121060038
CD8A,2.00295395105233
IFRD1,-2.00226627393784
PDGFC,-2.00188716919022
PRR5,2.00047366940048
OR2T5,-1.99705707724656
CHRNA10,-1.99701057944484
BTNL2,1.99666077648657
ELMO2,1.99556314123523
HPRT1,-1.99503749606776
FRAT2,1.99477404640682
TRIM4,1.99442676894386
PDCD6IP,-1.99411127409804
DOLPP1,-1.99301938874163
COL5A2,1.98995373740194
LCLAT1,-1.98986945869198
EFS,-1.9884372074364
IL18BP,1.98833450592034
FOXO4,-1.98735498624658
LHPP,-1.98712935247202
ARHGAP10,-1.98663737004133
AKT1S1,-1.98483979738019
EHHADH,-1.98242109123694
ASB11,-1.9813486001548
PTGES3,1.9805172559047
VLDLR,-1.97967434652353
FBXO4,1.9796084480456
CD244,1.9794683868247
DHRS9,-1.97888204488471
LIG3,-1.97875788738853
RABGAP1L,1.97785761341138
ZNF365,-1.97763619461296
OR11H6,1.97696083520882
PRKCQ,-1.97521366380449
CENPM,-1.97375763091706
TAF4,-1.97340968359012
LRRC7,-1.97318920416437
C1QB,-1.97269756904664
FBXL19,1.97169581071969
DAPK1,-1.97091147873516
TAF5,-1.96946107048823
XIAP,1.96892340424274
IL18,1.96883896939433
ABLIM2,-1.9683806735492
PAFAH1B2,-1.96816746569042
RCHY1,1.96724381086655
CRYBB1,1.96617733466231
TRO,-1.96525317236226
IL4R,-1.96503871052203
NFE2L1,1.96405557934707
MT-CO3,-1.96339673159478
NBL1,1.9614282867949
IL20RB,1.96014471960885
MYL3,-1.9598865586481
OFD1,1.95890472332427
COLGALT1,-1.95876324157545
CXCR2,-1.95864869690768
B4GAT1,-1.95797171337985
EIF4E3,1.95773256329319
LUC7L3,1.95709123159675
NUMA1,1.95534566500254
LPCAT4,-1.95419565198647
OR2M5,1.95250966968256
UBR7,-1.95194592850332
CCT7,-1.95170431298923
EPAS1,-1.95150973708407
AP4S1,-1.95119377657032
RAB31,-1.94990035628816
GPRC5B,1.9498029481289
ADRB1,-1.94841462968913
SIT1,1.94817195156686
BATF2,-1.94794225719339
ST6GALNAC5,1.94726778230783
NDUFA5,-1.94509573902801
PNPLA4,-1.94399699706374
STAG1,1.94248433990988
TH,-1.94152567439678
RNF182,-1.94138101641578
CIR1,-1.9399340884964
DTNB,-1.93956768134532
APC2,-1.93940125378138
VPS36,1.93677306220418
NPSR1,-1.9297431962105
NDUFA4,-1.9278485170236
PCDHB1,-1.92756742676004
SFRP1,1.92693952810679
RNF111,1.92602826975536
ARPC4,1.92530484356758
TEAD4,-1.92411406858188
HELZ2,1.92289857999951
TAF1C,-1.92256673812293
TAGAP,-1.92113106597597
IDH3G,1.91982032715699
OR10P1,-1.91979538099287
COX8A,-1.91898471115115
JMJD7-PLA2G4B,-1.91688546303608
PRIM1,-1.91037629776801
ADAM17,1.91001790481508
DHRS7,-1.90930948750914
ATP6V1G1,-1.90905685986769
GALNT17,1.90888080828766
KPTN,1.90872841693718
FGF23,-1.90766815932264
CDKAL1,1.90669390963726
OR4P4,-1.90517168592171
FBXL3,-1.90506860002474
GNE,-1.90423292597514
H3C3,1.90258765393128
ULK2,-1.90176692489385
TNFRSF9,1.89931197380517
PABPC4,-1.89888373126936
TRPV1,1.89843869800545
ACTR10,-1.89811772300118
LIG1,1.89774471254126
MLYCD,-1.89709632657186
IFNW1,-1.89682396962796
ACTG1,1.89586313905767
ADORA1,1.89577945884539
CHRM5,-1.89417846968154
TUBB8B,-1.89182294766969
SH2D2A,-1.89143204343084
CDC6,1.89134057929103
BUD31,-1.89125327318345
TOR1B,-1.89040674510443
CR2,-1.88963758856251
HLA-DOA,-1.88919022394037
AP1M2,1.88770443728139
NAPSA,-1.88727448840867
MAFB,-1.88618062011744
CBX8,-1.88588828523731
IL18R1,-1.88481747975655
TSC22D1,-1.8834858139697
CD200,1.88296757000292
MAP1S,1.88202782361998
STAB1,1.88069522278143
KCNIP3,1.87806621910994
HDGF,1.87777227024249
IRF1,1.8771121068395
CA14,1.87631977588001
ESCO2,-1.87579940832096
ADCY1,1.87415391089824
C6,-1.87393582423217
NGFR,1.87136010947576
HTR4,-1.87079603079506
AASS,1.87008134025383
HBB,-1.86799524186916
OR4C16,1.86749781093056
CCDC28A,-1.8672966556783
FBXL7,1.86699651345457
DRD2,-1.86650538172366
OR11H1,1.86440742718482
PSMD3,-1.86383093496643
RASGRF2,1.8635961884354
LARGE1,1.86161144361842
PLA2G4A,-1.86083890224422
NOG,1.86039882520461
ABCC3,1.86006186779349
OR1A1,1.8588812049031
CES2,1.85812952864512
OR2K2,1.85755879540456
LCK,1.85672527305439
BPIFB6,-1.85670478513463
GYS1,-1.85408698039155
HP,1.85298879032238
LSM5,-1.85228367062293
SERPINB12,-1.85115703205219
FOXN3,-1.85061465014197
SHC4,-1.85023153250753
TNFRSF11B,-1.84946919870358
ERP29,1.84898452839995
ARF4,1.84889110892386
H4C14,-1.84831693140374
RCE1,-1.84795034658523
CNTRL,-1.84640934138126
CDH4,-1.84606681081716
IGSF5,-1.84296329005578
CALML6,1.84126115143231
LRAT,-1.8412364156241
TRAV8-4,1.84118344283174
SLC11A1,-1.84075023095156
CA6,1.83940065404161
SRPRB,-1.83659105218046
CPEB2,1.83643707406469
AMOT,-1.83560512210165
OR52A5,-1.83502619538978
OR2A25,-1.83379318599789
RPS6KB1,1.83231444347361
PTCD3,-1.82971220092831
PLN,-1.82892315976481
ADRA2C,-1.82796900801294
ABCB11,1.82732823374679
NUP155,-1.82563330820728
AIFM1,-1.82554565676393
BMI1,1.8228247416453
MAGT1,-1.82250085099721
ASPA,-1.82167451618367
MYH7,1.82153868844144
CDKN2A,1.82094405974912
EMR4P,1.82030067561782
CAB39,1.81927904297077
ATP5MC1P5,-1.81844271282763
PIK3R1,-1.81834807793248
F2R,-1.81774205458147
BDH2,1.81714639379541
HSPH1,1.81665249667525
SLC31A1,1.8166243126352
