geneset,S01,S02,S03,S04,S05,S06,S07,S08,S09,S10,S11,S12,S13,S14,S15,S16,S17,S18,S19,S20,S21,S22,S23,S24
REACTOME_CLEC7A_INFLAMMASOME_PATHWAY,-0.336874104450398,-0.372373066942648,0.263919498320509,-0.412237341892277,-0.352350651772066,0.223158287688487,-0.12047566129157,-0.104605408432096,0.503024618041695,-0.267662912151028,0.417470808342536,0.0367777832756794,-0.0694936957574599,0.198112115785594,-0.45441878455183,0.0110991529047986,-0.251509297271191,-0.301929087828027,0.50722775687834,-0.696276411098535,-0.165372363573034,0.073248055766444,0.657936992486696,0.592400018426078
REACTOME_CROSS_PRESENTATION_OF_PARTICULATE_EXOGENOUS_ANTIGENS_PHAGOSOMES,-0.29208107875977,-0.0940560853402296,-0.147988649107729,0.0185484598629585,-0.323784320953085,-0.184772433105671,0.55371080880909,-0.282493392226775,0.0728891935413675,0.0125106592758064,0.478815563738685,0.528899712974108,-0.175682032605612,0.169090738571549,0.379585829623102,0.290356698278228,-0.140881554649821,0.0404489694905084,-0.596788268371682,-0.215203588182008,-0.183876830726046,-0.125243012771617,0.053017991242335,0.488222125846443
REACTOME_CROSS_PRESENTATION_OF_SOLUBLE_EXOGENOUS_ANTIGENS_ENDOSOMES,-0.0101613628504503,0.142997021466598,0.0642329126124874,-0.143062051613011,-0.075720168127163,0.0353256551562473,0.0924293203619603,-0.210993432098882,-0.127317437597845,0.247912073871644,0.0688424123394644,0.0616847598294297,-0.0891475868703319,0.158400280219292,0.114358837538973,0.0782689625202498,-0.172377813196911,-0.147025619196205,0.0916899396552593,0.124923758940094,-0.156284873862452,0.0754434928750374,-0.181236539236026,0.00248406782580135
REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM,0.0664784775800347,0.091878759088634,0.0735994103722477,0.0555666974201968,0.146113107889085,0.0909929269836607,0.0873793776054211,0.119994674838262,0.0455014417242292,0.122713788565126,0.0901567972250107,0.172430331792394,-0.0782218740125761,-0.0848645852451537,-0.065910951332083,-0.102064920200013,-0.0976098603175712,-0.0848412436673609,-0.122409235798078,-0.14128691052003,-0.155666966150487,-0.146987236141541,-0.0794996840990999,-0.0648515250127821
REACTOME_DDX58_IFIH1_MEDIATED_INDUCTION_OF_INTERFERON_ALPHA_BETA,0.0920398814016619,0.0528434609876626,0.111935193553769,-0.0504720272801548,0.0344925344237563,-0.000536339139682596,0.137662038904107,-0.0263145086567198,-0.058961647631373,0.0663416877880045,0.000746159664188534,0.117021153353287,-0.0823145472652658,-0.203593746998024,-0.0260608878261699,0.0233775096232253,-0.074618371395515,-0.0593083920180955,0.0246012559903083,0.0313835561445194,-0.0889106891510595,0.203215916577069,-0.0213028007097266,-0.120865974602424
REACTOME_DEX_H_BOX_HELICASES_ACTIVATE_TYPE_I_IFN_AND_INFLAMMATORY_CYTOKINES_PRODUCTION,-0.152549618468255,-0.23084481524943,0.411397543975172,-0.111464069869512,-0.316100517366786,0.461303953522048,-0.185874369020537,0.122046736115691,-0.00594271539322838,-0.577816376130736,0.284825186533903,-0.319832266180036,0.548752498239857,-0.329045028139738,0.320168224654327,0.0784363736154674,-0.494060531462888,-0.171707604484539,0.648687803375887,-0.524993711972168,0.312912358016897,0.527598131886468,0.508100503141583,-0.507906499454534
REACTOME_DISEASES_OF_IMMUNE_SYSTEM,-0.167366127178877,-0.267747152748571,0.255159537780642,0.0753976344748942,-0.364722470955723,0.153922228575009,0.0317614165864737,-0.0428345471054514,-0.130608094076437,0.0167036232983336,0.0714431929113503,-0.29772284480092,-0.0945525558586504,-0.0425387819971237,0.194147787914459,0.134857166161187,-0.192444365084932,0.240858573258895,0.0630265283502872,0.0805477901027041,0.0432792164872045,0.287653533325334,-0.034576557461541,0.233839066846911
REACTOME_DOWNSTREAM_SIGNALING_EVENTS_OF_B_CELL_RECEPTOR_BCR,0.163630738218808,0.14742817672202,0.0331182831302215,-0.0479764255035854,-0.110730694548959,0.128012506006279,0.138958727286697,-0.0831614331257944,-0.0887138001588907,0.16802421239521,-0.026570656475368,-0.0581999281505711,-0.0207914657528694,0.169657896417746,0.102453405264014,-0.0281867135626849,-0.18176894491886,-0.125368571998388,0.0255460106482907,0.0566731572335787,-0.121623710245078,0.0449214586041028,-0.2310597917501,-0.000190373036630387
REACTOME_FICOLINS_BIND_TO_REPETITIVE_CARBOHYDRATE_STRUCTURES_ON_THE_TARGET_CELL_SURFACE,0.21760331605216,0.750383250082296,0.709194455350381,0.267271730593444,-0.322826190620632,-0.419933897379455,-0.0564788563516571,-0.164108476197752,-0.0228178196305687,0.0354406503595408,-0.692049150813155,-0.577239654272369,0.259309129941116,-0.0778703368344803,-0.416410034689432,0.0223666299326547,0.0731268977459474,0.162018592297477,0.46833256978108,0.506784911659139,-0.243593822888953,-0.378083848268227,0.0653144995774478,0.140204664097808
REACTOME_IL_6_TYPE_CYTOKINE_RECEPTOR_LIGAND_INTERACTIONS,0.167474545574805,0.18572839258284,-0.0295675990706998,-0.243051666092918,0.219342198455908,-0.112662634221294,-0.138786554769747,0.260372137187981,-0.120677344120517,-0.237583062527552,-0.19701725013363,0.0316440085628589,0.0719235580253504,0.276406808147964,0.400441611734916,0.0828131294738211,-0.285021485357393,0.0842025537148562,0.0507958090957557,-0.114144897336087,0.0989666709144813,-0.34847237124633,0.207880228267697,-0.252701906149461
REACTOME_IMMUNOREGULATORY_INTERACTIONS_BETWEEN_A_LYMPHOID_AND_A_NON_LYMPHOID_CELL,-0.0105435575873862,0.0887205566467894,-0.0199646966495242,0.0490503010988015,0.15248559257871,0.0793658389517233,-0.00739014742171212,0.0178434086241266,0.0173172042209311,-0.0178667110400878,0.164585171157646,0.0437465824861192,-0.0277399985676132,-0.101399057362313,-0.156210442204461,0.0598573515599675,-0.05126499627145,0.00388018356841552,-0.0473780487162859,-0.253017917498043,-0.0319060282519684,-0.063377089968037,-0.0117723861347341,-0.0471518037918762
REACTOME_INFLAMMASOMES,0.267831190334302,-0.306050582435392,-0.0973119379470861,0.413235184641248,0.0275217036105866,-0.19264249424672,0.0335043850715964,0.0319826520695004,0.0481227575418283,-0.387763597556827,0.128553917527811,-0.18958762101836,-0.128021278809533,-0.099141894836702,-0.180190183515388,0.344137718141583,-0.108304209969582,0.274401008271867,0.364800897336075,-0.221427388301963,-0.0867193594636299,-0.067896872216079,0.0590577338385156,-0.0282911969166091
REACTOME_INLA_MEDIATED_ENTRY_OF_LISTERIA_MONOCYTOGENES_INTO_HOST_CELLS,-0.113293934457426,-0.0391098535519131,-0.27189425010495,0.190819406375064,-0.365989810443631,-0.378939512586362,-0.0254861698272738,0.528262502034838,0.290313077079372,-0.322850970966852,-0.0385919385322112,0.152742938713556,0.421572240540573,-0.318057479754276,0.126787309164587,-0.228256815473706,0.416612715431142,-0.0849136369126706,-0.0354357526960069,0.500731100900766,-0.305195269643286,0.0901075009059066,-0.388449791020406,-0.315658592860589
REACTOME_INLB_MEDIATED_ENTRY_OF_LISTERIA_MONOCYTOGENES_INTO_HOST_CELL,-0.0754761653740386,-0.192488430486794,0.042087315953827,0.078430787088879,-0.0161514115150657,-0.465772023296789,0.164438178372101,0.120502963725243,0.317752785261426,0.0190481137223227,-0.094561275312714,0.264100825623447,-0.257464669629943,-0.200310274375282,0.0537766629568432,-0.234352733670774,-0.159335806294349,-0.181621747937431,0.14595047159784,0.14061497237422,0.0289595725012883,-0.0823159676054635,0.275760486307367,0.261866293714858
REACTOME_INNATE_IMMUNE_SYSTEM,-0.0630530338323717,-0.00989390828043679,0.0651361737725236,0.0804889183527119,-0.0405668233905675,-0.0353498607457746,-0.0744708361423788,0.0157227341982512,-0.0508350161978271,0.039519862408356,-0.0183883525102778,-0.0185030753804618,0.010185848053257,0.00513496248248185,-0.020253689545809,0.0747406174712495,-0.0122347353557826,0.0648193928117279,0.0143050908285604,-0.0169681216505951,-0.051230395559277,-0.0327984339199356,-0.0193192007942069,0.0961395493222137
REACTOME_INTERACTIONS_OF_REV_WITH_HOST_CELLULAR_PROTEINS,-0.0121331688506712,-0.16009845307873,0.132304322964522,0.274337269133745,-0.0243186534339934,-0.121560342811028,-0.266532251529397,0.0119992556369566,0.0992107359661972,0.179370421190893,0.00893170193493495,-0.209417768074174,-0.0722738632199694,0.154901756057122,0.0310153010164739,0.254397019999478,-0.0202415368457525,-0.000326233492510181,-0.0084666224083394,0.0710437944027828,-0.341631362576791,0.0966842672636231,0.132869464882909,0.0096587661219884
REACTOME_INTERACTIONS_OF_VPR_WITH_HOST_CELLULAR_PROTEINS,-0.0610102364719293,-0.0321649772381914,0.228268330334355,0.212524551524022,-0.0805718853048415,-0.125595523620781,-0.0947605256892695,-0.061804169498442,0.141244632234702,0.0898984732112101,0.096339087181646,-0.0218182309952744,0.118721092364058,-0.203080747569508,0.0718686461746733,0.175023386662787,0.0260128035007028,0.101890321581122,-0.176992540658275,-0.0647520214125952,-0.375355943839018,0.0571730621931677,0.0563485895237443,-0.0840449708640639
REACTOME_INTERFERON_ALPHA_BETA_SIGNALING,0.178721363816952,0.0947705575134999,0.208862906459315,0.153955983026304,0.321361766827105,0.308797033177962,0.249470208298579,0.113398074962003,-0.0558774685233104,0.2187621640267,0.292505697695599,0.356284065065418,-0.277227608249815,-0.211926787927907,-0.22713689935569,-0.185321884038405,-0.1133869442774,-0.286466288393395,-0.303950442068175,-0.249878373361464,-0.113128000515029,-0.119244445575891,-0.253839862495322,-0.228898153666826
REACTOME_INTERFERON_GAMMA_SIGNALING,0.499423784116256,0.41102552003934,0.433727469445281,0.432765324515337,0.47438591020088,0.536717667435435,0.506798587365913,0.45773491125862,0.470824468587943,0.422789854028352,0.483526699026197,0.512661748859875,-0.512332461175489,-0.424068385299798,-0.441878374703612,-0.481833265123225,-0.408427517942018,-0.447320496816661,-0.497311244762375,-0.554633834582835,-0.44562896002863,-0.435366937868508,-0.457222688185854,-0.553980089512291
REACTOME_INTERFERON_SIGNALING,0.278734201128854,0.182345044751344,0.28257713137826,0.27701776674939,0.229988861822688,0.321165464509255,0.328140668815071,0.23776261136254,0.215931825403801,0.285537732200019,0.268681996001913,0.324245637209093,-0.292601275842772,-0.305514650582117,-0.247526120315076,-0.267357332756175,-0.191912272205175,-0.310631873894933,-0.313958597679772,-0.26904394785789,-0.325409341347952,-0.247469280961601,-0.272034663883786,-0.280849684270608
REACTOME_LISTERIA_MONOCYTOGENES_ENTRY_INTO_HOST_CELLS,-0.17500040050072,-0.261056108941205,-0.0619984570135729,0.194260708875618,-0.0834109465909606,-0.415404029710907,0.136824528996091,0.273059409331756,0.186789876611551,-0.16647669773894,-0.0643855528489212,0.210117403383572,0.0845145920653437,-0.20807425710735,-0.000722913966883593,-0.123464001686939,0.189430211976554,-0.127423472855801,0.101668098706133,0.243384284557173,-0.112110174149686,-0.06966618287373,0.18785479772323,0.143447211467185
REACTOME_MHC_CLASS_II_ANTIGEN_PRESENTATION,-0.0198572387955883,-0.124099107975171,0.0899935267767508,0.145204442230305,-0.123441906148968,0.0154539759704102,0.0973897165342683,0.15807905713579,-0.165932425792847,0.0955230562998085,0.105314472314826,0.057855006718347,-0.256371156659245,0.00863408922619657,-0.0379823365500699,0.00808802260346114,-0.0649704298995457,0.0945028476580088,-0.0655274293965597,0.219080156030484,-0.0924883242856317,-0.160565271405934,0.0134501015031616,0.00105474866390609
REACTOME_MITOTIC_TELOPHASE_CYTOKINESIS,0.240098389604215,0.146713746592332,0.220012788286201,0.158511223633443,0.489094558838076,0.0742745233085839,0.419962548804385,-0.0362940922217535,0.649125984804767,0.270307925525347,-0.536989105450491,0.393068333232054,-0.189164457171927,-0.283912146206157,-0.380933830900753,-0.343242494574782,0.16516038370582,-0.192332426802777,-0.179547707653091,-0.287043904197812,-0.291644816428092,-0.294698897095214,-0.644207976413314,0.11641458677435
REACTOME_MODULATION_BY_MTB_OF_HOST_IMMUNE_SYSTEM,0.264654960271172,0.498690183109049,0.523831395160701,-0.172402837970604,-0.324832098303854,-0.407330991546264,0.160516523497293,0.065013563893762,0.710844213812274,-0.377837515665123,0.112014520177155,0.320090916802677,-0.329165461758329,-0.569599138277624,0.338114229480432,-0.581550711200816,-0.404894763776315,-0.362258634971054,-0.1829444330287,0.632502292996167,0.318092004806781,0.0720344599655017,-0.355947316745924,-0.391715510228889
REACTOME_REGULATION_OF_INNATE_IMMUNE_RESPONSES_TO_CYTOSOLIC_DNA,0.295666028258372,0.268140767032429,0.150698396772523,-0.479454516609343,-0.196213248205404,-0.0556988023189774,0.23677843793051,0.068112654282917,0.250007275903347,0.357619323321135,0.0763001502684359,0.115612002102142,0.038073797532386,-0.300550042135448,0.407327191528262,-0.17836718104391,0.157353656175283,-0.357330232435513,0.0664053342381251,0.0258737786136068,0.0605142289750837,-0.290158785603007,-0.132242855762545,-0.104914230572436
REACTOME_RUNX1_AND_FOXP3_CONTROL_THE_DEVELOPMENT_OF_REGULATORY_T_LYMPHOCYTES_TREGS,0.263942073822192,0.0723522805970689,0.184913114573499,0.338163697665825,0.253475392069506,-0.0203393606429159,0.202781144331026,0.264504613792712,-0.362848624109571,0.130880212616951,0.0828092865323725,0.48779512998139,0.0340915993633248,0.0181346268574731,0.0585456329610735,-0.0604877585842016,-0.527388852007196,0.0216230094395048,0.0188213184511526,-0.516135060358929,-0.101714786760458,-0.0930522698673449,-0.498710489599657,0.218102208918623
REACTOME_RUNX3_REGULATES_IMMUNE_RESPONSE_AND_CELL_MIGRATION,0.72231841729079,-0.135595266843758,-0.0196812364163246,-0.240609122767512,-0.0862709449266959,-0.738259786887786,-0.0670557502712452,-0.562572774236044,-0.298896042519871,0.455745936710184,-0.215872953675958,-0.0168886037117099,0.165759444595893,0.592669815752958,0.028207816820585,0.0851890956233817,-0.466800116818777,0.454691617683365,0.528797950448483,-0.263748319989871,-0.282678949112329,0.369465179865098,-0.185275847995797,0.324812960729014
REACTOME_SIGNALING_BY_THE_B_CELL_RECEPTOR_BCR,-0.00434411385796818,0.0497773378014717,-0.123393650562906,-0.0445673135686825,0.0404328663680774,0.148441268411509,-0.0172520911595768,-0.0693078892380461,-0.0816378653265222,0.0565827438399174,-0.0125710788320499,0.0576496972251611,-0.0274637851426918,0.0657333812719036,-0.0353480195211593,0.0695319910781055,-0.050305706542679,0.0229243303445069,-0.0254010472934076,-0.00733316612165003,-0.0787641387048162,-0.00182252132913718,-0.100966792741553,0.0819258951902362
REACTOME_STING_MEDIATED_INDUCTION_OF_HOST_IMMUNE_RESPONSES,0.0895909395025287,0.299848966206417,-0.00955740037531416,-0.190923053647063,0.00386020494950223,0.433846532878845,-0.0667670969146161,-0.356794264709423,0.305061196465828,0.0193599911740546,0.0409362930311959,0.163010641236489,-0.147266977595313,-0.154996369072849,-0.0350099935525467,0.341037679050815,0.201239878108047,-0.420487313118452,-0.177275382026543,-0.19385837839193,-0.207050178080728,-0.313108720061484,0.129064455740841,0.118350533654654
REACTOME_SUMOYLATION_OF_IMMUNE_RESPONSE_PROTEINS,-0.0937886544972912,0.0246694055360867,0.0350470293389441,-0.138596077060336,-0.371773574915764,0.493908819244671,0.300017263646242,0.305136658298333,-0.523305972895757,-0.469839436948058,-0.427886607425931,0.0599529648075639,-0.280506749889725,0.219676362081004,0.052849876988091,0.494359815102884,-0.278255492284844,0.406271414901311,-0.161513134515727,-0.0160770288609783,0.215698143217803,0.041775551421134,0.0727387714371321,-0.186504903236709
REACTOME_THE_NLRP3_INFLAMMASOME,0.3251656999888,-0.312963682853804,-0.153455611697431,0.484656432107685,-0.18254314603781,-0.240801402755642,0.0878199589588508,-0.174260606861664,0.159403130750398,-0.364267510455002,0.0125952804018973,-0.175205448796373,0.0162992219107406,-0.105018912424481,-0.0670346440292279,0.473109237335227,0.0587480188712346,-0.00144189809439144,0.286247018127286,-0.36895370870685,-0.275800190614975,0.00326184516581585,0.149489398239801,-0.022629624892168
