"cell_type","case_n","control_n","case_mean","control_mean","delta_mean","p_value","p_adj","test_method"
"KEGG_ANTIGEN_PROCESSING_AND_PRESENTATION",12,12,0.0951528716478151,0.0506776562392688,0.0444752154085463,2.95840920420272e-06,3.23684771753944e-05,"wilcox"
"KEGG_APOPTOSIS",12,12,0.0199368815680936,0.00714288944333431,0.0127939921247593,0.218920801906399,0.468037576489542,"wilcox"
"KEGG_ARACHIDONIC_ACID_METABOLISM",12,12,0.0738008780301847,0.119873886571307,-0.0460730085411219,0.0387211388692073,0.126353189994255,"wilcox"
"KEGG_ARGININE_AND_PROLINE_METABOLISM",12,12,-0.0011785465469948,0.000860121502192976,-0.00203866804918778,1,1,"wilcox"
"KEGG_ARRHYTHMOGENIC_RIGHT_VENTRICULAR_CARDIOMYOPATHY_ARVC",12,12,0.0740395478104794,0.0800753174701963,-0.0060357696597169,0.37768531105454,0.621676706691543,"wilcox"
"KEGG_ASCORBATE_AND_ALDARATE_METABOLISM",12,12,0.0102079058387509,0.0875875260083502,-0.0773796201695994,0.218920801906399,0.468037576489542,"wilcox"
"KEGG_ASTHMA",12,12,0.126424986103013,0.0570685734072016,0.0693564126958116,4.95533541703955e-05,0.000384038494820565,"wilcox"
"KEGG_AUTOIMMUNE_THYROID_DISEASE",12,12,0.178023493997206,0.118310288787017,0.0597132052101891,5.17721610735475e-06,5.06822208404202e-05,"wilcox"
"KEGG_AXON_GUIDANCE",12,12,0.0560481352998169,0.0553736575377566,0.000674477762060213,0.842835990231333,0.938727510078011,"wilcox"
"KEGG_B_CELL_RECEPTOR_SIGNALING_PATHWAY",12,12,0.051380230333403,0.044625490875698,0.00675473945770502,0.291342659225281,0.547371056726286,"wilcox"
"KEGG_BASAL_CELL_CARCINOMA",12,12,0.0477302768301954,0.0450018479853876,0.00272842884480776,0.755284828242158,0.872565081074791,"wilcox"
"KEGG_BASAL_TRANSCRIPTION_FACTORS",12,12,0.147483023761643,0.132724664793996,0.0147583589676469,0.127687899662593,0.325341771743046,"wilcox"
"KEGG_BASE_EXCISION_REPAIR",12,12,0.0558523040869445,0.0556719506562917,0.000180353430652772,0.977402191293698,0.982685446381772,"wilcox"
"KEGG_BETA_ALANINE_METABOLISM",12,12,-0.00144916034744691,0.0498981672667688,-0.0513473276142157,0.291342659225281,0.547371056726286,"wilcox"
"KEGG_BIOSYNTHESIS_OF_UNSATURATED_FATTY_ACIDS",12,12,0.0974735251321673,0.114964849119215,-0.0174913239870477,0.670659532955939,0.872565081074791,"wilcox"
"KEGG_BLADDER_CANCER",12,12,0.125197763920019,0.0712935349756766,0.0539042289443424,2.21880690315204e-05,0.000187590038175581,"wilcox"
"KEGG_BUTANOATE_METABOLISM",12,12,0.0382510077849264,0.076735614360577,-0.0384846065756506,0.159973019308058,0.376645336598718,"wilcox"
"KEGG_CALCIUM_SIGNALING_PATHWAY",12,12,0.0633673397043955,0.0573194632147982,0.00604787648959727,0.409510398068751,0.629495322651137,"wilcox"
"KEGG_CARDIAC_MUSCLE_CONTRACTION",12,12,0.0192332920302316,0.0978180835959477,-0.078584791565716,2.95840920420272e-06,3.23684771753944e-05,"wilcox"
"KEGG_CELL_ADHESION_MOLECULES_CAMS",12,12,0.13568431132037,0.109654553333685,0.0260297579866847,7.39602301050679e-07,1.37566027995426e-05,"wilcox"
"KEGG_CELL_CYCLE",12,12,0.292793258502785,0.102994324194778,0.189798934308007,7.39602301050679e-07,1.37566027995426e-05,"wilcox"
"KEGG_CHEMOKINE_SIGNALING_PATHWAY",12,12,0.0680013599081467,0.0669216783569627,0.001079681551184,0.755284828242158,0.872565081074791,"wilcox"
"KEGG_CHRONIC_MYELOID_LEUKEMIA",12,12,0.113785745770432,0.0478533531939783,0.0659323925764537,5.17721610735475e-06,5.06822208404202e-05,"wilcox"
"KEGG_CIRCADIAN_RHYTHM_MAMMAL",12,12,0.10248820759143,0.0765450265749543,0.0259431810164757,0.0332414254207228,0.114498243115823,"wilcox"
"KEGG_CITRATE_CYCLE_TCA_CYCLE",12,12,0.00464567659232186,0.0115050221450591,-0.00685934555273728,0.670659532955939,0.872565081074791,"wilcox"
"KEGG_COLORECTAL_CANCER",12,12,0.115026508544839,0.0805942681033134,0.0344322404415256,0.00111458066768337,0.00628218194512447,"wilcox"
"KEGG_COMPLEMENT_AND_COAGULATION_CASCADES",12,12,0.000364158205730777,0.0892067597746957,-0.0888426015689649,0.143167775823584,0.355056084042489,"wilcox"
"KEGG_CYSTEINE_AND_METHIONINE_METABOLISM",12,12,-0.0188313364845578,-0.000709723172642899,-0.0181216133119149,0.755284828242158,0.872565081074791,"wilcox"
"KEGG_CYTOKINE_CYTOKINE_RECEPTOR_INTERACTION",12,12,0.0895397206232686,0.0795934897518665,0.00994623087140212,0.0284206976224744,0.103651956034907,"wilcox"
"KEGG_CYTOSOLIC_DNA_SENSING_PATHWAY",12,12,0.040025397416126,0.0371080249025391,0.00291737251358689,0.712535075639127,0.872565081074791,"wilcox"
"KEGG_DILATED_CARDIOMYOPATHY",12,12,0.0978943657387195,0.0945379435335037,0.00335642220521586,0.932300503373326,0.982685446381772,"wilcox"
"KEGG_DNA_REPLICATION",12,12,0.177682335576317,0.155282872056224,0.0223994635200926,0.0120939768267807,0.0489017323865481,"wilcox"
"KEGG_DORSO_VENTRAL_AXIS_FORMATION",12,12,0.167583293593581,0.144025439744392,0.0235578538491884,0.0596570612050488,0.181905137444903,"wilcox"
"KEGG_DRUG_METABOLISM_CYTOCHROME_P450",12,12,0.0142102768918941,0.0591741111943319,-0.0449638343024378,0.755284828242158,0.872565081074791,"wilcox"
"KEGG_DRUG_METABOLISM_OTHER_ENZYMES",12,12,0.0255686297562828,0.0631981314030278,-0.0376295016467449,0.409510398068751,0.629495322651137,"wilcox"
"KEGG_ECM_RECEPTOR_INTERACTION",12,12,0.0802634898280053,0.0798545478407967,0.000408941987208644,0.977402191293698,0.982685446381772,"wilcox"
"KEGG_ENDOCYTOSIS",12,12,0.10843670295866,0.101401724010862,0.00703497894779803,0.347357918699957,0.603818438113943,"wilcox"
"KEGG_ENDOMETRIAL_CANCER",12,12,0.0242450934149706,0.00738550383613215,0.0168595895788384,0.291342659225281,0.547371056726286,"wilcox"
"KEGG_EPITHELIAL_CELL_SIGNALING_IN_HELICOBACTER_PYLORI_INFECTION",12,12,-0.0136209826589735,0.0452435029753959,-0.0588644856343694,0.000144222448704882,0.000993532424411412,"wilcox"
"KEGG_ERBB_SIGNALING_PATHWAY",12,12,0.095633340665137,0.0760417097810197,0.0195916308841173,0.0387211388692073,0.126353189994255,"wilcox"
"KEGG_ETHER_LIPID_METABOLISM",12,12,0.152328080648072,0.227244208253068,-0.0749161276049956,0.127687899662593,0.325341771743046,"wilcox"
"KEGG_FATTY_ACID_METABOLISM",12,12,-0.0414627104068798,0.0231821226879222,-0.064644833094802,0.020489202546007,0.0777753402766795,"wilcox"
"KEGG_FC_EPSILON_RI_SIGNALING_PATHWAY",12,12,0.122690483098915,0.13594247393915,-0.0132519908402357,0.409510398068751,0.629495322651137,"wilcox"
"KEGG_FC_GAMMA_R_MEDIATED_PHAGOCYTOSIS",12,12,0.065125163178999,0.0578846184931731,0.00724054468582585,0.589875732021377,0.812717675229453,"wilcox"
"KEGG_FOCAL_ADHESION",12,12,0.0638365503888878,0.0559209704114081,0.00791557997747964,0.37768531105454,0.621676706691543,"wilcox"
"KEGG_FOLATE_BIOSYNTHESIS",12,12,-0.028144865074761,-0.0554329322164372,0.0272880671416762,0.0780243447493414,0.223269663436577,"wilcox"
"KEGG_FRUCTOSE_AND_MANNOSE_METABOLISM",12,12,0.0419436454161155,0.0582353901616992,-0.0162917447455837,0.977402191293698,0.982685446381772,"wilcox"
"KEGG_GALACTOSE_METABOLISM",12,12,0.117141666230793,0.164562668995588,-0.0474210027647949,0.178182027959925,0.404168990250562,"wilcox"
"KEGG_GAP_JUNCTION",12,12,0.0634560140255361,0.0493255715002511,0.0141304425252851,0.159973019308058,0.376645336598718,"wilcox"
"KEGG_GLIOMA",12,12,0.0763216337898867,0.0172708377065148,0.0590507960833719,0.000144222448704882,0.000993532424411412,"wilcox"
"KEGG_GLUTATHIONE_METABOLISM",12,12,0.037668701855269,0.0331058343244243,0.00456286753084467,0.977402191293698,0.982685446381772,"wilcox"
"KEGG_GLYCEROLIPID_METABOLISM",12,12,0.0291769654440847,0.0848610299406136,-0.0556840644965289,0.409510398068751,0.629495322651137,"wilcox"
"KEGG_GLYCEROPHOSPHOLIPID_METABOLISM",12,12,0.0670968815044192,0.110778220990842,-0.0436813394864232,0.218920801906399,0.468037576489542,"wilcox"
"KEGG_GLYCINE_SERINE_AND_THREONINE_METABOLISM",12,12,0.0444225095609202,0.0348324289134901,0.00959008064743013,0.798745338656498,0.905894103598223,"wilcox"
"KEGG_GLYCOLYSIS_GLUCONEOGENESIS",12,12,0.0139934787376281,0.0495707165530701,-0.035577237815442,0.318585170382182,0.580949428343979,"wilcox"
"KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_CHONDROITIN_SULFATE",12,12,-0.0740162074363148,-0.051195804151007,-0.0228204032853078,0.178182027959925,0.404168990250562,"wilcox"
"KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_HEPARAN_SULFATE",12,12,0.012549561739965,0.0275988825778685,-0.0150493208379035,0.26566958415121,0.53133916830242,"wilcox"
"KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_KERATAN_SULFATE",12,12,-0.00529413618354527,-0.00155878215275866,-0.00373535403078661,0.798745338656498,0.905894103598223,"wilcox"
"KEGG_GLYCOSAMINOGLYCAN_DEGRADATION",12,12,0.0361105838836356,0.0531232989214839,-0.0170127150378483,0.197808114620606,0.4380036823742,"wilcox"
"KEGG_GLYCOSPHINGOLIPID_BIOSYNTHESIS_GANGLIO_SERIES",12,12,0.0293490192692281,0.0364616220532423,-0.00711260278401417,0.755284828242158,0.872565081074791,"wilcox"
"KEGG_GLYCOSPHINGOLIPID_BIOSYNTHESIS_GLOBO_SERIES",12,12,0.0222699053043896,0.0460375491442218,-0.0237676438398322,0.159973019308058,0.376645336598718,"wilcox"
"KEGG_GLYCOSPHINGOLIPID_BIOSYNTHESIS_LACTO_AND_NEOLACTO_SERIES",12,12,0.126463355755153,0.154584145275376,-0.028120789520223,0.020489202546007,0.0777753402766795,"wilcox"
"KEGG_GLYCOSYLPHOSPHATIDYLINOSITOL_GPI_ANCHOR_BIOSYNTHESIS",12,12,0.075842754259079,0.0882759212868647,-0.0124331670277857,0.409510398068751,0.629495322651137,"wilcox"
"KEGG_GLYOXYLATE_AND_DICARBOXYLATE_METABOLISM",12,12,0.15338431013648,0.157508576206175,-0.00412426606969482,0.88738593483512,0.965226806311885,"wilcox"
"KEGG_GNRH_SIGNALING_PATHWAY",12,12,0.0802608450070033,0.0766618970450676,0.00359894796193568,0.977402191293698,0.982685446381772,"wilcox"
"KEGG_GRAFT_VERSUS_HOST_DISEASE",12,12,0.166082966883727,0.0880102740902754,0.0780726927934516,2.95840920420272e-06,3.23684771753944e-05,"wilcox"
"KEGG_HEDGEHOG_SIGNALING_PATHWAY",12,12,0.0882052352647452,0.0900713564061649,-0.00186612114141971,0.798745338656498,0.905894103598223,"wilcox"
"KEGG_HEMATOPOIETIC_CELL_LINEAGE",12,12,0.119646539037873,0.0912145334074922,0.028432005630381,4.95533541703955e-05,0.000384038494820565,"wilcox"
"KEGG_HISTIDINE_METABOLISM",12,12,0.0102943092975301,0.0295820755807789,-0.0192877662832488,0.551167166391288,0.7708052101412,"wilcox"
"KEGG_HOMOLOGOUS_RECOMBINATION",12,12,0.079954811308177,0.0732940633572932,0.00666074795088377,0.409510398068751,0.629495322651137,"wilcox"
"KEGG_HUNTINGTONS_DISEASE",12,12,0.0255479597150341,0.10356808451436,-0.0780201247993255,7.39602301050679e-07,1.37566027995426e-05,"wilcox"
"KEGG_HYPERTROPHIC_CARDIOMYOPATHY_HCM",12,12,0.092232830241416,0.0865949117923271,0.00563791844908888,0.589875732021377,0.812717675229453,"wilcox"
"KEGG_INOSITOL_PHOSPHATE_METABOLISM",12,12,-0.0332849206453385,-0.0599628997522624,0.0266779791069238,0.712535075639127,0.872565081074791,"wilcox"
"KEGG_INSULIN_SIGNALING_PATHWAY",12,12,0.083755969256605,0.0844584761334706,-0.000702506876865586,0.977402191293698,0.982685446381772,"wilcox"
"KEGG_INTESTINAL_IMMUNE_NETWORK_FOR_IGA_PRODUCTION",12,12,0.128762356347793,0.103326371654896,0.0254359846928968,0.0284206976224744,0.103651956034907,"wilcox"
"KEGG_JAK_STAT_SIGNALING_PATHWAY",12,12,0.107967173112733,0.0889242906854595,0.0190428824272734,0.00451305324101124,0.0209856975707023,"wilcox"
"KEGG_LEISHMANIA_INFECTION",12,12,0.140165053035074,0.0826945373366881,0.057470515698386,7.39602301050679e-07,1.37566027995426e-05,"wilcox"
"KEGG_LEUKOCYTE_TRANSENDOTHELIAL_MIGRATION",12,12,0.0526421716317933,0.0518412513055468,0.000800920326246492,0.88738593483512,0.965226806311885,"wilcox"
"KEGG_LIMONENE_AND_PINENE_DEGRADATION",12,12,0.00948893440972124,0.0934552093883555,-0.0839662749786343,0.0887337860685552,0.250067942556837,"wilcox"
"KEGG_LINOLEIC_ACID_METABOLISM",12,12,0.0660773097407278,0.136375622279216,-0.0702983125384877,0.0518646113611789,0.16350538496914,"wilcox"
"KEGG_LONG_TERM_DEPRESSION",12,12,0.0596831389284871,0.07598967820341,-0.0163065392749229,0.197808114620606,0.4380036823742,"wilcox"
"KEGG_LONG_TERM_POTENTIATION",12,12,0.0844523670498951,0.0470020347606692,0.0374503322892259,0.00555959049699795,0.0240484612195725,"wilcox"
"KEGG_LYSINE_DEGRADATION",12,12,0.0183922122683333,0.0293164127175067,-0.0109242004491734,0.513722581093694,0.740716279716489,"wilcox"
"KEGG_LYSOSOME",12,12,0.0185217949555227,0.0326927758953987,-0.014170980939876,0.00143260965713517,0.00761329703506116,"wilcox"
"KEGG_MAPK_SIGNALING_PATHWAY",12,12,0.0885534534475278,0.0865851175687053,0.00196833587882252,0.670659532955939,0.872565081074791,"wilcox"
"KEGG_MATURITY_ONSET_DIABETES_OF_THE_YOUNG",12,12,-0.0344871590582739,-0.0179081341493996,-0.0165790249088744,0.291342659225281,0.547371056726286,"wilcox"
"KEGG_MELANOGENESIS",12,12,0.0834474304364233,0.0588111653554672,0.0246362650809562,0.0683614406861143,0.205084322058343,"wilcox"
"KEGG_MELANOMA",12,12,0.0933409002870016,0.060784238901487,0.0325566613855146,0.00291403306613968,0.0142634250079468,"wilcox"
"KEGG_METABOLISM_OF_XENOBIOTICS_BY_CYTOCHROME_P450",12,12,0.013321077949208,0.0569921745157148,-0.0436710965665068,0.629725504001988,0.854955793754524,"wilcox"
"KEGG_MISMATCH_REPAIR",12,12,0.0617193689140991,0.0683211267877792,-0.00660175787368014,0.318585170382182,0.580949428343979,"wilcox"
"KEGG_MTOR_SIGNALING_PATHWAY",12,12,0.0712896588992729,0.0552569583313963,0.0160327005678766,0.143167775823584,0.355056084042489,"wilcox"
"KEGG_N_GLYCAN_BIOSYNTHESIS",12,12,0.0143069323874369,0.0223918949169673,-0.00808496252953038,0.37768531105454,0.621676706691543,"wilcox"
"KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY",12,12,0.0637582622956305,0.0366618392031002,0.0270964230925303,0.00451305324101124,0.0209856975707023,"wilcox"
"KEGG_NEUROACTIVE_LIGAND_RECEPTOR_INTERACTION",12,12,0.0258015725505176,0.0360318569278805,-0.0102302843773629,0.0332414254207228,0.114498243115823,"wilcox"
"KEGG_NEUROTROPHIN_SIGNALING_PATHWAY",12,12,0.0825915168225604,0.0540181931770753,0.0285733236454851,0.00231643440689073,0.011644778369775,"wilcox"
"KEGG_NICOTINATE_AND_NICOTINAMIDE_METABOLISM",12,12,0.0925458483789982,0.0930923366084311,-0.000546488229432901,0.755284828242158,0.872565081074791,"wilcox"
"KEGG_NITROGEN_METABOLISM",12,12,0.101479499185378,0.111803640091523,-0.010324140906145,0.712535075639127,0.872565081074791,"wilcox"
"KEGG_NOD_LIKE_RECEPTOR_SIGNALING_PATHWAY",12,12,0.13889732553471,0.111635526527325,0.0272617990073857,0.0120939768267807,0.0489017323865481,"wilcox"
"KEGG_NON_HOMOLOGOUS_END_JOINING",12,12,0.184619667706209,0.174277256253764,0.0103424114524457,0.712535075639127,0.872565081074791,"wilcox"
"KEGG_NON_SMALL_CELL_LUNG_CANCER",12,12,0.038745656687112,-0.00168409057965532,0.0404297472667673,0.0120939768267807,0.0489017323865481,"wilcox"
"KEGG_NOTCH_SIGNALING_PATHWAY",12,12,0.018172483640999,0.00200957563412701,0.016162908006872,0.0387211388692073,0.126353189994255,"wilcox"
"KEGG_NUCLEOTIDE_EXCISION_REPAIR",12,12,0.0974103177313196,0.0999247994998746,-0.00251448176855497,0.442833179742589,0.66965017424489,"wilcox"
"KEGG_O_GLYCAN_BIOSYNTHESIS",12,12,-0.0536560613064307,-0.0624635080924944,0.00880744678606374,0.670659532955939,0.872565081074791,"wilcox"
"KEGG_OLFACTORY_TRANSDUCTION",12,12,0.039518688260926,0.0343379274477679,0.00518076081315816,0.159973019308058,0.376645336598718,"wilcox"
"KEGG_ONE_CARBON_POOL_BY_FOLATE",12,12,0.0765319623138124,0.0836727602135136,-0.00714079789970114,0.629725504001988,0.854955793754524,"wilcox"
"KEGG_OOCYTE_MEIOSIS",12,12,0.14278647879238,0.0522877234210649,0.0904987553713152,7.39602301050679e-07,1.37566027995426e-05,"wilcox"
"KEGG_OTHER_GLYCAN_DEGRADATION",12,12,0.0586016156352737,0.0705301091701737,-0.0119284935349,0.755284828242158,0.872565081074791,"wilcox"
"KEGG_OXIDATIVE_PHOSPHORYLATION",12,12,-0.0499298631204724,0.124181509868741,-0.174111372989213,7.39602301050679e-07,1.37566027995426e-05,"wilcox"
"KEGG_P53_SIGNALING_PATHWAY",12,12,0.14422881891513,0.0793020039107811,0.0649268150043487,8.87522761260815e-06,7.86091588545293e-05,"wilcox"
"KEGG_PANCREATIC_CANCER",12,12,0.112313496484904,0.0522488900132555,0.0600646064716484,7.39602301050679e-07,1.37566027995426e-05,"wilcox"
"KEGG_PANTOTHENATE_AND_COA_BIOSYNTHESIS",12,12,0.021152493971697,0.0401423054426344,-0.0189898114709373,0.26566958415121,0.53133916830242,"wilcox"
"KEGG_PARKINSONS_DISEASE",12,12,-0.0329793730161687,0.101811981430876,-0.134791354447044,7.39602301050679e-07,1.37566027995426e-05,"wilcox"
"KEGG_PATHOGENIC_ESCHERICHIA_COLI_INFECTION",12,12,0.0950866797379803,0.0834520811016793,0.0116345986363009,0.127687899662593,0.325341771743046,"wilcox"
"KEGG_PATHWAYS_IN_CANCER",12,12,0.0806442489679839,0.0588275657662409,0.021816683201743,0.000274392453689802,0.00170123321287677,"wilcox"
"KEGG_PENTOSE_AND_GLUCURONATE_INTERCONVERSIONS",12,12,0.0823688939638889,0.133433785287742,-0.0510648913238534,0.477575258232143,0.704992047866497,"wilcox"
"KEGG_PENTOSE_PHOSPHATE_PATHWAY",12,12,0.0223960795243479,0.0266489494338667,-0.00425286990951884,0.977402191293698,0.982685446381772,"wilcox"
"KEGG_PEROXISOME",12,12,0.039451221459846,0.0424014095284201,-0.00295018806857408,0.88738593483512,0.965226806311885,"wilcox"
"KEGG_PHENYLALANINE_METABOLISM",12,12,0.100549519014447,0.0978974325895639,0.00265208642488297,0.755284828242158,0.872565081074791,"wilcox"
"KEGG_PHOSPHATIDYLINOSITOL_SIGNALING_SYSTEM",12,12,-0.00871294346826045,-0.0164178233713864,0.00770487990312591,0.977402191293698,0.982685446381772,"wilcox"
"KEGG_PORPHYRIN_AND_CHLOROPHYLL_METABOLISM",12,12,0.0774678673717269,0.107489365611449,-0.0300214982397218,0.477575258232143,0.704992047866497,"wilcox"
"KEGG_PPAR_SIGNALING_PATHWAY",12,12,0.0391280722948108,0.0453586299056344,-0.00623055761082358,0.712535075639127,0.872565081074791,"wilcox"
"KEGG_PRIMARY_BILE_ACID_BIOSYNTHESIS",12,12,0.106576775005734,0.0801381930900309,0.0264385819157032,0.409510398068751,0.629495322651137,"wilcox"
"KEGG_PRIMARY_IMMUNODEFICIENCY",12,12,0.0673298343275334,0.0307782454656292,0.0365515888619041,0.000274392453689802,0.00170123321287677,"wilcox"
"KEGG_PRION_DISEASES",12,12,0.114827666335966,0.117476416304813,-0.00264874996884677,0.551167166391288,0.7708052101412,"wilcox"
"KEGG_PROGESTERONE_MEDIATED_OOCYTE_MATURATION",12,12,0.147834898083749,0.0874397023849626,0.0603951956987864,8.87522761260815e-06,7.86091588545293e-05,"wilcox"
"KEGG_PROPANOATE_METABOLISM",12,12,-0.0761907157744752,-0.00502173913055019,-0.071168976643925,0.347357918699957,0.603818438113943,"wilcox"
"KEGG_PROSTATE_CANCER",12,12,0.093489312825672,0.0544132893023971,0.0390760235232749,0.000371280355127441,0.00222768213076465,"wilcox"
"KEGG_PROTEASOME",12,12,0.127103785027185,0.135550262625408,-0.00844647759822298,0.347357918699957,0.603818438113943,"wilcox"
"KEGG_PROTEIN_EXPORT",12,12,0.0458880285000881,0.0443218693999825,0.00156615910010557,0.977402191293698,0.982685446381772,"wilcox"
"KEGG_PROXIMAL_TUBULE_BICARBONATE_RECLAMATION",12,12,0.0600467937725607,0.0781138280470983,-0.0180670342745375,0.37768531105454,0.621676706691543,"wilcox"
"KEGG_PURINE_METABOLISM",12,12,0.00216761359861952,0.010552404343803,-0.00838479074518346,0.291342659225281,0.547371056726286,"wilcox"
"KEGG_PYRIMIDINE_METABOLISM",12,12,0.0311753986096072,0.0393324656072557,-0.00815706699764846,0.442833179742589,0.66965017424489,"wilcox"
"KEGG_PYRUVATE_METABOLISM",12,12,0.055198917563989,0.0392191563734732,0.0159797611905159,0.977402191293698,0.982685446381772,"wilcox"
"KEGG_REGULATION_OF_ACTIN_CYTOSKELETON",12,12,0.0740891500459634,0.0755442590656735,-0.00145510901971004,0.88738593483512,0.965226806311885,"wilcox"
"KEGG_REGULATION_OF_AUTOPHAGY",12,12,0.0661879320254727,0.0580621162772624,0.00812581574821034,0.37768531105454,0.621676706691543,"wilcox"
"KEGG_RENAL_CELL_CARCINOMA",12,12,0.121258343687405,0.0959046463866997,0.0253536973007055,0.00555959049699795,0.0240484612195725,"wilcox"
"KEGG_RENIN_ANGIOTENSIN_SYSTEM",12,12,0.0663520109526303,0.0455138957118463,0.020838115240784,0.241523787828809,0.493664005891851,"wilcox"
"KEGG_RETINOL_METABOLISM",12,12,-0.0363529640417416,0.0542293536677261,-0.0905823177094677,0.241523787828809,0.493664005891851,"wilcox"
"KEGG_RIBOFLAVIN_METABOLISM",12,12,0.0309392809541116,0.0211723212745737,0.00976695967953783,0.291342659225281,0.547371056726286,"wilcox"
"KEGG_RIBOSOME",12,12,0.105248168696827,0.114396177837929,-0.00914800914110282,0.842835990231333,0.938727510078011,"wilcox"
"KEGG_RIG_I_LIKE_RECEPTOR_SIGNALING_PATHWAY",12,12,0.0802301260387984,0.0670054079927152,0.0132247180460832,0.100530442770314,0.270995106598237,"wilcox"
"KEGG_RNA_DEGRADATION",12,12,-0.00795451783470187,-0.0160382637034913,0.00808374586878941,0.977402191293698,0.982685446381772,"wilcox"
"KEGG_RNA_POLYMERASE",12,12,-0.0212297764662373,-0.00259278584728961,-0.0186369906189477,0.409510398068751,0.629495322651137,"wilcox"
"KEGG_SELENOAMINO_ACID_METABOLISM",12,12,0.0435322902126102,0.0574086400916324,-0.0138763498790222,0.551167166391288,0.7708052101412,"wilcox"
"KEGG_SMALL_CELL_LUNG_CANCER",12,12,0.0358355862745838,-0.00451659676911353,0.0403521830436973,0.00143260965713517,0.00761329703506116,"wilcox"
"KEGG_SNARE_INTERACTIONS_IN_VESICULAR_TRANSPORT",12,12,0.145909544885184,0.123565848697099,0.0223436961880851,0.712535075639127,0.872565081074791,"wilcox"
"KEGG_SPHINGOLIPID_METABOLISM",12,12,0.0067414444702347,0.0148145598770298,-0.00807311540679509,0.513722581093694,0.740716279716489,"wilcox"
"KEGG_SPLICEOSOME",12,12,0.0676289900670991,0.0727451437050023,-0.00511615363790315,0.755284828242158,0.872565081074791,"wilcox"
"KEGG_STARCH_AND_SUCROSE_METABOLISM",12,12,0.0514844252623665,0.105830739390702,-0.0543463141283353,0.0780243447493414,0.223269663436577,"wilcox"
"KEGG_STEROID_BIOSYNTHESIS",12,12,0.00446698160381961,0.022527708475889,-0.0180607268720694,0.100530442770314,0.270995106598237,"wilcox"
"KEGG_STEROID_HORMONE_BIOSYNTHESIS",12,12,0.0216591497319868,0.047443077736726,-0.0257839280047392,0.513722581093694,0.740716279716489,"wilcox"
"KEGG_SULFUR_METABOLISM",12,12,0.0613379245368315,0.0825978801163859,-0.0212599555795543,0.241523787828809,0.493664005891851,"wilcox"
"KEGG_SYSTEMIC_LUPUS_ERYTHEMATOSUS",12,12,0.0571138360432941,0.0495862140343325,0.00752762200896158,0.318585170382182,0.580949428343979,"wilcox"
"KEGG_T_CELL_RECEPTOR_SIGNALING_PATHWAY",12,12,0.0462482224092456,0.0270149661116033,0.0192332562976423,0.0518646113611789,0.16350538496914,"wilcox"
"KEGG_TASTE_TRANSDUCTION",12,12,0.0237823034589628,0.0291339699880456,-0.00535166652908282,0.977402191293698,0.982685446381772,"wilcox"
"KEGG_TAURINE_AND_HYPOTAURINE_METABOLISM",12,12,0.137334631835064,0.157939962866803,-0.0206053310317387,0.712535075639127,0.872565081074791,"wilcox"
