"cell_type","S01","S02","S03","S04","S05","S06","S07","S08","S09","S10","S11","S12","S13","S14","S15","S16","S17","S18","S19","S20","S21","S22","S23","S24"
"KEGG_AMINOACYL_TRNA_BIOSYNTHESIS",-0.0326352094054305,0.147518876922825,0.110136762038274,-0.0288000685766042,-0.13033881612596,0.216703758757672,0.103291460789832,-0.0742522550883161,0.149163726424742,0.208992320055927,0.377918538788297,0.169640442966403,0.206894437642696,0.0515589905136841,0.394818477454568,0.212906489678317,0.0437077556608369,-0.209704430644589,0.280648653021512,-0.120142656273687,0.134672913160379,0.192446303773147,-0.370767370601699,-0.13293958856223
"KEGG_AMYOTROPHIC_LATERAL_SCLEROSIS_ALS",0.0395602585102036,0.0739345693668613,0.0176144484321128,0.0547716579681799,0.0395092005693,0.0229136452795911,0.0117090759084898,0.0673549206264765,0.0268734037275153,0.0406806939939696,0.0344439209764633,0.0565571951663066,0.026578270221927,0.0302350894485959,0.0073506949025359,0.0508851566130046,0.0163683105174093,0.0137285269912853,0.00957284356660778,-0.0095925004132348,0.0345395209514234,0.00365831988578437,0.0438189442169658,0.038083985654389
"KEGG_ANTIGEN_PROCESSING_AND_PRESENTATION",0.11315575084914,0.0806652400172834,0.107845700146243,0.0977595024783455,0.095480931203957,0.0656261315299883,0.0977886475614079,0.117066919205294,0.0994495616984468,0.084960598153824,0.0882614027608146,0.0937740741690363,0.0499976814431487,0.0359376875747321,0.0694072886790531,0.0609752407998699,0.00205377465273313,0.0748474635647221,0.0441059905879067,0.0612796495949126,0.0415050495407479,0.0518791286585049,0.0647058722393691,0.0514370475355249
"KEGG_APOPTOSIS",0.00650418947582289,0.0251116401297498,0.0168839344053463,-0.013070574335157,-0.0298422838923472,0.0304442490016163,0.0276192435935919,0.0599802346205141,0.0279041024929392,0.0350383676796694,0.0217107497459643,0.0309587258994128,0.00714375829882402,0.0258747542037142,-0.00907909782359632,0.0132692622718931,0.0130599316217806,-0.00889367385224504,-0.0116877632160171,0.0369906721232937,0.0361251234190431,-0.020576636592549,0.023250580099572,-0.0197622372337016
"KEGG_ARACHIDONIC_ACID_METABOLISM",0.129740347789158,0.0353790377436249,0.1226628508333,0.0501035308317465,0.0635992699319935,0.0750963703883242,0.123024173496569,0.0188543222603403,0.0145544351237525,0.102801710601533,0.0707436824761758,0.0790508048856982,0.20211395982271,0.0469368345349134,0.052938979131982,0.0838492284243693,0.196996820590993,0.129599851794172,0.103325362633939,0.0802483715991764,0.148464959194519,0.178395931180588,0.117739293950203,0.0978770459981141
"KEGG_ARGININE_AND_PROLINE_METABOLISM",0.0176430338453508,-0.0117505668661963,-0.0255715573024827,0.0340212683922365,0.00147564756288837,-0.00383089340197168,0.031459157393439,-0.0427719803610777,0.00394030779623279,-0.0323341579640758,0.0591186749684504,-0.0455414926267314,-0.0478132389929809,0.00134728540931184,0.0280025942208154,-0.0735746474908771,-0.0200906386634708,-0.00811958805449651,0.0797107874550028,0.045680020514786,0.0690725894985832,-0.00509991034901155,-0.0663287449829116,0.00753494946156478
"KEGG_ARRHYTHMOGENIC_RIGHT_VENTRICULAR_CARDIOMYOPATHY_ARVC",0.0574986244159112,0.0420385966827128,0.0649029701236275,0.0627868450766718,0.0728194003308525,0.118903297504279,0.0363421354389333,0.0698726790065029,0.0808150407358898,0.0740939152627551,0.104479489717911,0.103921579429705,0.0579184403770085,0.0914744884813993,0.0759798459854992,0.0722286767095816,0.0777614571479316,0.0868026687925963,0.0656169632965063,0.0953368044928975,0.0821563050496315,0.118782100405723,0.0748490928416445,0.0619969660619356
"KEGG_ASCORBATE_AND_ALDARATE_METABOLISM",0.318721708648227,0.205945613549486,-0.0386427429004398,-0.158681680903509,-0.164518587519402,0.114095591009194,0.175349120606491,-0.103375264903118,-0.159761199789532,0.12581000110726,-0.0206873777182326,-0.171760311121414,0.179804328163619,-0.296123223480464,0.366140289818673,-0.144797707334754,0.0600166642415246,0.189634318502477,0.0407419594292479,0.00128377157140429,0.0130060678709932,0.0855996303702438,0.327765533907367,0.227978679039871
"KEGG_ASTHMA",0.109704227460049,0.0879006533364395,0.144682580388424,0.162692140609012,0.138727472061527,0.135484007966074,0.138884277880753,0.121506266709646,0.136971946056731,0.0710096699689882,0.123263103912086,0.14627348688643,0.0180770866529191,0.0325840320571084,0.0733902140181954,0.0617774435535887,0.00404897118214451,0.0851695459907793,0.0685781075514138,0.0910095059807762,0.0165542306185857,0.0897905804022617,0.0944470416096147,0.0493961212690315
"KEGG_AUTOIMMUNE_THYROID_DISEASE",0.191300565655581,0.154718903019765,0.169326492934274,0.188448724523632,0.169406408796207,0.165745929433168,0.202729700104065,0.182374311154659,0.176385359062519,0.152785813564352,0.200954745927477,0.182104973790777,0.112801856482539,0.0938129050550922,0.10607861372071,0.118668846790628,0.0719000898156652,0.128157171130588,0.111532876121779,0.140283027620862,0.117037470750164,0.16650529208915,0.139335008133864,0.113610307733165
"KEGG_AXON_GUIDANCE",0.0862976137746589,0.0628364644034295,0.0380137340363338,0.0596192441741674,0.0729561809769015,0.0496426717054312,0.0421532378743629,0.0602161937557658,0.0492617604990736,0.0528149082153842,0.0424678857105272,0.0562977284717663,0.0533850048865356,0.0708781829303959,0.0381191249838681,0.068895810471599,0.0552587241762523,0.0675461023996736,0.0434241777693804,0.0497325612656217,0.0513574953289714,0.0642641778414841,0.0605892108568021,0.0410333175424957
"KEGG_B_CELL_RECEPTOR_SIGNALING_PATHWAY",0.0664493305776691,0.0396331039824792,0.0286240304321005,0.042956117800331,0.0350938041700164,0.0550151354343201,0.0361238906341338,0.104818558513234,0.0717597110143996,0.0456123593111854,0.0382779942986645,0.0521987278323028,0.072587521463673,0.0971349113283724,0.0111080508076084,0.0489180118892936,0.0398953583048051,0.0350337819577666,0.0234142378651478,0.0291766648044759,0.07590534819994,0.0295260902037978,0.0353026708240937,0.037503242859402
"KEGG_BASAL_CELL_CARCINOMA",0.0459099609631405,0.0274045228286773,0.0679063490428649,0.0396971304684372,0.035506905213088,0.0560501429099588,0.0304562375444963,0.0833395418897424,0.069472946575018,0.0134442861869605,0.0430713521562154,0.0605039461837448,0.0193669779869286,0.0669498766659809,0.0487143085834962,0.0230628165897403,0.0602952555923997,0.0574592710490262,0.0561657749329137,0.033307096232604,0.058454594789823,0.0341414515850731,0.0506230155637791,0.0314817362528864
"KEGG_BASAL_TRANSCRIPTION_FACTORS",0.0738427423737895,0.145946366039175,0.182354532206917,0.104345583614659,0.149934996650148,0.111004189484575,0.166616957644146,0.176720962138862,0.16911094208462,0.136118989135213,0.182941864047864,0.170858159719745,0.128235866932287,0.145681040617494,0.112146647006129,0.137785303042145,0.13192941941218,0.134540780210042,0.146302878237075,0.103481654177773,0.132922759050549,0.206572814996401,0.0957504836767646,0.117346330169111
"KEGG_BASE_EXCISION_REPAIR",0.0398391429555191,0.0625577081840651,0.0243436259742593,0.0732310248071703,0.0827165314647551,0.0432716100549859,0.0399686855191756,0.0785770338907231,0.0537538517846022,0.0274925850314784,0.0565266458931761,0.0879492034834237,0.0617136827355292,0.041640125735188,0.0948694348112295,0.0863980258801863,0.0375675891090762,0.0362654009209184,0.0834244375555956,0.0372110844565242,0.0336022889644511,0.0645656106206513,0.0441307460158975,0.0466749810702536
"KEGG_BETA_ALANINE_METABOLISM",0.023517589135053,-0.0580777387549105,-0.0775893014529423,0.0380488655863922,0.0468461357921422,-0.0451639853182814,-0.05409125873513,0.112309080823397,-0.0352886058199155,0.0418575768065655,-0.0310581624698097,0.0212998802380761,-0.0516618714583861,0.00642445903165136,0.0838140467011466,0.016199591903664,0.0214010482295648,-0.0799000211708618,0.129875195906116,0.22368457887311,0.133297507615777,-0.00902401264408379,-0.0433744521986639,0.168041936412191
"KEGG_BIOSYNTHESIS_OF_UNSATURATED_FATTY_ACIDS",0.0978116952891573,0.0728829687196311,0.104699262994266,0.0970314690242913,0.135454847476842,0.0299986986298482,-0.00194615879062986,0.107748985055385,0.10543787801982,0.137883823385565,0.140296592898986,0.142382238882847,0.120028962523817,0.192612411567462,0.0818041934574373,0.0820756180670039,0.124507094618186,0.0971519723212894,0.0785715733238021,0.109203490258081,0.169072451264487,0.0807822257932928,0.107629907736954,0.136138288498767
"KEGG_BLADDER_CANCER",0.140816082028041,0.110943808713224,0.105092915065541,0.14431327059443,0.13746837411141,0.111166036779676,0.112979830733203,0.168075554163797,0.12439577508881,0.110534699270332,0.110399765658405,0.126187054833359,0.113284175778933,0.0831828996228846,0.0438300004857258,0.0683327294287977,0.0693073019657237,0.0845429851885864,0.0965272704409756,0.0553384645005459,0.0670971034666252,0.0392608783470377,0.0881371060400502,0.0466815044422332
"KEGG_BUTANOATE_METABOLISM",0.0681885463434103,0.0414743876149782,0.0385367329091807,0.0483236093107623,0.115491323010381,0.0292819183630485,-0.0366454515181858,0.0127592923593266,0.00601397905127891,0.0586089511422813,0.0472530235443828,0.029725781288272,0.0344838973158968,0.0220064071649443,0.0932421416634002,0.0453511896359535,0.112360654106363,-0.0229068656252236,0.127024767465682,0.185023111393356,0.0984596787811385,0.03355701428861,0.0465182077109083,0.145707168425896
"KEGG_CALCIUM_SIGNALING_PATHWAY",0.066337334349992,0.054350024510732,0.0715258542127688,0.0574830210777202,0.0480184473922908,0.0574443180677443,0.0513596714043739,0.0837537762849868,0.0712347715032724,0.0690172517714906,0.075290409141721,0.0545931967356529,0.078287585003898,0.0922313961461889,0.0381288685262107,0.0691820455825234,0.0370006130203347,0.0588776835538856,0.041395616944274,0.0620316176860719,0.0698414304084884,0.0446550061954665,0.0606042752741903,0.0355974202360461
"KEGG_CARDIAC_MUSCLE_CONTRACTION",-0.00612049966574747,0.00905223302984207,0.0319172794717769,-0.0133068283653356,0.0261472723271533,0.0349705238637839,0.0101197620998555,-0.00947274350746302,0.0494273982078027,-0.0023385929497153,0.0441173713735222,0.0562863284773042,0.0801994179836177,0.107738836424804,0.0955795137805691,0.0779374417876157,0.100808836184006,0.131788563925094,0.0456427583489678,0.10383401278399,0.106220628946214,0.103919235809379,0.114088577789747,0.106059179387368
"KEGG_CELL_ADHESION_MOLECULES_CAMS",0.144984921216379,0.118282074189547,0.126629080814449,0.140259955910095,0.142242875027938,0.138572334072971,0.122024831340588,0.161562060580697,0.142129250258592,0.121416818636873,0.133422462720818,0.136685071075492,0.106582953825718,0.114657155142527,0.0872215414933468,0.112855806199484,0.0970971526823948,0.112981805177011,0.114538445654392,0.110316029813473,0.112435252273869,0.115624480709714,0.116851302870975,0.114692714161319
"KEGG_CELL_CYCLE",0.27140919339087,0.280381664738314,0.314807354576173,0.301983675559378,0.310235882285148,0.288236176703115,0.302769755641327,0.288039595303002,0.292250501822617,0.298881664499832,0.276829653968441,0.287693983545208,0.102317840026741,0.105952535424119,0.104467856493817,0.105614483529636,0.100691448859247,0.0789902376903306,0.107847023705633,0.0917189419192213,0.119487986057824,0.0960036173454802,0.11025496894772,0.112584950337567
"KEGG_CHEMOKINE_SIGNALING_PATHWAY",0.083472793589428,0.0410097352041725,0.0775674855007362,0.0381603341858512,0.0678076144771999,0.0580430828235516,0.0759039263831477,0.0861730018687626,0.0562947763668209,0.073603330711318,0.0841096014469853,0.0738706363397868,0.0725869874083784,0.0963588594572943,0.0425930542127994,0.0583252459385395,0.0508830051977658,0.0594256434246183,0.0660799605195057,0.0563870964806431,0.0911229970356962,0.0664942792581489,0.0928893186975943,0.0499136926525692
"KEGG_CHRONIC_MYELOID_LEUKEMIA",0.118932317472264,0.0946517919642436,0.135709293754447,0.103593234468354,0.115396801355177,0.111600650691917,0.0836769272251567,0.156134110373239,0.10402764937679,0.115898756134792,0.0999373280368167,0.125870088391986,0.0941242270960205,0.0447073738924795,0.0446517798761951,0.0398378079415638,0.0435133007723963,0.0230536531865928,0.0494793411615319,0.0271124156676057,0.096699972729234,0.0312182876763038,0.0297712401088502,0.0500708382189662
"KEGG_CIRCADIAN_RHYTHM_MAMMAL",0.122116943381073,0.139174120026941,0.108957998937879,0.070670246220065,0.0596619142655817,0.172340645299244,0.0798139586962421,0.0965821357438651,0.126333582109357,0.11402762937562,0.0734770434829004,0.0667022735583908,0.0765712111275154,0.0550660262153793,0.0539287410798154,0.0579749536402002,0.145767040865771,0.0728954331377101,0.0704616457216598,0.0564658238800753,0.0584545298705264,0.0777343209541431,0.106045551429205,0.0871750409774498
"KEGG_CITRATE_CYCLE_TCA_CYCLE",0.0588147193547137,-0.0236610155984786,-0.0321011335885703,0.00346281067107706,0.0314596135016677,-0.0046531320465564,0.00701452262071731,-0.0320072901045504,-0.0038674158632486,-0.00760220667200923,0.0621377844059103,-0.00324913757281027,-0.0497902471557751,0.0172788661883387,0.00944547318198607,-0.0553033752281198,0.0752655945840702,-0.0737897518096288,0.0121545080994686,0.0932742471007809,-0.0170486515745122,-0.0119390016209162,0.0604079546505196,0.0781046493244978
"KEGG_COLORECTAL_CANCER",0.129601958207506,0.0764622938275367,0.126638167864095,0.0930153304195086,0.10284699777194,0.0878408802982189,0.0986028872020682,0.159445126343144,0.140225610575296,0.133479133739767,0.0877828641318665,0.144376852157122,0.0928272420883128,0.0917503804266134,0.0652883140646852,0.0774995731651664,0.0653417766155693,0.0692105891571386,0.0909551530526779,0.0621029970845057,0.123099668641248,0.0770340917942328,0.0851252149137611,0.0668962162358503
"KEGG_COMPLEMENT_AND_COAGULATION_CASCADES",-0.0617514794038371,-0.0105134845759334,0.1611608483082,0.28160173699873,-0.05230029002831,-0.0641315548755726,-0.149146444421184,0.0808620684264153,0.0438308943215128,0.211429248286349,-0.16154170616454,-0.27512993840306,0.146736549201891,-0.0502357148388421,-0.0075312872245672,0.199636858737306,0.074540989951294,0.0704007046148383,0.287397153697802,0.194867358835809,0.0818717763083588,-0.190788693174478,0.0238343493750415,0.239751071811895
"KEGG_CYSTEINE_AND_METHIONINE_METABOLISM",0.00662900199353929,-0.0721305200549014,0.181973505374719,-0.264095780238787,0.292567339257061,0.0368016253295039,0.164591004894365,-0.186257508350147,-0.17936860411917,-0.241035083329962,0.30012168471747,-0.265772703288385,-0.0478295533686913,-0.0292182584755853,0.00736750485649442,-0.511269807552044,0.128964251274341,0.0325157883373142,0.230842737600564,0.299542109155883,-0.0256079330265632,0.0183413088929283,-0.388326548692194,0.276161722925837
"KEGG_CYTOKINE_CYTOKINE_RECEPTOR_INTERACTION",0.0830564228752951,0.0871263317802851,0.0914403595592271,0.0955258603006586,0.0958901566549594,0.0763856379782866,0.098257929991172,0.08730385654629,0.0948749179833589,0.0929109010148161,0.0800233892105546,0.0916808835843201,0.0607952565752781,0.0821571912412022,0.0930877901401075,0.0804523378170039,0.0767449032715639,0.0916914871329998,0.0791097467962596,0.0625478321501119,0.0756216651087494,0.0714255217927099,0.10292296655047,0.0785651784459426
"KEGG_CYTOSOLIC_DNA_SENSING_PATHWAY",0.0683045343498186,0.0510675247096501,0.0536561737496023,0.047950075547961,0.00566526846502563,0.0158030927610613,0.0697111834834824,0.0101995711837067,0.0386053501415207,0.0317980867552225,0.064496124952467,0.0230477828939938,-0.00672868740105559,0.031772877611164,0.0461296113759567,0.0623780386402285,0.0387858530188089,0.0538054648331125,0.0166760356609603,0.0472437229287163,0.0473929336801717,0.0428340583337728,0.0511278352521751,0.0138785548964583
"KEGG_DILATED_CARDIOMYOPATHY",0.0643969056568291,0.0594515856280279,0.0866487983329821,0.0811940522108815,0.0919816247792391,0.114459978618539,0.105813143636809,0.0932735797787502,0.0868730639672241,0.120127762773888,0.146640876756785,0.12387101672468,0.0520769972058135,0.133044338231375,0.0868096320168575,0.101693623205982,0.0740979124988403,0.0969072010568589,0.0831335876221336,0.125396474903667,0.0948346052858565,0.105886106173107,0.121959849392232,0.0586149948093203
"KEGG_DNA_REPLICATION",0.153619997734996,0.156590397029835,0.160473295699743,0.194860954823489,0.215847716146531,0.20401631080357,0.157059771079233,0.184426384717971,0.163930608994591,0.190200256766514,0.156048619989056,0.195113713130276,0.129145169908977,0.156110823914406,0.156064241701044,0.165949385921732,0.150834353118793,0.139387295650384,0.140874501669428,0.178779079823256,0.179447155858662,0.156341956294682,0.163582484537427,0.146878016275904
"KEGG_DORSO_VENTRAL_AXIS_FORMATION",0.181549399218812,0.145613344683859,0.181822684366368,0.162518178468331,0.212890709266018,0.185876233703586,0.153613824743281,0.194562400784082,0.20525515500489,0.131261672491242,0.146979537338469,0.109056383054031,0.106696988055655,0.196243184505993,0.131246803268438,0.142895396161816,0.0973037039398936,0.158029216220187,0.122731719595195,0.19686078547129,0.141893686690508,0.149231909010129,0.141125518524564,0.14404636548904
"KEGG_DRUG_METABOLISM_CYTOCHROME_P450",0.341411441358359,0.292401148141607,-0.0295652650087798,-0.0938561859021968,-0.260381738974595,0.173467436263347,0.161240519128569,-0.0842850363825468,-0.172492040175825,0.169948345767356,-0.0738608664249361,-0.25350443508763,0.104744315216368,-0.0964220103941615,0.32158327639772,-0.162039570038197,-0.00192639037234676,0.236924479286732,-0.0992747119072182,-0.172670582052579,-0.0410805705220256,0.161014880285061,0.296263097026971,0.162973121405658
"KEGG_DRUG_METABOLISM_OTHER_ENZYMES",0.196519612395704,0.161683094182021,-0.00943521840396129,-0.10074411319989,-0.121826137589829,0.110365247090533,0.166225906871287,-0.0436867647246763,-0.0826632544389144,0.0965221272283946,-0.00999884952311853,-0.0561380928121556,0.112964982528732,-0.115623548167607,0.215966424280464,-0.0550827674589551,0.0643081772237009,0.176879744570324,-0.0236555650099641,-0.0372911295500483,-0.0263096778608635,0.0600850351675121,0.230634484988845,0.155501416124193
"KEGG_ECM_RECEPTOR_INTERACTION",0.0644303567601192,0.0852023950372419,0.0849450610143537,0.0831093399151632,0.0810464770030728,0.0523044763486693,0.0909655279758712,0.0694772256579566,0.0719289222063283,0.116429980900276,0.079006566664119,0.0843155484528926,0.0978497404648213,0.104672782086075,0.0756593163669417,0.0595783217841657,0.0644835007346283,0.0855563955885143,0.0803126106151065,0.0683453314190427,0.0877582619208405,0.0798599125324204,0.0883469968410473,0.0658314037359562
"KEGG_ENDOCYTOSIS",0.0917566854590401,0.0907748120151535,0.121886737454614,0.110126297658566,0.108872116373818,0.0941477119494997,0.103907797927224,0.130475394377375,0.11537017410679,0.105796548185814,0.129446757444467,0.0986794025515583,0.108703872462919,0.117761952909843,0.0823178577299394,0.115328407123646,0.0899926786351046,0.0909047890733543,0.112183978738582,0.10029388727034,0.104724816667257,0.106141698845405,0.113823621284399,0.0746431273895531
"KEGG_ENDOMETRIAL_CANCER",0.0442438773139046,-0.019049591180175,0.0228188162266393,-0.012064533752752,0.0152368388747194,0.0207503168278726,-0.0196123102687163,0.0973724384071954,0.0502102813143856,0.0329158462665849,-0.0190407515248818,0.0771598924748701,0.0453475216285045,0.0222110951917606,-0.0197827062507637,0.00102387149434242,0.000604944377275815,0.00518872897530754,-0.0119181647793042,0.0012331124326619,0.0773844343895897,0.00700951088992741,-0.0157860147875003,-0.023890287528216
"KEGG_EPITHELIAL_CELL_SIGNALING_IN_HELICOBACTER_PYLORI_INFECTION",0.00816601376114274,-0.0212603985058416,-0.0309252879005656,-0.038781436776403,-0.00441948508458645,-0.0452482547213385,0.0202963370668237,0.0542441966717563,-0.0135168674882296,-0.0312366412055891,-0.0393176507977247,-0.0214523169271268,0.00808563329348164,0.0711319376911698,0.0151560078789061,0.0403309636400734,0.0509285354733458,0.0518300531914421,0.0826573360564027,0.0243457894019105,0.0482725272361327,0.0312672785569706,0.0619115903421935,0.0570043829427217
"KEGG_ERBB_SIGNALING_PATHWAY",0.117261163467401,0.0844586878620282,0.0665437875629469,0.0729990710691503,0.0979528044124208,0.0912474977753277,0.0764704195631247,0.144064763249967,0.104594641082613,0.0966459719990573,0.0803774633711103,0.114983816566496,0.109291477857074,0.0807326449803521,0.040644271920402,0.0903776514437945,0.0773405693176752,0.0473205754374698,0.0687013675249468,0.0640907599003424,0.116868850669078,0.0711331904744332,0.0764674263711092,0.0695317314755594
"KEGG_ETHER_LIPID_METABOLISM",0.123724181727966,0.105616539649347,0.273895850781023,0.2902401168287,0.236218087956134,0.0834112022634611,0.111715109993044,0.163755101613975,0.0949300200368338,0.0488540295747066,0.0546352117427086,0.240941515608966,0.488730192447957,-0.0757024782589798,-0.100369845348593,0.273423372005549,0.379189742762259,0.164517961313138,0.381697634264758,0.283651456606282,0.297440797221848,0.352638246238413,0.0290848845232716,0.252628535260912
"KEGG_FATTY_ACID_METABOLISM",0.0797943209844081,-0.00110562690795319,-0.129739073041337,-0.0324686398839948,-0.0068018200517278,-0.0711480777022515,-0.030368021243773,-0.09216713914753,-0.171932277499384,0.0238865073321823,0.00275811278084163,-0.0682607905020381,0.0458377111181435,-0.0290579833669301,0.0326729655146544,-0.0445479635669295,0.0144486194609033,-0.0151519343629267,0.0277090317972555,0.0619553879634671,-0.00303089695968994,-0.00183506817573751,0.0638827402782999,0.125302862554556
"KEGG_FC_EPSILON_RI_SIGNALING_PATHWAY",0.145778822262108,0.0805350600878439,0.129360328343562,0.138676430382712,0.136481623563117,0.102171672484528,0.10124948657638,0.156315175916958,0.134188651232667,0.104449967489308,0.0766588772812122,0.16641970156658,0.222588780567878,0.092836636566988,0.0379542042752015,0.150651584981879,0.142904379954804,0.131830139675891,0.164202291153639,0.148989299636369,0.185154128722109,0.154498238982485,0.0756506967651705,0.124049305987392
"KEGG_FC_GAMMA_R_MEDIATED_PHAGOCYTOSIS",0.106477574503822,0.0270147206513404,0.0593822751490702,0.0560478176766874,0.0682367293901052,0.0567504125656147,0.0423130645565115,0.132201415630779,0.0755260361352874,0.0504170914725228,0.0370918533865748,0.0700429670296712,0.136591181363419,0.0444287870706407,-0.0247594297380639,0.0566981664890026,0.0303116773657403,0.0306096082142388,0.106393681804712,0.0611613488855136,0.0878320329876208,0.105710893020606,0.0130188665280503,0.0466186079265974
"KEGG_FOCAL_ADHESION",0.0657439008133045,0.066416391919812,0.049671455352904,0.0458274857826768,0.0616717190224598,0.0516282658221609,0.0563366031923545,0.0888538158781209,0.0544589508881094,0.0882838876391362,0.0510447169745139,0.0861014113811002,0.0631549236818436,0.0905936625784975,0.0264383219273216,0.0432753996401129,0.0487218604705089,0.0587151895578389,0.0554032849326581,0.0414209708867526,0.0704314436701055,0.063143868098626,0.0758833078754713,0.0338694116171604
"KEGG_FOLATE_BIOSYNTHESIS",-0.0564925956807867,-0.00457648337488778,-0.025540848624278,0.000816456662980809,-0.000670087057474459,-0.0470832176909,0.0103252465369135,-0.0876245138054044,0.00204785705233104,-0.0449925180571021,-0.0435844518032147,-0.0403632250553092,-0.0851171354898539,-0.0959809060597273,0.00867735144778085,-0.010782592842237,-0.0999387831269055,0.0178143348255154,-0.107056363403865,-0.058784127585386,-0.0494583938454699,-0.0311775219037365,-0.0597676233746888,-0.0936234252386728
