"cell_type","sample","ssgsea_score","group","cell_type_label","immunity_class"
"KEGG_ACUTE_MYELOID_LEUKEMIA","S02",0.0708662119042516,"Case","KEGG_ACUTE_MYELOID_LEUKEMIA",NA
"KEGG_ACUTE_MYELOID_LEUKEMIA","S03",0.113385351390475,"Case","KEGG_ACUTE_MYELOID_LEUKEMIA",NA
"KEGG_ACUTE_MYELOID_LEUKEMIA","S04",0.0538944906611504,"Case","KEGG_ACUTE_MYELOID_LEUKEMIA",NA
"KEGG_ACUTE_MYELOID_LEUKEMIA","S05",0.114750636024969,"Case","KEGG_ACUTE_MYELOID_LEUKEMIA",NA
"KEGG_ACUTE_MYELOID_LEUKEMIA","S06",0.116688911766366,"Case","KEGG_ACUTE_MYELOID_LEUKEMIA",NA
"KEGG_ACUTE_MYELOID_LEUKEMIA","S07",0.0933519131477032,"Case","KEGG_ACUTE_MYELOID_LEUKEMIA",NA
"KEGG_ACUTE_MYELOID_LEUKEMIA","S08",0.145404147825013,"Case","KEGG_ACUTE_MYELOID_LEUKEMIA",NA
"KEGG_ACUTE_MYELOID_LEUKEMIA","S09",0.101136179716754,"Case","KEGG_ACUTE_MYELOID_LEUKEMIA",NA
"KEGG_ACUTE_MYELOID_LEUKEMIA","S10",0.0871067940683236,"Case","KEGG_ACUTE_MYELOID_LEUKEMIA",NA
"KEGG_ACUTE_MYELOID_LEUKEMIA","S11",0.0804820593359599,"Case","KEGG_ACUTE_MYELOID_LEUKEMIA",NA
"KEGG_ACUTE_MYELOID_LEUKEMIA","S12",0.107110310673828,"Case","KEGG_ACUTE_MYELOID_LEUKEMIA",NA
"KEGG_ACUTE_MYELOID_LEUKEMIA","S13",0.115833039943687,"Control","KEGG_ACUTE_MYELOID_LEUKEMIA",NA
"KEGG_ACUTE_MYELOID_LEUKEMIA","S14",0.0668293035912835,"Control","KEGG_ACUTE_MYELOID_LEUKEMIA",NA
"KEGG_ACUTE_MYELOID_LEUKEMIA","S15",0.0344136504235551,"Control","KEGG_ACUTE_MYELOID_LEUKEMIA",NA
"KEGG_ACUTE_MYELOID_LEUKEMIA","S16",0.0663018085091984,"Control","KEGG_ACUTE_MYELOID_LEUKEMIA",NA
"KEGG_ACUTE_MYELOID_LEUKEMIA","S17",0.0734680690062649,"Control","KEGG_ACUTE_MYELOID_LEUKEMIA",NA
"KEGG_ACUTE_MYELOID_LEUKEMIA","S18",0.0658860068015455,"Control","KEGG_ACUTE_MYELOID_LEUKEMIA",NA
"KEGG_ACUTE_MYELOID_LEUKEMIA","S19",0.0443090120796682,"Control","KEGG_ACUTE_MYELOID_LEUKEMIA",NA
"KEGG_ACUTE_MYELOID_LEUKEMIA","S20",0.0971324915098777,"Control","KEGG_ACUTE_MYELOID_LEUKEMIA",NA
"KEGG_ACUTE_MYELOID_LEUKEMIA","S21",0.106368976161153,"Control","KEGG_ACUTE_MYELOID_LEUKEMIA",NA
"KEGG_ACUTE_MYELOID_LEUKEMIA","S22",0.0534565088316854,"Control","KEGG_ACUTE_MYELOID_LEUKEMIA",NA
"KEGG_ACUTE_MYELOID_LEUKEMIA","S23",0.0640832325466118,"Control","KEGG_ACUTE_MYELOID_LEUKEMIA",NA
"KEGG_ACUTE_MYELOID_LEUKEMIA","S24",0.076706382855985,"Control","KEGG_ACUTE_MYELOID_LEUKEMIA",NA
"KEGG_ADHERENS_JUNCTION","S01",0.12276116468699,"Case","KEGG_ADHERENS_JUNCTION",NA
"KEGG_ADHERENS_JUNCTION","S02",0.0986164960578129,"Case","KEGG_ADHERENS_JUNCTION",NA
"KEGG_ADHERENS_JUNCTION","S03",0.11019943359652,"Case","KEGG_ADHERENS_JUNCTION",NA
"KEGG_ADHERENS_JUNCTION","S04",0.0982333450487349,"Case","KEGG_ADHERENS_JUNCTION",NA
"KEGG_ADHERENS_JUNCTION","S05",0.119754197371062,"Case","KEGG_ADHERENS_JUNCTION",NA
"KEGG_ADHERENS_JUNCTION","S06",0.118662921405729,"Case","KEGG_ADHERENS_JUNCTION",NA
"KEGG_ADHERENS_JUNCTION","S07",0.0971840516515306,"Case","KEGG_ADHERENS_JUNCTION",NA
"KEGG_ADHERENS_JUNCTION","S08",0.148481450909423,"Case","KEGG_ADHERENS_JUNCTION",NA
"KEGG_ADHERENS_JUNCTION","S09",0.076712900310983,"Case","KEGG_ADHERENS_JUNCTION",NA
"KEGG_ADHERENS_JUNCTION","S10",0.111427361248189,"Case","KEGG_ADHERENS_JUNCTION",NA
"KEGG_ADHERENS_JUNCTION","S11",0.115964026220736,"Case","KEGG_ADHERENS_JUNCTION",NA
"KEGG_ADHERENS_JUNCTION","S12",0.11993715621334,"Case","KEGG_ADHERENS_JUNCTION",NA
"KEGG_ADHERENS_JUNCTION","S13",0.0511373874930238,"Control","KEGG_ADHERENS_JUNCTION",NA
"KEGG_ADHERENS_JUNCTION","S14",0.134021787419096,"Control","KEGG_ADHERENS_JUNCTION",NA
"KEGG_ADHERENS_JUNCTION","S15",0.0581249675646384,"Control","KEGG_ADHERENS_JUNCTION",NA
"KEGG_ADHERENS_JUNCTION","S16",0.0926466453985043,"Control","KEGG_ADHERENS_JUNCTION",NA
"KEGG_ADHERENS_JUNCTION","S17",0.0716328238617777,"Control","KEGG_ADHERENS_JUNCTION",NA
"KEGG_ADHERENS_JUNCTION","S18",0.0809738967940995,"Control","KEGG_ADHERENS_JUNCTION",NA
"KEGG_ADHERENS_JUNCTION","S19",0.0842310205307511,"Control","KEGG_ADHERENS_JUNCTION",NA
"KEGG_ADHERENS_JUNCTION","S20",0.0945365743958461,"Control","KEGG_ADHERENS_JUNCTION",NA
"KEGG_ADHERENS_JUNCTION","S21",0.0399098966243614,"Control","KEGG_ADHERENS_JUNCTION",NA
"KEGG_ADHERENS_JUNCTION","S22",0.0819440728470243,"Control","KEGG_ADHERENS_JUNCTION",NA
"KEGG_ADHERENS_JUNCTION","S23",0.102327004136976,"Control","KEGG_ADHERENS_JUNCTION",NA
"KEGG_ADHERENS_JUNCTION","S24",0.0913219404222358,"Control","KEGG_ADHERENS_JUNCTION",NA
"KEGG_ADIPOCYTOKINE_SIGNALING_PATHWAY","S01",0.0258087159662842,"Case","KEGG_ADIPOCYTOKINE_SIGNALING_PATHWAY",NA
"KEGG_ADIPOCYTOKINE_SIGNALING_PATHWAY","S02",0.0238972405749984,"Case","KEGG_ADIPOCYTOKINE_SIGNALING_PATHWAY",NA
"KEGG_ADIPOCYTOKINE_SIGNALING_PATHWAY","S03",0.0331372080808577,"Case","KEGG_ADIPOCYTOKINE_SIGNALING_PATHWAY",NA
"KEGG_ADIPOCYTOKINE_SIGNALING_PATHWAY","S04",0.054724219394856,"Case","KEGG_ADIPOCYTOKINE_SIGNALING_PATHWAY",NA
"KEGG_ADIPOCYTOKINE_SIGNALING_PATHWAY","S05",0.0608701376536003,"Case","KEGG_ADIPOCYTOKINE_SIGNALING_PATHWAY",NA
"KEGG_ADIPOCYTOKINE_SIGNALING_PATHWAY","S06",0.00183796085474012,"Case","KEGG_ADIPOCYTOKINE_SIGNALING_PATHWAY",NA
"KEGG_ADIPOCYTOKINE_SIGNALING_PATHWAY","S07",0.0396165443623326,"Case","KEGG_ADIPOCYTOKINE_SIGNALING_PATHWAY",NA
"KEGG_ADIPOCYTOKINE_SIGNALING_PATHWAY","S08",0.0168601469123726,"Case","KEGG_ADIPOCYTOKINE_SIGNALING_PATHWAY",NA
"KEGG_ADIPOCYTOKINE_SIGNALING_PATHWAY","S09",-0.0198317070266177,"Case","KEGG_ADIPOCYTOKINE_SIGNALING_PATHWAY",NA
"KEGG_ADIPOCYTOKINE_SIGNALING_PATHWAY","S10",0.00546371315277201,"Case","KEGG_ADIPOCYTOKINE_SIGNALING_PATHWAY",NA
"KEGG_ADIPOCYTOKINE_SIGNALING_PATHWAY","S11",0.0372050211933252,"Case","KEGG_ADIPOCYTOKINE_SIGNALING_PATHWAY",NA
"KEGG_ADIPOCYTOKINE_SIGNALING_PATHWAY","S12",0.0567042125369498,"Case","KEGG_ADIPOCYTOKINE_SIGNALING_PATHWAY",NA
"KEGG_ADIPOCYTOKINE_SIGNALING_PATHWAY","S13",0.0107180763470091,"Control","KEGG_ADIPOCYTOKINE_SIGNALING_PATHWAY",NA
"KEGG_ADIPOCYTOKINE_SIGNALING_PATHWAY","S14",0.0767811283576046,"Control","KEGG_ADIPOCYTOKINE_SIGNALING_PATHWAY",NA
"KEGG_ADIPOCYTOKINE_SIGNALING_PATHWAY","S15",0.0136627657471883,"Control","KEGG_ADIPOCYTOKINE_SIGNALING_PATHWAY",NA
"KEGG_ADIPOCYTOKINE_SIGNALING_PATHWAY","S16",0.0374005986825227,"Control","KEGG_ADIPOCYTOKINE_SIGNALING_PATHWAY",NA
"KEGG_ADIPOCYTOKINE_SIGNALING_PATHWAY","S17",0.00471497861617681,"Control","KEGG_ADIPOCYTOKINE_SIGNALING_PATHWAY",NA
"KEGG_ADIPOCYTOKINE_SIGNALING_PATHWAY","S18",0.032120229174563,"Control","KEGG_ADIPOCYTOKINE_SIGNALING_PATHWAY",NA
"KEGG_ADIPOCYTOKINE_SIGNALING_PATHWAY","S19",0.0466533105525854,"Control","KEGG_ADIPOCYTOKINE_SIGNALING_PATHWAY",NA
"KEGG_ADIPOCYTOKINE_SIGNALING_PATHWAY","S20",0.0219068855047661,"Control","KEGG_ADIPOCYTOKINE_SIGNALING_PATHWAY",NA
"KEGG_ADIPOCYTOKINE_SIGNALING_PATHWAY","S21",0.016339641050744,"Control","KEGG_ADIPOCYTOKINE_SIGNALING_PATHWAY",NA
"KEGG_ADIPOCYTOKINE_SIGNALING_PATHWAY","S22",0.0278835209176683,"Control","KEGG_ADIPOCYTOKINE_SIGNALING_PATHWAY",NA
"KEGG_ADIPOCYTOKINE_SIGNALING_PATHWAY","S23",0.00920553870868583,"Control","KEGG_ADIPOCYTOKINE_SIGNALING_PATHWAY",NA
"KEGG_ADIPOCYTOKINE_SIGNALING_PATHWAY","S24",0.0348698408727824,"Control","KEGG_ADIPOCYTOKINE_SIGNALING_PATHWAY",NA
"KEGG_ALANINE_ASPARTATE_AND_GLUTAMATE_METABOLISM","S01",0.0436391354213599,"Case","KEGG_ALANINE_ASPARTATE_AND_GLUTAMATE_METABOLISM",NA
"KEGG_ALANINE_ASPARTATE_AND_GLUTAMATE_METABOLISM","S02",0.11839012789713,"Case","KEGG_ALANINE_ASPARTATE_AND_GLUTAMATE_METABOLISM",NA
"KEGG_ALANINE_ASPARTATE_AND_GLUTAMATE_METABOLISM","S03",0.135659724581678,"Case","KEGG_ALANINE_ASPARTATE_AND_GLUTAMATE_METABOLISM",NA
"KEGG_ALANINE_ASPARTATE_AND_GLUTAMATE_METABOLISM","S04",0.130920153915394,"Case","KEGG_ALANINE_ASPARTATE_AND_GLUTAMATE_METABOLISM",NA
"KEGG_ALANINE_ASPARTATE_AND_GLUTAMATE_METABOLISM","S05",0.172169184172382,"Case","KEGG_ALANINE_ASPARTATE_AND_GLUTAMATE_METABOLISM",NA
"KEGG_ALANINE_ASPARTATE_AND_GLUTAMATE_METABOLISM","S06",0.11826743494962,"Case","KEGG_ALANINE_ASPARTATE_AND_GLUTAMATE_METABOLISM",NA
"KEGG_ALANINE_ASPARTATE_AND_GLUTAMATE_METABOLISM","S07",0.149986456265967,"Case","KEGG_ALANINE_ASPARTATE_AND_GLUTAMATE_METABOLISM",NA
"KEGG_ALANINE_ASPARTATE_AND_GLUTAMATE_METABOLISM","S08",0.110798076704694,"Case","KEGG_ALANINE_ASPARTATE_AND_GLUTAMATE_METABOLISM",NA
"KEGG_ALANINE_ASPARTATE_AND_GLUTAMATE_METABOLISM","S09",0.0939755416771169,"Case","KEGG_ALANINE_ASPARTATE_AND_GLUTAMATE_METABOLISM",NA
"KEGG_ALANINE_ASPARTATE_AND_GLUTAMATE_METABOLISM","S10",0.124751549567331,"Case","KEGG_ALANINE_ASPARTATE_AND_GLUTAMATE_METABOLISM",NA
"KEGG_ALANINE_ASPARTATE_AND_GLUTAMATE_METABOLISM","S11",0.141061429780135,"Case","KEGG_ALANINE_ASPARTATE_AND_GLUTAMATE_METABOLISM",NA
"KEGG_ALANINE_ASPARTATE_AND_GLUTAMATE_METABOLISM","S12",0.182255800850309,"Case","KEGG_ALANINE_ASPARTATE_AND_GLUTAMATE_METABOLISM",NA
"KEGG_ALANINE_ASPARTATE_AND_GLUTAMATE_METABOLISM","S13",0.153860097831464,"Control","KEGG_ALANINE_ASPARTATE_AND_GLUTAMATE_METABOLISM",NA
"KEGG_ALANINE_ASPARTATE_AND_GLUTAMATE_METABOLISM","S14",0.162935084397216,"Control","KEGG_ALANINE_ASPARTATE_AND_GLUTAMATE_METABOLISM",NA
"KEGG_ALANINE_ASPARTATE_AND_GLUTAMATE_METABOLISM","S15",0.0853186871796669,"Control","KEGG_ALANINE_ASPARTATE_AND_GLUTAMATE_METABOLISM",NA
"KEGG_ALANINE_ASPARTATE_AND_GLUTAMATE_METABOLISM","S16",0.0894252044408098,"Control","KEGG_ALANINE_ASPARTATE_AND_GLUTAMATE_METABOLISM",NA
"KEGG_ALANINE_ASPARTATE_AND_GLUTAMATE_METABOLISM","S17",0.16738802387867,"Control","KEGG_ALANINE_ASPARTATE_AND_GLUTAMATE_METABOLISM",NA
"KEGG_ALANINE_ASPARTATE_AND_GLUTAMATE_METABOLISM","S18",0.162645640578472,"Control","KEGG_ALANINE_ASPARTATE_AND_GLUTAMATE_METABOLISM",NA
"KEGG_ALANINE_ASPARTATE_AND_GLUTAMATE_METABOLISM","S19",0.203310368673511,"Control","KEGG_ALANINE_ASPARTATE_AND_GLUTAMATE_METABOLISM",NA
"KEGG_ALANINE_ASPARTATE_AND_GLUTAMATE_METABOLISM","S20",0.175391003254219,"Control","KEGG_ALANINE_ASPARTATE_AND_GLUTAMATE_METABOLISM",NA
"KEGG_ALANINE_ASPARTATE_AND_GLUTAMATE_METABOLISM","S21",0.15771906535729,"Control","KEGG_ALANINE_ASPARTATE_AND_GLUTAMATE_METABOLISM",NA
"KEGG_ALANINE_ASPARTATE_AND_GLUTAMATE_METABOLISM","S22",0.0674840556163795,"Control","KEGG_ALANINE_ASPARTATE_AND_GLUTAMATE_METABOLISM",NA
"KEGG_ALANINE_ASPARTATE_AND_GLUTAMATE_METABOLISM","S23",0.0826513445352272,"Control","KEGG_ALANINE_ASPARTATE_AND_GLUTAMATE_METABOLISM",NA
"KEGG_ALANINE_ASPARTATE_AND_GLUTAMATE_METABOLISM","S24",0.178788559219618,"Control","KEGG_ALANINE_ASPARTATE_AND_GLUTAMATE_METABOLISM",NA
"KEGG_ALDOSTERONE_REGULATED_SODIUM_REABSORPTION","S01",0.143643808943156,"Case","KEGG_ALDOSTERONE_REGULATED_SODIUM_REABSORPTION",NA
"KEGG_ALDOSTERONE_REGULATED_SODIUM_REABSORPTION","S02",0.0603906042326986,"Case","KEGG_ALDOSTERONE_REGULATED_SODIUM_REABSORPTION",NA
"KEGG_ALDOSTERONE_REGULATED_SODIUM_REABSORPTION","S03",0.0649863553672042,"Case","KEGG_ALDOSTERONE_REGULATED_SODIUM_REABSORPTION",NA
"KEGG_ALDOSTERONE_REGULATED_SODIUM_REABSORPTION","S04",0.0667828802886229,"Case","KEGG_ALDOSTERONE_REGULATED_SODIUM_REABSORPTION",NA
"KEGG_ALDOSTERONE_REGULATED_SODIUM_REABSORPTION","S05",0.127056461046698,"Case","KEGG_ALDOSTERONE_REGULATED_SODIUM_REABSORPTION",NA
"KEGG_ALDOSTERONE_REGULATED_SODIUM_REABSORPTION","S06",0.107180858556553,"Case","KEGG_ALDOSTERONE_REGULATED_SODIUM_REABSORPTION",NA
"KEGG_ALDOSTERONE_REGULATED_SODIUM_REABSORPTION","S07",0.0849836061693868,"Case","KEGG_ALDOSTERONE_REGULATED_SODIUM_REABSORPTION",NA
"KEGG_ALDOSTERONE_REGULATED_SODIUM_REABSORPTION","S08",0.126083169583676,"Case","KEGG_ALDOSTERONE_REGULATED_SODIUM_REABSORPTION",NA
"KEGG_ALDOSTERONE_REGULATED_SODIUM_REABSORPTION","S09",0.127435349463408,"Case","KEGG_ALDOSTERONE_REGULATED_SODIUM_REABSORPTION",NA
"KEGG_ALDOSTERONE_REGULATED_SODIUM_REABSORPTION","S10",0.145612376229331,"Case","KEGG_ALDOSTERONE_REGULATED_SODIUM_REABSORPTION",NA
"KEGG_ALDOSTERONE_REGULATED_SODIUM_REABSORPTION","S11",0.139504873536977,"Case","KEGG_ALDOSTERONE_REGULATED_SODIUM_REABSORPTION",NA
"KEGG_ALDOSTERONE_REGULATED_SODIUM_REABSORPTION","S12",0.148925413702587,"Case","KEGG_ALDOSTERONE_REGULATED_SODIUM_REABSORPTION",NA
"KEGG_ALDOSTERONE_REGULATED_SODIUM_REABSORPTION","S13",0.132670526162985,"Control","KEGG_ALDOSTERONE_REGULATED_SODIUM_REABSORPTION",NA
"KEGG_ALDOSTERONE_REGULATED_SODIUM_REABSORPTION","S14",0.122184421236585,"Control","KEGG_ALDOSTERONE_REGULATED_SODIUM_REABSORPTION",NA
"KEGG_ALDOSTERONE_REGULATED_SODIUM_REABSORPTION","S15",0.0820348406948804,"Control","KEGG_ALDOSTERONE_REGULATED_SODIUM_REABSORPTION",NA
"KEGG_ALDOSTERONE_REGULATED_SODIUM_REABSORPTION","S16",0.0916086250773239,"Control","KEGG_ALDOSTERONE_REGULATED_SODIUM_REABSORPTION",NA
"KEGG_ALDOSTERONE_REGULATED_SODIUM_REABSORPTION","S17",0.0628882878872577,"Control","KEGG_ALDOSTERONE_REGULATED_SODIUM_REABSORPTION",NA
"KEGG_ALDOSTERONE_REGULATED_SODIUM_REABSORPTION","S18",0.0902946229563134,"Control","KEGG_ALDOSTERONE_REGULATED_SODIUM_REABSORPTION",NA
"KEGG_ALDOSTERONE_REGULATED_SODIUM_REABSORPTION","S19",0.120113209885793,"Control","KEGG_ALDOSTERONE_REGULATED_SODIUM_REABSORPTION",NA
"KEGG_ALDOSTERONE_REGULATED_SODIUM_REABSORPTION","S20",0.0709290338989767,"Control","KEGG_ALDOSTERONE_REGULATED_SODIUM_REABSORPTION",NA
"KEGG_ALDOSTERONE_REGULATED_SODIUM_REABSORPTION","S21",0.137160655275585,"Control","KEGG_ALDOSTERONE_REGULATED_SODIUM_REABSORPTION",NA
"KEGG_ALDOSTERONE_REGULATED_SODIUM_REABSORPTION","S22",0.126385903846629,"Control","KEGG_ALDOSTERONE_REGULATED_SODIUM_REABSORPTION",NA
"KEGG_ALDOSTERONE_REGULATED_SODIUM_REABSORPTION","S23",0.131339522182305,"Control","KEGG_ALDOSTERONE_REGULATED_SODIUM_REABSORPTION",NA
"KEGG_ALDOSTERONE_REGULATED_SODIUM_REABSORPTION","S24",0.088866467218835,"Control","KEGG_ALDOSTERONE_REGULATED_SODIUM_REABSORPTION",NA
"KEGG_ALLOGRAFT_REJECTION","S01",0.21094467665343,"Case","KEGG_ALLOGRAFT_REJECTION",NA
"KEGG_ALLOGRAFT_REJECTION","S02",0.174272078958267,"Case","KEGG_ALLOGRAFT_REJECTION",NA
"KEGG_ALLOGRAFT_REJECTION","S03",0.19584233615909,"Case","KEGG_ALLOGRAFT_REJECTION",NA
"KEGG_ALLOGRAFT_REJECTION","S04",0.20889294434476,"Case","KEGG_ALLOGRAFT_REJECTION",NA
"KEGG_ALLOGRAFT_REJECTION","S05",0.217718832740426,"Case","KEGG_ALLOGRAFT_REJECTION",NA
"KEGG_ALLOGRAFT_REJECTION","S06",0.223091920885041,"Case","KEGG_ALLOGRAFT_REJECTION",NA
"KEGG_ALLOGRAFT_REJECTION","S07",0.208026055649312,"Case","KEGG_ALLOGRAFT_REJECTION",NA
"KEGG_ALLOGRAFT_REJECTION","S08",0.229360341920895,"Case","KEGG_ALLOGRAFT_REJECTION",NA
"KEGG_ALLOGRAFT_REJECTION","S09",0.214821556676503,"Case","KEGG_ALLOGRAFT_REJECTION",NA
"KEGG_ALLOGRAFT_REJECTION","S10",0.146777864048732,"Case","KEGG_ALLOGRAFT_REJECTION",NA
"KEGG_ALLOGRAFT_REJECTION","S11",0.237524257732935,"Case","KEGG_ALLOGRAFT_REJECTION",NA
"KEGG_ALLOGRAFT_REJECTION","S12",0.216211225791527,"Case","KEGG_ALLOGRAFT_REJECTION",NA
"KEGG_ALLOGRAFT_REJECTION","S13",0.0975321060627241,"Control","KEGG_ALLOGRAFT_REJECTION",NA
"KEGG_ALLOGRAFT_REJECTION","S14",0.0946167239002785,"Control","KEGG_ALLOGRAFT_REJECTION",NA
"KEGG_ALLOGRAFT_REJECTION","S15",0.134180834572547,"Control","KEGG_ALLOGRAFT_REJECTION",NA
"KEGG_ALLOGRAFT_REJECTION","S16",0.126620796952535,"Control","KEGG_ALLOGRAFT_REJECTION",NA
"KEGG_ALLOGRAFT_REJECTION","S17",0.0688419638550861,"Control","KEGG_ALLOGRAFT_REJECTION",NA
"KEGG_ALLOGRAFT_REJECTION","S18",0.147961967129611,"Control","KEGG_ALLOGRAFT_REJECTION",NA
"KEGG_ALLOGRAFT_REJECTION","S19",0.125229423592465,"Control","KEGG_ALLOGRAFT_REJECTION",NA
"KEGG_ALLOGRAFT_REJECTION","S20",0.131545286439117,"Control","KEGG_ALLOGRAFT_REJECTION",NA
"KEGG_ALLOGRAFT_REJECTION","S21",0.105527415817078,"Control","KEGG_ALLOGRAFT_REJECTION",NA
"KEGG_ALLOGRAFT_REJECTION","S22",0.163510542931137,"Control","KEGG_ALLOGRAFT_REJECTION",NA
"KEGG_ALLOGRAFT_REJECTION","S23",0.137651114147434,"Control","KEGG_ALLOGRAFT_REJECTION",NA
"KEGG_ALLOGRAFT_REJECTION","S24",0.13798348745819,"Control","KEGG_ALLOGRAFT_REJECTION",NA
"KEGG_ALPHA_LINOLENIC_ACID_METABOLISM","S01",0.0867912892144049,"Case","KEGG_ALPHA_LINOLENIC_ACID_METABOLISM",NA
"KEGG_ALPHA_LINOLENIC_ACID_METABOLISM","S02",0.0654167097824721,"Case","KEGG_ALPHA_LINOLENIC_ACID_METABOLISM",NA
"KEGG_ALPHA_LINOLENIC_ACID_METABOLISM","S03",0.253627728281619,"Case","KEGG_ALPHA_LINOLENIC_ACID_METABOLISM",NA
"KEGG_ALPHA_LINOLENIC_ACID_METABOLISM","S04",0.214362034636549,"Case","KEGG_ALPHA_LINOLENIC_ACID_METABOLISM",NA
"KEGG_ALPHA_LINOLENIC_ACID_METABOLISM","S05",0.21219614767878,"Case","KEGG_ALPHA_LINOLENIC_ACID_METABOLISM",NA
"KEGG_ALPHA_LINOLENIC_ACID_METABOLISM","S06",-0.0336652349288066,"Case","KEGG_ALPHA_LINOLENIC_ACID_METABOLISM",NA
"KEGG_ALPHA_LINOLENIC_ACID_METABOLISM","S07",0.127286434593342,"Case","KEGG_ALPHA_LINOLENIC_ACID_METABOLISM",NA
"KEGG_ALPHA_LINOLENIC_ACID_METABOLISM","S08",0.0858694074249387,"Case","KEGG_ALPHA_LINOLENIC_ACID_METABOLISM",NA
"KEGG_ALPHA_LINOLENIC_ACID_METABOLISM","S09",0.0391138431523476,"Case","KEGG_ALPHA_LINOLENIC_ACID_METABOLISM",NA
"KEGG_ALPHA_LINOLENIC_ACID_METABOLISM","S10",0.00601910770811381,"Case","KEGG_ALPHA_LINOLENIC_ACID_METABOLISM",NA
"KEGG_ALPHA_LINOLENIC_ACID_METABOLISM","S11",0.0414286049303439,"Case","KEGG_ALPHA_LINOLENIC_ACID_METABOLISM",NA
"KEGG_ALPHA_LINOLENIC_ACID_METABOLISM","S12",0.213342592330197,"Case","KEGG_ALPHA_LINOLENIC_ACID_METABOLISM",NA
"KEGG_ALPHA_LINOLENIC_ACID_METABOLISM","S13",0.470736217635342,"Control","KEGG_ALPHA_LINOLENIC_ACID_METABOLISM",NA
"KEGG_ALPHA_LINOLENIC_ACID_METABOLISM","S14",-0.109964463335538,"Control","KEGG_ALPHA_LINOLENIC_ACID_METABOLISM",NA
"KEGG_ALPHA_LINOLENIC_ACID_METABOLISM","S15",-0.175995305808995,"Control","KEGG_ALPHA_LINOLENIC_ACID_METABOLISM",NA
"KEGG_ALPHA_LINOLENIC_ACID_METABOLISM","S16",0.244125078482429,"Control","KEGG_ALPHA_LINOLENIC_ACID_METABOLISM",NA
"KEGG_ALPHA_LINOLENIC_ACID_METABOLISM","S17",0.302911638140439,"Control","KEGG_ALPHA_LINOLENIC_ACID_METABOLISM",NA
"KEGG_ALPHA_LINOLENIC_ACID_METABOLISM","S18",0.125148264309507,"Control","KEGG_ALPHA_LINOLENIC_ACID_METABOLISM",NA
"KEGG_ALPHA_LINOLENIC_ACID_METABOLISM","S19",0.31680116598808,"Control","KEGG_ALPHA_LINOLENIC_ACID_METABOLISM",NA
