"","S01","S02","S03","S04","S05","S06","S07","S08","S09","S10","S11","S12","S13","S14","S15","S16","S17","S18","S19","S20","S21","S22","S23","S24"
"KEGG_AMINOACYL_TRNA_BIOSYNTHESIS",-0.474347337785895,0.291740361869217,0.0425840876019629,-0.438924736164302,-0.604610836800814,0.47043199288429,0.0713898762679608,-0.463595591750705,0.200595237571384,0.491217785202795,0.773887645637589,0.290291029488532,0.372792971071804,-0.263398275234664,0.79700270330661,0.446929715597289,-0.109961860552626,-0.728581845602261,0.59470187932205,-0.586133689081244,0.196595532808701,0.471704572774539,-0.898266036134352,-0.619179559031605
"KEGG_AMYOTROPHIC_LATERAL_SCLEROSIS_ALS",0.0433663530896452,0.258611662407713,-0.143469170996935,0.133462804871488,-0.0270189597228769,0.066823865258849,0.0363731109225304,0.0968666557847298,0.0612675219767166,0.0124493493038407,0.0108697043384601,0.0888938743049107,-0.0649944255802346,-0.0221499268565614,-0.0209979273453315,0.194309865094907,-0.137510380757701,-0.0721196229001791,-0.208564197348831,-0.117664527615544,0.0655687418527521,-0.107444615861615,-0.0854403123765527,-0.0219787883267644
"KEGG_ANTIGEN_PROCESSING_AND_PRESENTATION",0.241324399660779,0.0360493178658734,0.11942143154372,0.204400135267517,0.14930357298172,-0.0411622436254817,0.168357799120972,0.157409087498807,0.217618782933499,0.0904664044370408,0.0161197171937388,0.160399957128693,-0.133472237956101,-0.206213985940305,-0.0587304402179523,-0.0735978108338534,-0.344303010925237,0.0478914413497538,-0.165805353617473,-0.149526902212762,-0.145516372775307,-0.127580930065482,-0.0825347715077856,-0.205969767509852
"KEGG_APOPTOSIS",-0.0708984871955035,0.111474549491954,0.055483353014645,-0.144496212456815,-0.113852868645109,0.207437674050338,-0.00650368644003868,0.095090760213965,0.15356551240854,-0.0129151594847056,-0.0514717601440862,0.0557790031577048,-0.0201723364114221,0.0772166108909783,-0.187453551594207,-0.0317198654224655,-0.0625514610259481,-0.0128254289273206,0.0756242592749021,0.0290685114133258,0.0845787571540219,-0.172763292019519,0.00942125402543975,-0.116906207117165
"KEGG_ARACHIDONIC_ACID_METABOLISM",0.201970347018103,-0.197986689329214,0.0819261382050431,-0.219830083996498,-0.245881592200352,-0.189500514309236,0.0761551406955931,-0.206457781141857,-0.378737812823406,0.059933227779315,-0.0359446539463755,-0.0655546388552503,0.429336065264157,-0.0732547480474122,-0.207754450420982,-0.0808707780814737,0.397221055745701,0.123313652890829,0.0409770927946277,-0.113663380064418,0.0755439012454188,0.246361088570797,0.188251418282273,-0.160145015262113
"KEGG_ARGININE_AND_PROLINE_METABOLISM",0.0376838832001301,-0.14077953514035,-0.127209177134908,0.170653089761769,-0.0324833121709955,0.0579484869895219,0.143856599201358,-0.183622485252127,0.0095462149984781,-0.0458389105830763,0.13861411908913,-0.204150773810844,-0.134345752562121,0.0473118048146566,0.0769526617672775,-0.36800268674341,-0.170882036202554,-0.175815827762442,0.325905563873256,0.203264388734223,0.201331764934756,-0.00745791441191868,-0.163351119565113,0.0838261255269876
"KEGG_ARRHYTHMOGENIC_RIGHT_VENTRICULAR_CARDIOMYOPATHY_ARVC",-0.173879817193699,-0.185483029171766,-0.0769580393231982,-0.0043267644551182,-0.0592331207751599,0.255161623219296,-0.232170665713659,-0.00992367374206107,-0.0194774585209591,-0.0798003279273926,0.200763743771607,0.163715537683583,0.0922448379122432,0.0651224150564141,0.0408214056839108,-0.0769064029254919,-0.0273345999347545,0.0662081128052426,-0.100761129996496,0.180171103282539,-0.0253325386303769,0.257312042160993,-0.0677901066786787,-0.0697782531115175
"KEGG_ASCORBATE_AND_ALDARATE_METABOLISM",0.643346571917307,0.407111773494342,-0.430071520665403,-0.561591708121921,-0.567288738184133,0.192836224836041,0.278730652853934,-0.334868862988168,-0.480118302195527,0.179474075885791,-0.130679887042213,-0.64630057888949,0.10273948497689,-0.679959611428584,0.672025973902335,-0.444550836236772,0.166155713488145,-0.0746021737029514,0.226460403737347,-0.250686211887142,-0.0781988730855657,0.184894422983406,0.705194421777617,0.49965017674078
"KEGG_ASTHMA",0.285187669291467,0.0601971902389916,0.310618204752561,0.402641995167081,0.302751311587741,0.309052686132965,0.233840526181188,-0.0931539206846318,0.346426262259245,-0.0743861569061358,-0.0249549360685759,0.352012382898907,-0.247874600903448,-0.372275143823049,-0.193631825176683,-0.256759472470238,-0.385729725180295,-0.0469934752618196,-0.227337018053444,-0.16864973505161,-0.319978932369364,0.0724518613035526,0.0271920889349251,-0.364510132150819
"KEGG_AUTOIMMUNE_THYROID_DISEASE",0.283034759832969,-0.000819607595553024,0.095786615134885,0.287344926542332,0.11016047149842,0.0382301571666927,0.35471210098014,0.070847957728939,0.255058484527509,0.0970708615782716,0.320609347491964,0.30934530210541,-0.186823345736715,-0.302406367076023,-0.305605387303952,-0.14005094267816,-0.394834962210056,-0.0317292221231979,-0.134990392586011,-0.12081627867725,-0.116382938976124,0.160392799060721,-0.160286144466503,-0.390657755667251
"KEGG_AXON_GUIDANCE",0.258253231637466,0.172595252971103,-0.104488449097493,0.059516505169766,0.10245758243087,-0.0327775256886983,-0.121587932042886,-0.00735012351593672,-0.00944643228603848,-0.00706413614292592,-0.0670706126653509,0.0606456530097259,-0.0118477291472673,0.155170552521434,-0.0869936843429452,0.0458552217876547,-0.00556229536988465,0.000266462357847774,-0.165416038121458,-0.0712206201200568,-0.133093242509073,0.0164339898153824,-0.0246046187150251,-0.0687494115893599
"KEGG_B_CELL_RECEPTOR_SIGNALING_PATHWAY",0.0230595158306953,0.0825020852873911,-0.0997720424068414,-0.0726173450301593,0.00325753950267904,0.211378686771667,-0.0651974281429954,0.163520119843375,0.115350451976345,-0.00929049770310708,-0.11464706507904,-0.014407301044673,-0.0180604011296319,0.25083291182104,-0.240727819911295,0.00715448172864869,-0.00191959246346735,-0.0879437702338133,-0.0927752967947174,-0.14675926759593,0.119195936677811,-0.0577184632379606,0.00561954830646921,-0.13621928238924
"KEGG_BASAL_CELL_CARCINOMA",-0.0787234021825199,-0.0291264128560489,0.0900133025579417,-0.0362320752997378,-0.0489799178047766,0.138469131205813,-0.201651143365919,0.184216314765625,0.136727661111776,-0.220632722070749,-0.155491859541804,0.126765649631715,-0.194041022458515,0.147990572256522,-0.0117113212823352,-0.0977561081600486,0.0953601066197014,0.061338472785777,0.01662496873438,-0.0710113250047671,0.130263615100868,0.0262869065561623,-0.00905666078909415,0.0407657380567956
"KEGG_BASAL_TRANSCRIPTION_FACTORS",-0.297635462684393,-0.0406329929792959,0.0317513326676186,-0.25099855005619,0.0797633836905254,-0.0990829552993923,0.19376080655141,0.18882639242139,-0.0068868206905468,-0.00639048171993567,0.206792249532072,0.281503778894675,-0.168713604634694,-0.0681125072519691,-0.291072324507093,0.0449214404204475,0.0375332448222436,-0.0473076727222651,-0.00274292032396251,-0.222784429404278,0.0566254584816382,0.506073490436761,-0.142408607953701,-0.129672640665979
"KEGG_BASE_EXCISION_REPAIR",-0.127393695070465,-0.0065984325675329,-0.0288440792285964,0.160867860834761,0.0817719458789586,-0.00964843306655827,-0.0400254952756707,0.116480009807128,-0.137970481628182,-0.0351716430764826,0.162136969188103,0.226199688545208,0.0921685111342328,-0.186450471281856,0.172276978094272,0.219413618918534,-0.0562857905403754,-0.185220398337928,0.254305549180837,-0.0454673420781525,-0.250375999620937,-0.0242531721979729,-0.203491457185937,-0.114752200252082
"KEGG_BETA_ALANINE_METABOLISM",-0.0655047675437093,-0.351207013403136,-0.374392312104023,-0.182520593523891,0.0978114577163468,-0.430749801041416,-0.302944254428275,0.309418514777162,-0.238891281015455,0.104416156363627,-0.360865600447825,0.0888327087828655,-0.472212857081989,0.0334555072801514,0.298000422833075,-0.274556264149408,0.168918291186862,-0.434394845101626,0.392416400614088,0.541649165778491,0.457057652903538,0.0728602396689338,-0.132855823659699,0.53188520297104
"KEGG_BIOSYNTHESIS_OF_UNSATURATED_FATTY_ACIDS",0.0226752510538625,-0.119637749692906,-0.00420171498903077,0.22982731457914,0.306659397705557,-0.47299463851887,-0.387085893462717,0.000610729626968426,-0.113651760772496,0.0688101560457459,0.28588878595849,0.00113377328111097,0.156889927143385,0.458535205981249,-0.208985055001564,-0.123785416174193,0.105216214530012,-0.149443304686441,-0.332818926764794,0.0102596643509631,0.352521318701863,-0.113618345084253,0.0262500982460576,0.162430747713894
"KEGG_BLADDER_CANCER",0.366564997883884,-0.0753637811359357,-0.0313089432372874,0.325733334071637,0.135258156401894,0.0282532034806913,-0.0702123264943595,0.309500543647511,0.2008960449724,0.152957605736958,0.0127931256012307,0.113619718313404,-0.0185610882681088,-0.0361393587425979,-0.311769454866935,-0.187667472310985,-0.2318479715309,0.00781867643341905,0.125569689340164,-0.226913352786446,-0.0365545107259012,-0.335927936662374,-0.0122206868225086,-0.285120094275742
"KEGG_BUTANOATE_METABOLISM",-0.0378097427883523,-0.0120025588641841,-0.250117686982242,-0.206307533332856,0.302320260579516,-0.247602375331096,-0.42725001356489,-0.212381345397736,-0.179116840495129,0.133433761261707,0.00938763757666738,0.00704049560956663,-0.303063560204741,-0.181556948824422,0.189827207975238,0.0745540542953375,0.277237271442837,-0.435259973232307,0.369976150861079,0.408276528739577,0.145901923096662,-0.0840730503155433,0.156232288597093,0.395962205810644
"KEGG_CALCIUM_SIGNALING_PATHWAY",0.058667741978461,0.0330093192729722,0.0101872068362046,-0.00951260505129603,-0.10859509300859,0.0373569748095834,-0.0615248704938308,0.138093195099879,0.0477066016942904,0.0126547119030893,0.0488078904181806,-0.0386304006223913,0.185197554910203,0.130027298986025,-0.101786262672469,-0.0135069274847862,-0.210900851511068,0.0349302902747544,-0.147393260353132,0.0288188026322203,0.0971909694815045,-0.0436782376301168,-0.0744655474400038,-0.0897894358706971
"KEGG_CARDIAC_MUSCLE_CONTRACTION",-0.329352947055563,-0.317934886916658,-0.154705663013399,-0.416820443969618,-0.294380711829462,-0.127288406143866,-0.28360093784102,-0.337005373722708,-0.174849764766429,-0.265944957250187,-0.0383620798926727,-0.0605676296841494,0.228291907184859,0.279321954519335,0.188927878882067,0.0305177722882925,0.239841552166998,0.437843607035561,-0.182150932696929,0.366272573766615,0.32564826034309,0.339444358799448,0.356609029410907,0.244493931070685
"KEGG_CELL_ADHESION_MOLECULES_CAMS",0.129678381139994,-0.0878455930499457,0.0261678522130473,0.0983346665738211,0.0297303316122224,0.104245866112224,-0.0593245068317704,0.237464626838871,0.112698723874581,-0.0189061012736537,0.116463184720038,0.0625598816121557,-0.0382644754933474,-0.0101738551315935,-0.230385434432419,5.54535267860423e-05,-0.126956758937526,0.000944915955317704,-0.0125921245608428,-0.198175177691792,0.107872015395124,-0.119304367937758,-0.0489782370738305,-0.101989172930434
"KEGG_CELL_CYCLE",0.419547558252591,0.399683677107631,0.534523062709255,0.514417511093355,0.496589386657672,0.439027262566343,0.503824224338315,0.467058483854896,0.453386773228422,0.49370498623378,0.414942846641293,0.422610748113951,-0.465467777593523,-0.445123436111641,-0.439774556451914,-0.487859434980612,-0.517606172985877,-0.484457344424335,-0.440837152098202,-0.485814243200829,-0.444512816268931,-0.458870414534905,-0.435958394816977,-0.42922202747647
"KEGG_CHEMOKINE_SIGNALING_PATHWAY",0.0681822132001247,-0.121361606410828,0.0898163358046444,-0.18076449829864,-0.00888219901109033,-0.0196251850348449,0.0160541578376658,0.0887589052995966,0.00486153909412301,0.0122076937537263,0.11799057539158,0.0620033147602109,0.0692742873905499,0.0670978890744548,-0.219681709209062,-0.0928275659104457,-0.106836299702005,-0.0169874190141021,0.0658734143202933,-0.0639893733363451,0.138595038929691,-0.0220781837454804,0.112046687714665,-0.0353200425203328
"KEGG_CHRONIC_MYELOID_LEUKEMIA",0.0960653336553141,0.0876112602156221,0.303705957721843,0.0308259356218034,0.292485851299759,0.205124234699955,-0.0437689999153164,0.309605360856817,0.166153060177308,0.271940987494297,0.0810381582049867,0.218342863780281,0.0353802921683705,-0.0370940387815289,-0.327176034467752,-0.302710548628399,-0.251201660201948,-0.296827036420839,-0.0769330845916881,-0.358543943440782,0.0742706509569502,-0.261488317867478,-0.26201226285875,-0.137971629135482
"KEGG_CIRCADIAN_RHYTHM_MAMMAL",0.339508923668762,-0.0107319907503637,0.252185507979943,-0.0701367763850298,-0.0722517899267474,0.443600814502816,0.106729077382342,0.00467965065159726,0.0823064140253246,0.28733458373936,0.0672975025395396,-0.145467487472936,-0.0170089477171395,-0.105464224403312,0.0475271619812396,-0.16841529758917,0.264806503709656,-0.147665687861348,-0.272192949941266,-0.300514519079808,-0.212064288493719,-0.0695322213818084,0.215399141272152,-0.0935953601329485
"KEGG_CITRATE_CYCLE_TCA_CYCLE",0.190148993862069,-0.146408960194594,-0.198352346614569,-0.0568004408234273,0.128833778207746,-0.313512927921421,0.00625332171533557,-0.300285415354934,-0.207073403892189,0.00668263399178196,0.165185512081363,0.181089365610398,-0.111374890524077,0.0339796891512366,-0.0656760260226165,-0.166834557226265,0.318466445250449,-0.313001191749879,-0.0268034838325497,0.45868405188169,0.0669532757332132,-0.221561839091438,0.353815537629609,0.323060333811681
"KEGG_COLORECTAL_CANCER",0.129707946332712,-0.136206666313763,0.148051645604438,-0.099841841634997,0.163014313511213,0.0906528322158984,-0.090456935382316,0.268147424079446,0.22021636643485,0.233556920145355,-0.0839567887229593,0.218594944033764,-0.00283723942625327,-0.0134884314044348,-0.194445635814547,-0.179058135195213,-0.215509526778939,-0.0857841528132928,-0.094169696790122,-0.140667192478792,0.109177436914553,-0.154998157481306,-0.0132003475436225,-0.271731267387773
"KEGG_COMPLEMENT_AND_COAGULATION_CASCADES",-0.463382947028459,-0.325835618194944,0.540249203845993,0.698629261697155,-0.416375820228611,-0.478805443479703,-0.65285620834,0.223662093717706,-0.0583155872524466,0.554182583724859,-0.630167627787363,-0.808748682495777,0.421943335653531,-0.426305741662485,-0.290371900088977,0.57804476647224,-0.0403681176461811,0.117617431051831,0.704459002775501,0.559017251070738,0.172597538577971,-0.743311950253086,-0.134501555051537,0.617330300082448
"KEGG_CYSTEINE_AND_METHIONINE_METABOLISM",-0.00727173356270661,-0.150518409466553,0.563238371537785,-0.653942562641243,0.627999249292892,0.198079560560032,0.555188360578448,-0.517552015423356,-0.488920238748971,-0.550697704063701,0.714621189959448,-0.615194301729713,-0.162521457656608,0.0141552696206915,0.0776593166949358,-0.95808093045796,0.469311478022653,0.122328285573767,0.611304301324502,0.630358796698416,-0.00629871231224116,0.101145587848738,-0.669250653487653,0.617284966994118
"KEGG_CYTOKINE_CYTOKINE_RECEPTOR_INTERACTION",-0.0168863427217861,0.0389018890893378,-0.00168510003487177,-0.00266256369389728,0.0667181249991157,-0.114323991451341,0.110375585391392,0.0164170959339794,0.0714371543849437,0.0376204319445622,0.005688393968102,0.065579315683276,-0.0460581387155362,-0.0660195873887658,0.0380520770811837,-0.107703265796546,-0.056167793832811,0.091907881786811,0.038354432624456,-0.123375854312621,-0.036436232650438,-0.078307208207449,0.0678319491041563,0.02673994624642
"KEGG_CYTOSOLIC_DNA_SENSING_PATHWAY",0.128258227505619,-0.0214186558125782,0.081001559840753,0.0916061501999327,-0.20802524368586,-0.276203860298818,0.172554666204924,-0.213449255844156,-0.0886293386733265,0.011058171245471,0.173049754983591,-0.0810870056974573,-0.271101160083753,0.0699884162158965,-0.0251699208225822,0.147344204071678,-0.0682978620733162,0.0880223097269597,0.0077169466090202,0.0372109683513657,0.141068936906244,0.0129665190014342,0.0366727902263108,-0.148920391477321
"KEGG_DILATED_CARDIOMYOPATHY",-0.205613662968575,-0.164155043632441,-0.0145586910588788,-0.0770749695499148,-0.0613790935892894,0.150659831132918,-0.0154913777111538,-0.00525288297368359,-0.0552373350362356,0.0177808659840595,0.229115371511759,0.204194549106626,-0.109445275021106,0.154730181148228,-0.041535948672112,-0.135763873626648,-0.230945675259397,0.0889472345302826,-0.0474119448497093,0.219436245374024,-0.00900647960872167,0.127209251534777,0.153583903158996,-0.147518492330344
"KEGG_DNA_REPLICATION",-0.19036584319773,-0.0861327782311792,-0.0651614661052659,0.0757701221626146,0.195362078233785,0.204640969437366,-0.151743106112549,-0.0206724964550252,-0.0280592414042327,0.200866518310115,0.145906677144595,0.234301919073606,-0.168215242956912,-0.0470986805050095,-0.00535908440834457,0.153451228627101,-0.154745256511078,-0.181121482601993,-0.0591624829118716,0.120192720379106,0.0881671213334918,-0.133353709137633,-0.129819998579956,0.0048212907702232
"KEGG_DORSO_VENTRAL_AXIS_FORMATION",0.0907600200961448,-0.184567777337669,-0.194466895742133,-0.0907972250534658,0.399946451121375,0.0545055415261517,0.12423275764062,-0.00113588101019232,0.370995047214853,-0.17107518390644,0.0201105411151109,-0.447478208000138,-0.355454592592305,0.278336730212181,-0.167782172903378,-0.185400922382627,-0.473101146376413,-0.00511450841320935,-0.297130449762703,0.317918006375291,0.12977096933018,0.0345625758284612,0.134475075090985,0.107763254643874
"KEGG_DRUG_METABOLISM_CYTOCHROME_P450",0.708446968195919,0.640011648651977,-0.245140316510459,-0.436478797700874,-0.668187795710268,0.486655715845367,0.411857000124261,-0.368502061837842,-0.597084221531234,0.423116164333021,-0.373551179002484,-0.681961874978351,0.149074514905932,-0.475914496132223,0.700747900094814,-0.538344757371215,-0.165841455674133,0.549460620315845,-0.466152066533019,-0.595691576451961,-0.273648829200801,0.465753037082246,0.682145905564319,0.405837832538656
"KEGG_DRUG_METABOLISM_OTHER_ENZYMES",0.294769337817119,0.368739261299397,-0.198270594415,-0.446051616312723,-0.563068898034679,0.242107055148311,0.358297778407507,-0.125227649927706,-0.271965373237904,0.0569307405806646,-0.226751202936967,-0.339738173980299,0.11015235283942,-0.522637177864569,0.402265562422436,-0.302670163199845,0.208744614458298,0.451701692395137,-0.121003189058921,-0.332905197889638,-0.131208095345403,0.0916189424997289,0.455390368099669,0.27952398453797
"KEGG_ECM_RECEPTOR_INTERACTION",-0.186145038155181,0.0879559667661981,0.0901501610569265,0.0343500610337502,-0.0224629364565394,-0.177179164256877,0.074650826769662,-0.167728836551501,-0.0596240930035222,0.213452119132117,0.00989772358230145,0.0194327097163549,0.174121725493132,0.104204176836967,0.0981907001157578,-0.0417171506911023,-0.0657622836698457,0.0561582994046205,-0.0536993493784138,-0.050295888802895,-0.061377425735374,0.0440108711144555,0.0695787335038269,-0.140310708216464
"KEGG_ENDOCYTOSIS",-0.071703202933355,-0.0680006439104674,0.125848661884608,-0.0138792616747923,0.00672095573293685,-0.0784079348927007,-0.0184293757121562,0.0337454692926488,0.126485199295448,0.0540270067303946,0.11517745689904,-0.0340852229686681,-0.0263633174751808,0.157484895145473,-0.0381143940968978,0.0189250129498344,-0.0341537217585078,-0.0310557835652817,0.0903064137129286,-0.00562200064045895,-0.106733062914231,-0.0109892357032699,0.0329215940345499,-0.220274420818071
"KEGG_ENDOMETRIAL_CANCER",0.00836381393449342,-0.301183793487626,0.119093247488707,-0.256536545383346,0.0532716578245398,0.130840913284465,-0.292165030211904,0.284397596659227,0.182185624145639,0.154331402083921,-0.202529902402728,0.21917821678625,0.09467496242075,0.100112229426491,-0.31920688499132,-0.102929138668267,-0.0919955332332202,0.0663172672696284,-0.162855465888053,0.0142373939155084,0.260874745083854,-0.039913375535471,-0.0435472671821131,-0.178154745165964
"KEGG_EPITHELIAL_CELL_SIGNALING_IN_HELICOBACTER_PYLORI_INFECTION",-0.10545551823062,-0.182926731761007,-0.239152827980759,-0.347964311225435,-0.0330996771759107,-0.232534882895442,-0.0745869104490099,0.216802466478368,-0.227361931628905,-0.293347380935684,-0.152481149001286,-0.176765730449062,-0.0735135374139031,0.206939412279587,0.012377277603641,0.0409010715525051,0.291456363059346,0.203979836728741,0.239483815930353,-0.0443795737310426,0.264318111097422,0.0960899579897462,0.321670734937065,0.269334056840089
"KEGG_ERBB_SIGNALING_PATHWAY",0.126495736599169,0.0937660380326445,-0.171846645140234,-0.154129734741894,0.116351161149871,0.0484331396558796,-0.0894909924975881,0.171616330426504,0.133604993211325,0.176892417371474,-0.0303175141450983,0.0412055111648328,0.0596707541687508,0.0164773564592665,-0.293606290388815,-0.0284003985892639,-0.00765374646444517,-0.221100109442843,-0.0548937103345065,-0.142823982920804,0.149021741341426,-0.0159092868054561,0.0205253766462339,-0.0878982813161115
"KEGG_ETHER_LIPID_METABOLISM",-0.397290720495409,-0.446124411474169,0.417831552189869,0.271107008910534,0.124637036946284,-0.526720668948082,-0.346722404825493,-0.143902919197249,-0.502652983383589,-0.484329172893806,-0.514251358314088,0.193214686677646,0.845275678524618,-0.690433374125925,-0.754142464807176,0.374454304089387,0.663944465982834,-0.0811821119348252,0.685142886729874,0.468796198307785,0.550617600425588,0.510716663530134,-0.607871506877528,0.277171923706532
"KEGG_FATTY_ACID_METABOLISM",0.337993506589637,0.0819267969008195,-0.391358879258965,-0.236123862898819,-0.0913754637612288,-0.300987551336748,-0.116302724969544,-0.352325286422414,-0.528643092417803,0.273028909929353,0.209411088156876,-0.240943381229432,0.23027758559085,-0.0603287051893421,-0.1023643715583,-0.051369147589893,0.0732066912730564,-0.233039756980557,0.280540030678952,0.322057626440379,0.168509535095071,-0.060486884752687,0.380923368796519,0.453583714476373
"KEGG_FC_EPSILON_RI_SIGNALING_PATHWAY",0.0798085247998647,-0.21289922591168,-0.0268484028626818,-0.127060792239248,0.107119313116026,-0.138522169403639,-0.158432342789999,0.134775324952901,0.0741032624647525,-0.0208966586690729,-0.252219654164865,0.258239037001411,0.338809234138951,-0.137218117989088,-0.361657192946941,0.0651947972296556,0.085436800967263,0.120179142648621,0.140301886622783,0.096620621271422,0.112655787033619,0.140354005064566,-0.212943455154959,-0.0760104911138263
"KEGG_FC_GAMMA_R_MEDIATED_PHAGOCYTOSIS",0.193231266294173,-0.122467547976404,0.0912958069428352,-0.119564935493332,0.0796704040460758,0.0544877490488355,-0.105339140383913,0.24545206843959,0.0785814417703635,-0.0410585205998972,-0.134087317866762,0.126716531710124,0.244350951931447,0.0195911103598713,-0.33447100517851,-0.124392192432062,-0.217794931748766,-0.0489321483518882,0.262731637774767,0.0312386618514037,-0.111005671438135,0.257619431735515,-0.134246385065545,-0.109029223958333
"KEGG_FOCAL_ADHESION",-0.0176222526927011,0.0756915638762113,-0.073337271075314,-0.0706197919669547,-0.0213095811905991,-0.00610179201719369,0.00650999823147466,0.130159064443245,0.00382631267489741,0.18343236500394,-0.115690423828343,0.108869652244919,0.0735740617394713,0.173955501885615,-0.182343679235584,-0.0838773266746559,-0.0455787553351202,0.0124750998984068,-0.061721841734634,-0.13498913999129,0.00259793066710579,0.0101029564817336,0.130554480939598,-0.158573214677935
