"ID","setSize","enrichmentScore","NES","pvalue","p.adjust","core_enrichment"
"KEGG_COMPLEMENT_AND_COAGULATION_CASCADES",69,-0.689619510185663,-2.76893103325143,2.80321446614846e-13,4.73998082457831e-12,"C4A/C9/C1S/MBL2/C4BPB/CFI/F11/F2/FGA/CFD/C5AR1/MASP1/F7/F12/PROS1/CFB/C3AR1/C4BPA/MASP2/CD55/C8A/F13A1/A2M/CD46/SERPINE1/C8B/F13B/F9/FGB/VWF/PLAT/KNG1/CPB2/F5/THBD/PLAU/C7/PLAUR/BDKRB2/FGG/CD59/F2R/C6/CR2/C1QB/C1R/C8G/C1QC/CFH/C1QA/BDKRB1/PROC"
"KEGG_EPITHELIAL_CELL_SIGNALING_IN_HELICOBACTER_PYLORI_INFECTION",68,-0.690106567925806,-2.75787391456557,3.62228715304077e-13,5.61454508721319e-12,"LYN/MAPK12/IGSF5/ATP6V1G1/CXCR2/ATP6V0D1/CASP3/ATP6V1B2/TCIRG1/ATP6V1C1/ATP6V1E1/ATP6V0A4/ATP6V0C/ATP6V1D/ATP6V1F/ATP6V0A1/ATP6V1B1/ATP6V1C2/ATP6AP1/ATP6V0A2/ATP6V0E2/ATP6V0B/ATP6V1G3/ATP6V1E2/ATP6V1G2/ATP6V0D2/ATP6V1A"
"KEGG_TGF_BETA_SIGNALING_PATHWAY",86,0.666437914560636,2.4882686920736,2.15424107911703e-12,3.08222185165976e-11,"SKP1P2/SMAD4/MYC/TFDP1/E2F5/MAPK1/E2F4/SMAD7/EP300/RBL2/SMAD3/SMAD2/RBX1/CDKN2B/IFNG/TGFB3/SKP1/TGFB2/MAPK3/GDF7/ACVR1/CUL1/TGFBR1/CREBBP/RHOA/ZFYVE9/PITX2/NOG/RPS6KB1/RBL1"
"KEGG_RETINOL_METABOLISM",64,-0.671681819301779,-2.64769895333123,2.81599898797132e-11,3.74125579830476e-10,"UGT2B11/UGT2B15/CYP2C19/UGT2B17/DHRS3/ADH1B/RDH12/UGT1A3/RDH5/UGT1A6/RDH8/CYP3A5/DGAT1/ALDH1A2/ADH5/CYP26C1/CYP2C9/UGT1A10/UGT1A1/UGT2A3/CYP3A7/RETSAT/ALDH1A1/DGAT2/UGT2B28/ADH6/CYP2A13/CYP1A1/RDH10/CYP1A2/RDH11/UGT2A1/RPE65/UGT1A4/UGT2B4/ADH1C/AWAT2/DHRS4/CYP2A6/CYP2A7/CYP3A43/ADH7/ADH4/LRAT/PNPLA4/DHRS9/DHRS4L2/ADH1A/CYP2B6/CYP26B1"
"KEGG_CHRONIC_MYELOID_LEUKEMIA",73,0.678662036362533,2.46114842914954,4.12170381272495e-11,5.11091272777894e-10,"E2F2/SMAD4/HDAC2/MYC/MAPK1/CDK4/E2F1/SMAD3/E2F3/CDKN1B/ABL1/HDAC1/RAF1/TGFB3/TGFB2/MAPK3/MDM2/RB1/TGFBR1/PTPN11/CDK6/RUNX1/CDKN2A/CDKN1A/CTBP2/TGFB1/TP53"
"KEGG_LEISHMANIA_INFECTION",72,0.682551319715574,2.47109900170293,6.81104625182971e-11,7.91784126775204e-10,"HLA-DQA2/HLA-DPA1/IFNGR2/IFNGR1/MAPK1/HLA-DRB4/FCGR1A/HLA-DRA/JAK1/PTPN6/HLA-DRB5/HLA-DQA1/HLA-DRB1/JAK2/IFNG/HLA-DPB1/STAT1/TGFB3/TGFB2/MAPK3/HLA-DRB3/HLA-DQB1/MAPK13"
"KEGG_UBIQUITIN_MEDIATED_PROTEOLYSIS",135,0.565192090736861,2.28119613286682,2.36711999894354e-10,2.58990776354999e-09,"SKP1P2/ANAPC5/ANAPC2/ANAPC10/PIAS1/CDC20/CDC16/SKP2/MID1/CDC27/SOCS3/FZR1/ANAPC4/CDC23/ANAPC11/RBX1/ANAPC1/PML/ANAPC13/CDC26/SKP1/MDM2/SOCS1/CUL1/ANAPC7/UBE2W/FBXO4/XIAP/RCHY1"
"KEGG_P53_SIGNALING_PATHWAY",68,0.666910928939942,2.39083082407229,1.96830780877973e-09,2.03391806907238e-08,"GADD45A/CCND2/CDK4/CCNB2/CCNE1/CDK2/CHEK1/GADD45G/CCNB3/ATR/CHEK2/MDM2/GADD45B/CCNB1/CCNG1/CDK6/SFN/ATM/CDK1/SERPINB5/CCND3/RCHY1/CDKN2A/CDKN1A/MDM4/TNFRSF10B/TP53"
"KEGG_AMINO_SUGAR_AND_NUCLEOTIDE_SUGAR_METABOLISM",44,-0.699938330880918,-2.49602660711646,2.07967588641916e-09,2.03589323617876e-08,"MPI/GALT/GALE/HK3/NANS/NANP/CYB5R1/NPL/NAGK/CMAS/GFUS/GMPPA/FCSK/GNPDA1/PMM1/PGM3/GALK1/AMDHD2/HK2/PGM2/GNPDA2/CHIA/GFPT2/GPI/PGM1/UAP1/GALK2/GFPT1/UXS1/UGP2/HEXA/GNPNAT1/GNE/UGDH/HEXB/GCK/CHIT1"
"KEGG_ANTIGEN_PROCESSING_AND_PRESENTATION",88,0.610869938299819,2.29336696990392,3.83598223104389e-09,3.56746347487081e-08,"CIITA/HLA-DQA2/HLA-DPA1/HLA-C/HLA-E/HLA-DRB4/HLA-DRA/HLA-A/HLA-DRB5/HLA-DQA1/IFI30/HLA-DRB1/TAP1/HLA-DPB1/HLA-DRB3/HLA-B/HLA-DQB1/TAP2/B2M/KIR2DS3/CD8A/HLA-G"
"KEGG_PANCREATIC_CANCER",70,0.657443227523088,2.35634583396797,4.2112811153685e-09,3.72999184504067e-08,"E2F2/SMAD4/MAPK1/CDK4/E2F1/SMAD3/E2F3/SMAD2/JAK1/RAF1/STAT1/TGFB3/TGFB2/MAPK3/RB1/TGFBR1/CDK6/CDKN2A/RAC2/RAD51/TGFB1/TP53"
"KEGG_GRAFT_VERSUS_HOST_DISEASE",41,0.732606113596588,2.39379880499512,1.43049922980181e-08,1.20942207610517e-07,"HLA-DQA2/HLA-DPA1/HLA-C/HLA-E/HLA-DRB4/HLA-DRA/HLA-A/HLA-DRB5/HLA-DQA1/HLA-DRB1/IFNG/HLA-DPB1/HLA-DRB3/HLA-B/HLA-DQB1"
"KEGG_TYPE_I_DIABETES_MELLITUS",43,0.719637701830573,2.3736410417598,1.80176737092177e-08,1.45465286546535e-07,"HLA-DQA2/HLA-DPA1/HLA-C/HLA-E/HLA-DRB4/HLA-DRA/HLA-A/HLA-DRB5/HLA-DQA1/HLA-DRB1/IFNG/HLA-DPB1/HLA-DRB3/HLA-B/HLA-DQB1"
"KEGG_WNT_SIGNALING_PATHWAY",151,0.513890610599666,2.10577280748599,1.87697143931012e-08,1.45465286546535e-07,"SKP1P2/CAMK2A/SMAD4/CAMK2G/CAMK2B/CCND2/MYC/EP300/SMAD3/SMAD2/RBX1/SKP1/CUL1/CREBBP/CAMK2D/PPP3CC/RHOA/TCF7/CCND3/RUVBL1/FRAT2/SFRP1/VANGL1/WNT7B/RAC2/CTBP2/WNT11/TP53/PPP3CA/DKK1/SFRP2/FZD10/GSK3B/MAP3K7/CCND1/CSNK2B/TCF7L1/WNT2/DAAM2/SFRP5/DAAM1"
"KEGG_ALLOGRAFT_REJECTION",37,0.746791311937428,2.39604428571333,2.37649760263744e-08,1.76811421636226e-07,"HLA-DQA2/HLA-DPA1/HLA-C/HLA-E/HLA-DRB4/HLA-DRA/HLA-A/HLA-DRB5/HLA-DQA1/HLA-DRB1/IFNG/HLA-DPB1/HLA-DRB3/HLA-B/HLA-DQB1"
"KEGG_VIRAL_MYOCARDITIS",70,0.6355057674538,2.27771966447064,3.66784676132435e-08,2.62392114463973e-07,"ICAM1/HLA-DQA2/HLA-DPA1/HLA-C/HLA-E/HLA-DRB4/HLA-DRA/ABL1/HLA-A/HLA-DRB5/HLA-DQA1/HLA-DRB1/HLA-DPB1/HLA-DRB3/HLA-B/HLA-DQB1/MYH3/ACTG1/MYH7/HLA-G/RAC2"
"KEGG_ETHER_LIPID_METABOLISM",33,-0.726657012245919,-2.44974545331873,4.68939136120965e-08,3.23046960438887e-07,"PLA2G2C/PLA2G3/PLA2G2F/ENPP2/AGPS/PLPP1/PLA2G4E/PLA2G12A/LPCAT2/PLPP2/PLA2G1B/PLD2/PLA2G6/PAFAH2/PAFAH1B3/PLA2G2E/PLA2G10/PLA2G4A/JMJD7-PLA2G4B/LPCAT4/PAFAH1B2/PLA2G2D/PLA2G2A/ENPP6/PLA2G5/PAFAH1B1"
"KEGG_PATHWAYS_IN_CANCER",325,0.418979352469587,1.85614084470939,6.5121513484376e-08,4.32592911003355e-07,"E2F2/SMAD4/HDAC2/MYC/PIAS1/SKP2/MAPK1/CDK4/E2F1/EP300/CCNE1/CDK2/SMAD3/E2F3/SMAD2/RBX1/CDKN1B/JAK1/ABL1/HDAC1/RAF1/PML/CCNA1/CDKN2B/STAT1/TGFB3/GLI2/TGFB2/MAPK3/MDM2/BIRC5/RB1/TGFBR1/LAMB4/CREBBP/CDK6/TRAF2/RHOA/ITGA2B/TCF7/RUNX1/XIAP/CDKN2A/CDKN1A/WNT7B/PAX8/RAC2/CTBP2/WNT11/RAD51/TGFB1/TP53"
"KEGG_GLIOMA",65,0.630714499143601,2.24977029536778,2.21463442837607e-07,1.42042070233776e-06,"E2F2/CAMK2A/CAMK2G/CAMK2B/MAPK1/CDK4/E2F1/E2F3/RAF1/MAPK3/MDM2/RB1/CDK6/CAMK2D/CALML6/CDKN2A/CDKN1A/TP53/IGF1R/PDGFRB"
"KEGG_AUTOIMMUNE_THYROID_DISEASE",52,0.647788329676253,2.19538110397324,1.64818770314767e-06,1.02187637595155e-05,"HLA-DQA2/HLA-DPA1/HLA-C/HLA-E/HLA-DRB4/HLA-DRA/HLA-A/HLA-DRB5/HLA-DQA1/HLA-DRB1/HLA-DPB1/HLA-DRB3/HLA-B/HLA-DQB1/TPO"
"KEGG_SMALL_CELL_LUNG_CANCER",84,0.55344373052403,2.05444733475396,1.73613147462562e-06,1.04167888477537e-05,"E2F2/MYC/PIAS1/SKP2/CDK4/E2F1/CCNE1/CDK2/E2F3/CDKN1B/CDKN2B/RB1/LAMB4/CDK6/TRAF2/ITGA2B/XIAP"
"KEGG_PROPANOATE_METABOLISM",33,-0.647660279056841,-2.18342739033211,6.8461701691835e-06,3.97933641083791e-05,"ACACB/ACSS1/ABAT/LDHA/PCCA/SUCLG1/SUCLG2/PCCB/ACSS3/SUCLA2/MLYCD/EHHADH/HIBCH/SUCLG2P2/ECHS1/HADHA/MCEE/MMUT"
"KEGG_NEUROTROPHIN_SIGNALING_PATHWAY",126,0.486488639771838,1.93533011498514,7.53203740140183e-06,4.24533017169921e-05,"CAMK2A/YWHAH/CAMK2G/YWHAB/CAMK2B/MAPK1/ABL1/RAF1/PRKCD/YWHAZ/YWHAG/YWHAE/MAPK3/PTPN11/CAMK2D/MAPK13/FRS2/RHOA/PRDM4/NGFR/CALML6/YWHAQ/TP53/CSK"
"KEGG_LINOLEIC_ACID_METABOLISM",29,-0.666226004367679,-2.20298923601339,1.18425370012969e-05,6.47856435953302e-05,"PLA2G12B/CYP3A5/PLA2G2C/PLA2G3/CYP2C9/CYP3A7/PLA2G2F/PLA2G4E/PLA2G12A/CYP1A2/PLA2G1B/PLA2G6/CYP3A43/PLA2G2E/PLA2G10/PLA2G4A/JMJD7-PLA2G4B/PLA2G2D/PLA2G2A/PLA2G5"
"KEGG_LONG_TERM_POTENTIATION",70,0.558794242307196,2.00277747154923,1.40853532666262e-05,7.48535916454993e-05,"CAMK2A/CAMK2G/CAMK2B/MAPK1/EP300/RAF1/MAPK3/CREBBP/CAMK2D/PPP3CC/ITPR3/ADCY1/CALML6/GRIA1"
"KEGG_BLADDER_CANCER",42,0.630997745177037,2.07252150899458,1.93164464274477e-05,9.98016398751465e-05,"E2F2/MYC/MAPK1/CDK4/E2F1/E2F3/RAF1/MAPK3/MDM2/RB1/CDKN2A/CDKN1A/TP53"
"KEGG_CELL_ADHESION_MOLECULES_CAMS",133,0.464699112545289,1.87148097419873,3.21941869332088e-05,0.000161841047826401,"ICAM1/HLA-DQA2/MPZL1/HLA-DPA1/HLA-C/NCAM1/HLA-E/HLA-DRB4/HLA-DRA/HLA-A/HLA-DRB5/HLA-DQA1/HLA-DRB1/HLA-DPB1/HLA-DRB3/HLA-B/HLA-DQB1/VCAM1/OCLN/CADM1/CD8A/CLDN16/HLA-G"
"KEGG_ASTHMA",30,0.683082375694114,2.07057995611197,3.74551153230768e-05,0.000183332932897165,"HLA-DQA2/HLA-DPA1/HLA-DRB4/HLA-DRA/HLA-DRB5/HLA-DQA1/HLA-DRB1/HLA-DPB1/HLA-DRB3/HLA-DQB1/IL13"
"KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY",137,0.452994450314005,1.82919263443266,5.25978754321035e-05,0.000250851405906955,"ICAM1/IFNGR2/HLA-C/IFNGR1/MAPK1/HLA-E/HLA-A/RAF1/PTPN6/IFNG/MAPK3/HLA-B/ZAP70/PTPN11/PPP3CC/KIR2DS3/CD244/LCK/HLA-G/IFNB1/RAC2/TNFRSF10B/HCST/TNFSF10/PPP3CA/TYROBP/IFNAR1/CSF2"
"KEGG_INTESTINAL_IMMUNE_NETWORK_FOR_IGA_PRODUCTION",48,0.576540161059628,1.94006852107207,0.00011162820574457,0.000519071156712251,"HLA-DQA2/HLA-DPA1/HLA-DRB4/HLA-DRA/HLA-DRB5/HLA-DQA1/HLA-DRB1/HLA-DPB1/HLA-DRB3/HLA-DQB1"
"KEGG_ALPHA_LINOLENIC_ACID_METABOLISM",19,-0.704419054886442,-2.07173539298181,0.000125605214200712,0.000569818776617862,"PLA2G12B/PLA2G2C/PLA2G3/PLA2G2F/PLA2G4E/PLA2G12A/PLA2G1B/PLA2G6/PLA2G2E/PLA2G10/PLA2G4A/JMJD7-PLA2G4B/PLA2G2D/PLA2G2A/PLA2G5"
"KEGG_ADHERENS_JUNCTION",73,0.521909375706969,1.89268939671979,0.000134553359977219,0.000595879165613399,"SMAD4/MAPK1/EP300/SMAD3/SMAD2/PTPN6/PTPN1/MAPK3/TGFBR1/CREBBP/NECTIN4/RHOA/TCF7/WAS/ACTG1/AFDN/RAC2/IGF1R/MAP3K7/CSNK2B/TCF7L1/VCL/SNAI2/WASL/PTPRB/TJP1/BAIAP2/WASF3/EGFR/YES1"
"KEGG_HEMATOPOIETIC_CELL_LINEAGE",87,0.498448253634997,1.87183770075459,0.000164742473343258,0.00069948829256055,"CD44/CD3G/HLA-DRB4/CD37/CD3E/FCGR1A/HLA-DRA/CD3D/HLA-DRB5/HLA-DRB1/HLA-DRB3/DNTT/TPO/CD38/ITGA2B/CD1A/CD8A/CSF3/CD33/ITGA1/ITGA5/CSF2/IL4/GP9/GP5/GP1BA/IL5RA/CR1/CD34/TNF/CD1C/CD1B/THPO/IL5/IL7R/MME"
"KEGG_PROSTATE_CANCER",89,0.487917378717962,1.83474215306249,0.000165470348777764,0.00069948829256055,"E2F2/MAPK1/E2F1/EP300/CCNE1/CDK2/E2F3/CDKN1B/RAF1/MAPK3/MDM2/RB1/CREBBP/TCF7/CDKN1A/TP53/IGF1R/PDGFRB/GSK3B"
"KEGG_PRIMARY_IMMUNODEFICIENCY",35,0.621945505452758,1.97055677105287,0.000270554255661471,0.00111829092340075,"CIITA/CD3E/CD3D/TAP1/TAP2/ZAP70/CD8A/LCK"
"KEGG_FATTY_ACID_METABOLISM",42,-0.535749488658606,-1.89361019037283,0.000314288381551381,0.00127081823844689,"ALDH9A1/CPT1C/ACAT2/ACAT1/CYP4A22/GCDH/ACOX3/ALDH2/CYP4A11/ALDH1B1/ADH1B/ACSL4/ALDH7A1/ACAA1/ADH5/ACADVL/HADH/ADH6/ACADL/CPT2/ADH1C/ADH7/ADH4/EHHADH/ADH1A/ECI1/ECHS1/HADHA"
"KEGG_GLYCEROPHOSPHOLIPID_METABOLISM",77,-0.450644679211508,-1.84962005314939,0.000352829602094711,0.00139630438275779,"AGPAT1/PLA2G12B/GPAT3/PLA2G2C/MBOAT1/DGKI/PLA2G3/CHKA/PLA2G2F/GPAT2/AGPAT3/DGKZ/PLPP1/PLA2G4E/PLA2G12A/GPAM/LPCAT2/PLPP2/PLA2G1B/PHOSPHO1/PLD2/PLA2G6/DGKA/LPCAT3/PLA2G2E/PLA2G10/PLA2G4A/JMJD7-PLA2G4B/LPCAT4/LCLAT1/PLA2G2D/PLA2G2A/PEMT/PLA2G5"
"KEGG_COLORECTAL_CANCER",62,0.531716253008052,1.89392429726354,0.000471501602773825,0.00178978159420268,"SMAD4/MYC/MAPK1/SMAD3/SMAD2/RAF1/TGFB3/TGFB2/MAPK3/BIRC5/TGFBR1/RHOA/TCF7/RAC2/TGFB1/TP53"
"KEGG_JAK_STAT_SIGNALING_PATHWAY",155,0.407092941141166,1.67032202524371,0.000468425411572911,0.00178978159420268,"IFNGR2/IFNGR1/CCND2/MYC/PIAS1/EP300/SOCS3/IRF9/JAK1/PTPN6/JAK2/IFNG/STAT1/SOCS1/CREBBP/IL2RB/PTPN11/IL13RA1/TPO/STAT4/IL13/CCND3/IL20RB/IFNB1/CNTF/IL21R/IL24/CSF3"
"KEGG_AMINOACYL_TRNA_BIOSYNTHESIS",41,0.580161555250568,1.89568447749491,0.000674205682635443,0.00250804513940385,"RARS1/FARSA/AARS1/QARS1/KARS1/SARS2/FARS2/YARS2/VARS1/PSTK/MARS1/SARS1/PARS2/DARS2/MTFMT/EPRS1/SEPSECS/WARS1/WARS2/IARS2/YARS1/FARSB/CARS2/LARS2/RARS2/NARS2/TARS3/HARS1"
