"NGenes","Correlation","Direction","PValue","FDR","ID"
56,-0.00798408644632129,"Down",0.715771522055278,0.900168038423161,"KEGG_HEDGEHOG_SIGNALING_PATHWAY"
30,0.0120952352313114,"Down",0.718720155539939,0.900168038423161,"KEGG_O_GLYCAN_BIOSYNTHESIS"
52,0.00412583789267559,"Up",0.723259586033879,0.900168038423161,"KEGG_MTOR_SIGNALING_PATHWAY"
35,0.0120603059523615,"Up",0.727664380522635,0.900168038423161,"KEGG_BASAL_TRANSCRIPTION_FACTORS"
42,0.00510857919721403,"Up",0.728112278330069,0.900168038423161,"KEGG_ALDOSTERONE_REGULATED_SODIUM_REABSORPTION"
17,0.0276731748350347,"Down",0.730781579580093,0.900168038423161,"KEGG_ONE_CARBON_POOL_BY_FOLATE"
13,0.0399626810757983,"Up",0.738887458605957,0.903870966663799,"KEGG_NON_HOMOLOGOUS_END_JOINING"
55,-0.00108908316915779,"Down",0.743506762900867,0.903870966663799,"KEGG_BASAL_CELL_CARCINOMA"
70,0.0381727514078454,"Down",0.769719531405678,0.927957431700971,"KEGG_LONG_TERM_DEPRESSION"
23,-0.0222690697825452,"Down",0.777705634263905,0.927957431700971,"KEGG_MISMATCH_REPAIR"
18,0.0906113278135683,"Down",0.778286878200815,0.927957431700971,"KEGG_PHENYLALANINE_METABOLISM"
40,0.556271186346908,"Up",0.789000166498633,0.934739050756342,"KEGG_PYRUVATE_METABOLISM"
23,0.0292100423199763,"Up",0.794247646289943,0.935000393733731,"KEGG_NITROGEN_METABOLISM"
44,0.667415260534428,"Up",0.808658597227498,0.936333822341839,"KEGG_VASOPRESSIN_REGULATED_WATER_REABSORPTION"
34,0.6420855113002,"Down",0.813352077669816,0.936333822341839,"KEGG_FRUCTOSE_AND_MANNOSE_METABOLISM"
24,-0.0174303535379091,"Up",0.816323870988413,0.936333822341839,"KEGG_NICOTINATE_AND_NICOTINAMIDE_METABOLISM"
137,-0.00161482778147615,"Down",0.831281584604485,0.936333822341839,"KEGG_INSULIN_SIGNALING_PATHWAY"
16,0.0739019029970536,"Up",0.838034308174033,0.936333822341839,"KEGG_RIBOFLAVIN_METABOLISM"
188,0.00441106531805645,"Up",0.843040153734386,0.936333822341839,"KEGG_CHEMOKINE_SIGNALING_PATHWAY"
213,0.00775999025459677,"Down",0.846924334506515,0.936333822341839,"KEGG_REGULATION_OF_ACTIN_CYTOSKELETON"
11,0.184181053865702,"Up",0.847322540699313,0.936333822341839,"KEGG_VALINE_LEUCINE_AND_ISOLEUCINE_BIOSYNTHESIS"
88,0.506953609675321,"Down",0.847477274458412,0.936333822341839,"KEGG_RIBOSOME"
116,0.000853403488776835,"Down",0.853143167340028,0.936333822341839,"KEGG_LEUKOCYTE_TRANSENDOTHELIAL_MIGRATION"
35,0.00269789647208587,"Up",0.853348502556028,0.936333822341839,"KEGG_REGULATION_OF_AUTOPHAGY"
31,0.632651834521168,"Up",0.856104699671428,0.936333822341839,"KEGG_GLYCINE_SERINE_AND_THREONINE_METABOLISM"
16,0.00639494420653084,"Down",0.861502661535604,0.936333822341839,"KEGG_OTHER_GLYCAN_DEGRADATION"
24,0.00537308834632516,"Up",0.865909820001806,0.936333822341839,"KEGG_PROTEIN_EXPORT"
54,0.740920362072929,"Up",0.870891135834076,0.936333822341839,"KEGG_INOSITOL_PHOSPHATE_METABOLISM"
84,-0.00016975459583999,"Down",0.884789569771798,0.94224123837163,"KEGG_ECM_RECEPTOR_INTERACTION"
83,0.00180999552682137,"Down",0.887444416279655,0.94224123837163,"KEGG_HYPERTROPHIC_CARDIOMYOPATHY_HCM"
35,0.0402917027860243,"Down",0.891583107276381,0.94224123837163,"KEGG_PRION_DISEASES"
44,0.0208352605039687,"Down",0.900007398685923,0.945770486754699,"KEGG_LYSINE_DEGRADATION"
26,0.0877231885496329,"Down",0.909695842141978,0.950581048530381,"KEGG_SELENOAMINO_ACID_METABOLISM"
54,0.0224126177465248,"Up",0.919711585061438,0.955677959896242,"KEGG_ARGININE_AND_PROLINE_METABOLISM"
59,0.618089387160067,"Up",0.925633528934087,0.956487979898557,"KEGG_RNA_DEGRADATION"
90,0.00626580763669925,"Down",0.941905473905493,0.964866041388017,"KEGG_DILATED_CARDIOMYOPATHY"
34,0.736728200494124,"Down",0.944116234046339,0.964866041388017,"KEGG_CYSTEINE_AND_METHIONINE_METABOLISM"
55,-0.00116946144251655,"Up",0.950372114696704,0.965951985429437,"KEGG_CYTOSOLIC_DNA_SENSING_PATHWAY"
76,0.321343692555842,"Up",0.979733646931284,0.990382925702276,"KEGG_PHOSPHATIDYLINOSITOL_SIGNALING_SYSTEM"
78,0.495057948632822,"Up",0.985134621272203,0.99045967327908,"KEGG_PEROXISOME"
50,0.526184497613325,"Up",0.995400564928539,0.995400564928539,"KEGG_GLUTATHIONE_METABOLISM"
